seed_id,dataset,family,query,compound,entity,entity_type,template
disorder_02637,disorder,pair_core,DiPT Eating disorders clinical trial,DiPT,Eating disorders,indication,{compound} {entity} clinical trial
disorder_02638,disorder,pair_core,DiPT Eating disorders randomized placebo,DiPT,Eating disorders,indication,{compound} {entity} randomized placebo
disorder_02639,disorder,pair_core,DiPT Eating disorders treatment outcome,DiPT,Eating disorders,indication,{compound} {entity} treatment outcome
disorder_02640,disorder,pair_core,DiPT Anorexia nervosa clinical trial,DiPT,Anorexia nervosa,indication,{compound} {entity} clinical trial
disorder_02641,disorder,pair_core,DiPT Anorexia nervosa randomized placebo,DiPT,Anorexia nervosa,indication,{compound} {entity} randomized placebo
disorder_02642,disorder,pair_core,DiPT Anorexia nervosa treatment outcome,DiPT,Anorexia nervosa,indication,{compound} {entity} treatment outcome
disorder_02643,disorder,pair_core,DiPT Bulimia nervosa clinical trial,DiPT,Bulimia nervosa,indication,{compound} {entity} clinical trial
disorder_02644,disorder,pair_core,DiPT Bulimia nervosa randomized placebo,DiPT,Bulimia nervosa,indication,{compound} {entity} randomized placebo
disorder_02645,disorder,pair_core,DiPT Bulimia nervosa treatment outcome,DiPT,Bulimia nervosa,indication,{compound} {entity} treatment outcome
disorder_02646,disorder,pair_core,DiPT Binge-eating disorder clinical trial,DiPT,Binge-eating disorder,indication,{compound} {entity} clinical trial
disorder_02647,disorder,pair_core,DiPT Binge-eating disorder randomized placebo,DiPT,Binge-eating disorder,indication,{compound} {entity} randomized placebo
disorder_02648,disorder,pair_core,DiPT Binge-eating disorder treatment outcome,DiPT,Binge-eating disorder,indication,{compound} {entity} treatment outcome
disorder_02649,disorder,pair_core,DiPT Autism spectrum disorder clinical trial,DiPT,Autism spectrum disorder,indication,{compound} {entity} clinical trial
disorder_02650,disorder,pair_core,DiPT Autism spectrum disorder randomized placebo,DiPT,Autism spectrum disorder,indication,{compound} {entity} randomized placebo
disorder_02651,disorder,pair_core,DiPT Autism spectrum disorder treatment outcome,DiPT,Autism spectrum disorder,indication,{compound} {entity} treatment outcome
disorder_02652,disorder,pair_core,DiPT Demoralization clinical trial,DiPT,Demoralization,indication,{compound} {entity} clinical trial
disorder_02653,disorder,pair_core,DiPT Demoralization randomized placebo,DiPT,Demoralization,indication,{compound} {entity} randomized placebo
disorder_02654,disorder,pair_core,DiPT Demoralization treatment outcome,DiPT,Demoralization,indication,{compound} {entity} treatment outcome
disorder_02655,disorder,pair_core,DiPT Suicidal ideation clinical trial,DiPT,Suicidal ideation,indication,{compound} {entity} clinical trial
disorder_02656,disorder,pair_core,DiPT Suicidal ideation randomized placebo,DiPT,Suicidal ideation,indication,{compound} {entity} randomized placebo
disorder_02657,disorder,pair_core,DiPT Suicidal ideation treatment outcome,DiPT,Suicidal ideation,indication,{compound} {entity} treatment outcome
disorder_02658,disorder,pair_core,DiPT Cluster headache clinical trial,DiPT,Cluster headache,indication,{compound} {entity} clinical trial
disorder_02659,disorder,pair_core,DiPT Cluster headache randomized placebo,DiPT,Cluster headache,indication,{compound} {entity} randomized placebo
disorder_02660,disorder,pair_core,DiPT Cluster headache treatment outcome,DiPT,Cluster headache,indication,{compound} {entity} treatment outcome
disorder_02661,disorder,pair_core,DiPT Headache disorders clinical trial,DiPT,Headache disorders,indication,{compound} {entity} clinical trial
disorder_02662,disorder,pair_core,DiPT Headache disorders randomized placebo,DiPT,Headache disorders,indication,{compound} {entity} randomized placebo
disorder_02663,disorder,pair_core,DiPT Headache disorders treatment outcome,DiPT,Headache disorders,indication,{compound} {entity} treatment outcome
disorder_02664,disorder,pair_core,DiPT Migraine clinical trial,DiPT,Migraine,indication,{compound} {entity} clinical trial
disorder_02665,disorder,pair_core,DiPT Migraine randomized placebo,DiPT,Migraine,indication,{compound} {entity} randomized placebo
disorder_02666,disorder,pair_core,DiPT Migraine treatment outcome,DiPT,Migraine,indication,{compound} {entity} treatment outcome
disorder_02667,disorder,pair_core,DiPT Chronic pain clinical trial,DiPT,Chronic pain,indication,{compound} {entity} clinical trial
disorder_02668,disorder,pair_core,DiPT Chronic pain randomized placebo,DiPT,Chronic pain,indication,{compound} {entity} randomized placebo
disorder_02669,disorder,pair_core,DiPT Chronic pain treatment outcome,DiPT,Chronic pain,indication,{compound} {entity} treatment outcome
disorder_02670,disorder,pair_core,DiPT Fibromyalgia clinical trial,DiPT,Fibromyalgia,indication,{compound} {entity} clinical trial
disorder_02671,disorder,pair_core,DiPT Fibromyalgia randomized placebo,DiPT,Fibromyalgia,indication,{compound} {entity} randomized placebo
disorder_02672,disorder,pair_core,DiPT Fibromyalgia treatment outcome,DiPT,Fibromyalgia,indication,{compound} {entity} treatment outcome
disorder_02673,disorder,pair_core,DPT Treatment-resistant depression clinical trial,DPT,Treatment-resistant depression,indication,{compound} {entity} clinical trial
disorder_02674,disorder,pair_core,DPT Treatment-resistant depression randomized placebo,DPT,Treatment-resistant depression,indication,{compound} {entity} randomized placebo
disorder_02675,disorder,pair_core,DPT Treatment-resistant depression treatment outcome,DPT,Treatment-resistant depression,indication,{compound} {entity} treatment outcome
disorder_02676,disorder,pair_core,DPT Major depressive disorder clinical trial,DPT,Major depressive disorder,indication,{compound} {entity} clinical trial
disorder_02677,disorder,pair_core,DPT Major depressive disorder randomized placebo,DPT,Major depressive disorder,indication,{compound} {entity} randomized placebo
disorder_02678,disorder,pair_core,DPT Major depressive disorder treatment outcome,DPT,Major depressive disorder,indication,{compound} {entity} treatment outcome
disorder_02679,disorder,pair_core,DPT Bipolar depression clinical trial,DPT,Bipolar depression,indication,{compound} {entity} clinical trial
disorder_02680,disorder,pair_core,DPT Bipolar depression randomized placebo,DPT,Bipolar depression,indication,{compound} {entity} randomized placebo
disorder_02681,disorder,pair_core,DPT Bipolar depression treatment outcome,DPT,Bipolar depression,indication,{compound} {entity} treatment outcome
disorder_02682,disorder,pair_core,DPT Persistent depressive disorder clinical trial,DPT,Persistent depressive disorder,indication,{compound} {entity} clinical trial
disorder_02683,disorder,pair_core,DPT Persistent depressive disorder randomized placebo,DPT,Persistent depressive disorder,indication,{compound} {entity} randomized placebo
disorder_02684,disorder,pair_core,DPT Persistent depressive disorder treatment outcome,DPT,Persistent depressive disorder,indication,{compound} {entity} treatment outcome
disorder_02685,disorder,pair_core,DPT Post-traumatic stress disorder clinical trial,DPT,Post-traumatic stress disorder,indication,{compound} {entity} clinical trial
disorder_02686,disorder,pair_core,DPT Post-traumatic stress disorder randomized placebo,DPT,Post-traumatic stress disorder,indication,{compound} {entity} randomized placebo
disorder_02687,disorder,pair_core,DPT Post-traumatic stress disorder treatment outcome,DPT,Post-traumatic stress disorder,indication,{compound} {entity} treatment outcome
disorder_02688,disorder,pair_core,DPT Complex post-traumatic stress disorder clinical trial,DPT,Complex post-traumatic stress disorder,indication,{compound} {entity} clinical trial
disorder_02689,disorder,pair_core,DPT Complex post-traumatic stress disorder randomized placebo,DPT,Complex post-traumatic stress disorder,indication,{compound} {entity} randomized placebo
disorder_02690,disorder,pair_core,DPT Complex post-traumatic stress disorder treatment outcome,DPT,Complex post-traumatic stress disorder,indication,{compound} {entity} treatment outcome
disorder_02691,disorder,pair_core,DPT Alcohol use disorder clinical trial,DPT,Alcohol use disorder,indication,{compound} {entity} clinical trial
disorder_02692,disorder,pair_core,DPT Alcohol use disorder randomized placebo,DPT,Alcohol use disorder,indication,{compound} {entity} randomized placebo
disorder_02693,disorder,pair_core,DPT Alcohol use disorder treatment outcome,DPT,Alcohol use disorder,indication,{compound} {entity} treatment outcome
disorder_02694,disorder,pair_core,DPT Tobacco use disorder clinical trial,DPT,Tobacco use disorder,indication,{compound} {entity} clinical trial
disorder_02695,disorder,pair_core,DPT Tobacco use disorder randomized placebo,DPT,Tobacco use disorder,indication,{compound} {entity} randomized placebo
disorder_02696,disorder,pair_core,DPT Tobacco use disorder treatment outcome,DPT,Tobacco use disorder,indication,{compound} {entity} treatment outcome
disorder_02697,disorder,pair_core,DPT Nicotine dependence clinical trial,DPT,Nicotine dependence,indication,{compound} {entity} clinical trial
disorder_02698,disorder,pair_core,DPT Nicotine dependence randomized placebo,DPT,Nicotine dependence,indication,{compound} {entity} randomized placebo
disorder_02699,disorder,pair_core,DPT Nicotine dependence treatment outcome,DPT,Nicotine dependence,indication,{compound} {entity} treatment outcome
disorder_02700,disorder,pair_core,DPT Opioid use disorder clinical trial,DPT,Opioid use disorder,indication,{compound} {entity} clinical trial
disorder_02701,disorder,pair_core,DPT Opioid use disorder randomized placebo,DPT,Opioid use disorder,indication,{compound} {entity} randomized placebo
disorder_02702,disorder,pair_core,DPT Opioid use disorder treatment outcome,DPT,Opioid use disorder,indication,{compound} {entity} treatment outcome
disorder_02703,disorder,pair_core,DPT Cannabis use disorder clinical trial,DPT,Cannabis use disorder,indication,{compound} {entity} clinical trial
disorder_02704,disorder,pair_core,DPT Cannabis use disorder randomized placebo,DPT,Cannabis use disorder,indication,{compound} {entity} randomized placebo
disorder_02705,disorder,pair_core,DPT Cannabis use disorder treatment outcome,DPT,Cannabis use disorder,indication,{compound} {entity} treatment outcome
disorder_02706,disorder,pair_core,DPT Cocaine use disorder clinical trial,DPT,Cocaine use disorder,indication,{compound} {entity} clinical trial
disorder_02707,disorder,pair_core,DPT Cocaine use disorder randomized placebo,DPT,Cocaine use disorder,indication,{compound} {entity} randomized placebo
disorder_02708,disorder,pair_core,DPT Cocaine use disorder treatment outcome,DPT,Cocaine use disorder,indication,{compound} {entity} treatment outcome
disorder_02709,disorder,pair_core,DPT Methamphetamine use disorder clinical trial,DPT,Methamphetamine use disorder,indication,{compound} {entity} clinical trial
disorder_02710,disorder,pair_core,DPT Methamphetamine use disorder randomized placebo,DPT,Methamphetamine use disorder,indication,{compound} {entity} randomized placebo
disorder_02711,disorder,pair_core,DPT Methamphetamine use disorder treatment outcome,DPT,Methamphetamine use disorder,indication,{compound} {entity} treatment outcome
disorder_02712,disorder,pair_core,DPT Stimulant use disorder clinical trial,DPT,Stimulant use disorder,indication,{compound} {entity} clinical trial
disorder_02713,disorder,pair_core,DPT Stimulant use disorder randomized placebo,DPT,Stimulant use disorder,indication,{compound} {entity} randomized placebo
disorder_02714,disorder,pair_core,DPT Stimulant use disorder treatment outcome,DPT,Stimulant use disorder,indication,{compound} {entity} treatment outcome
disorder_02715,disorder,pair_core,DPT Substance use disorder clinical trial,DPT,Substance use disorder,indication,{compound} {entity} clinical trial
disorder_02716,disorder,pair_core,DPT Substance use disorder randomized placebo,DPT,Substance use disorder,indication,{compound} {entity} randomized placebo
disorder_02717,disorder,pair_core,DPT Substance use disorder treatment outcome,DPT,Substance use disorder,indication,{compound} {entity} treatment outcome
disorder_02718,disorder,pair_core,DPT Generalized anxiety disorder clinical trial,DPT,Generalized anxiety disorder,indication,{compound} {entity} clinical trial
disorder_02719,disorder,pair_core,DPT Generalized anxiety disorder randomized placebo,DPT,Generalized anxiety disorder,indication,{compound} {entity} randomized placebo
disorder_02720,disorder,pair_core,DPT Generalized anxiety disorder treatment outcome,DPT,Generalized anxiety disorder,indication,{compound} {entity} treatment outcome
disorder_02721,disorder,pair_core,DPT Social anxiety disorder clinical trial,DPT,Social anxiety disorder,indication,{compound} {entity} clinical trial
disorder_02722,disorder,pair_core,DPT Social anxiety disorder randomized placebo,DPT,Social anxiety disorder,indication,{compound} {entity} randomized placebo
disorder_02723,disorder,pair_core,DPT Social anxiety disorder treatment outcome,DPT,Social anxiety disorder,indication,{compound} {entity} treatment outcome
disorder_02724,disorder,pair_core,DPT Distress associated with life-threatening disease clinical trial,DPT,Distress associated with life-threatening disease,indication,{compound} {entity} clinical trial
disorder_02725,disorder,pair_core,DPT Distress associated with life-threatening disease randomized placebo,DPT,Distress associated with life-threatening disease,indication,{compound} {entity} randomized placebo
disorder_02726,disorder,pair_core,DPT Distress associated with life-threatening disease treatment outcome,DPT,Distress associated with life-threatening disease,indication,{compound} {entity} treatment outcome
disorder_02727,disorder,pair_core,DPT Obsessive-compulsive disorder clinical trial,DPT,Obsessive-compulsive disorder,indication,{compound} {entity} clinical trial
disorder_02728,disorder,pair_core,DPT Obsessive-compulsive disorder randomized placebo,DPT,Obsessive-compulsive disorder,indication,{compound} {entity} randomized placebo
disorder_02729,disorder,pair_core,DPT Obsessive-compulsive disorder treatment outcome,DPT,Obsessive-compulsive disorder,indication,{compound} {entity} treatment outcome
disorder_02730,disorder,pair_core,DPT Eating disorders clinical trial,DPT,Eating disorders,indication,{compound} {entity} clinical trial
disorder_02731,disorder,pair_core,DPT Eating disorders randomized placebo,DPT,Eating disorders,indication,{compound} {entity} randomized placebo
disorder_02732,disorder,pair_core,DPT Eating disorders treatment outcome,DPT,Eating disorders,indication,{compound} {entity} treatment outcome
disorder_02733,disorder,pair_core,DPT Anorexia nervosa clinical trial,DPT,Anorexia nervosa,indication,{compound} {entity} clinical trial
disorder_02734,disorder,pair_core,DPT Anorexia nervosa randomized placebo,DPT,Anorexia nervosa,indication,{compound} {entity} randomized placebo
disorder_02735,disorder,pair_core,DPT Anorexia nervosa treatment outcome,DPT,Anorexia nervosa,indication,{compound} {entity} treatment outcome
disorder_02736,disorder,pair_core,DPT Bulimia nervosa clinical trial,DPT,Bulimia nervosa,indication,{compound} {entity} clinical trial
disorder_02737,disorder,pair_core,DPT Bulimia nervosa randomized placebo,DPT,Bulimia nervosa,indication,{compound} {entity} randomized placebo
disorder_02738,disorder,pair_core,DPT Bulimia nervosa treatment outcome,DPT,Bulimia nervosa,indication,{compound} {entity} treatment outcome
disorder_02739,disorder,pair_core,DPT Binge-eating disorder clinical trial,DPT,Binge-eating disorder,indication,{compound} {entity} clinical trial
disorder_02740,disorder,pair_core,DPT Binge-eating disorder randomized placebo,DPT,Binge-eating disorder,indication,{compound} {entity} randomized placebo
disorder_02741,disorder,pair_core,DPT Binge-eating disorder treatment outcome,DPT,Binge-eating disorder,indication,{compound} {entity} treatment outcome
disorder_02742,disorder,pair_core,DPT Autism spectrum disorder clinical trial,DPT,Autism spectrum disorder,indication,{compound} {entity} clinical trial
disorder_02743,disorder,pair_core,DPT Autism spectrum disorder randomized placebo,DPT,Autism spectrum disorder,indication,{compound} {entity} randomized placebo
disorder_02744,disorder,pair_core,DPT Autism spectrum disorder treatment outcome,DPT,Autism spectrum disorder,indication,{compound} {entity} treatment outcome
disorder_02745,disorder,pair_core,DPT Demoralization clinical trial,DPT,Demoralization,indication,{compound} {entity} clinical trial
disorder_02746,disorder,pair_core,DPT Demoralization randomized placebo,DPT,Demoralization,indication,{compound} {entity} randomized placebo
disorder_02747,disorder,pair_core,DPT Demoralization treatment outcome,DPT,Demoralization,indication,{compound} {entity} treatment outcome
disorder_02748,disorder,pair_core,DPT Suicidal ideation clinical trial,DPT,Suicidal ideation,indication,{compound} {entity} clinical trial
disorder_02749,disorder,pair_core,DPT Suicidal ideation randomized placebo,DPT,Suicidal ideation,indication,{compound} {entity} randomized placebo
disorder_02750,disorder,pair_core,DPT Suicidal ideation treatment outcome,DPT,Suicidal ideation,indication,{compound} {entity} treatment outcome
disorder_02751,disorder,pair_core,DPT Cluster headache clinical trial,DPT,Cluster headache,indication,{compound} {entity} clinical trial
disorder_02752,disorder,pair_core,DPT Cluster headache randomized placebo,DPT,Cluster headache,indication,{compound} {entity} randomized placebo
disorder_02753,disorder,pair_core,DPT Cluster headache treatment outcome,DPT,Cluster headache,indication,{compound} {entity} treatment outcome
disorder_02754,disorder,pair_core,DPT Headache disorders clinical trial,DPT,Headache disorders,indication,{compound} {entity} clinical trial
disorder_02755,disorder,pair_core,DPT Headache disorders randomized placebo,DPT,Headache disorders,indication,{compound} {entity} randomized placebo
disorder_02756,disorder,pair_core,DPT Headache disorders treatment outcome,DPT,Headache disorders,indication,{compound} {entity} treatment outcome
disorder_02757,disorder,pair_core,DPT Migraine clinical trial,DPT,Migraine,indication,{compound} {entity} clinical trial
disorder_02758,disorder,pair_core,DPT Migraine randomized placebo,DPT,Migraine,indication,{compound} {entity} randomized placebo
disorder_02759,disorder,pair_core,DPT Migraine treatment outcome,DPT,Migraine,indication,{compound} {entity} treatment outcome
disorder_02760,disorder,pair_core,DPT Chronic pain clinical trial,DPT,Chronic pain,indication,{compound} {entity} clinical trial
disorder_02761,disorder,pair_core,DPT Chronic pain randomized placebo,DPT,Chronic pain,indication,{compound} {entity} randomized placebo
disorder_02762,disorder,pair_core,DPT Chronic pain treatment outcome,DPT,Chronic pain,indication,{compound} {entity} treatment outcome
disorder_02763,disorder,pair_core,DPT Fibromyalgia clinical trial,DPT,Fibromyalgia,indication,{compound} {entity} clinical trial
disorder_02764,disorder,pair_core,DPT Fibromyalgia randomized placebo,DPT,Fibromyalgia,indication,{compound} {entity} randomized placebo
disorder_02765,disorder,pair_core,DPT Fibromyalgia treatment outcome,DPT,Fibromyalgia,indication,{compound} {entity} treatment outcome
disorder_02766,disorder,pair_core,LSA Treatment-resistant depression clinical trial,LSA,Treatment-resistant depression,indication,{compound} {entity} clinical trial
disorder_02767,disorder,pair_core,LSA Treatment-resistant depression randomized placebo,LSA,Treatment-resistant depression,indication,{compound} {entity} randomized placebo
disorder_02768,disorder,pair_core,LSA Treatment-resistant depression treatment outcome,LSA,Treatment-resistant depression,indication,{compound} {entity} treatment outcome
disorder_02769,disorder,pair_core,LSA Major depressive disorder clinical trial,LSA,Major depressive disorder,indication,{compound} {entity} clinical trial
disorder_02770,disorder,pair_core,LSA Major depressive disorder randomized placebo,LSA,Major depressive disorder,indication,{compound} {entity} randomized placebo
disorder_02771,disorder,pair_core,LSA Major depressive disorder treatment outcome,LSA,Major depressive disorder,indication,{compound} {entity} treatment outcome
disorder_02772,disorder,pair_core,LSA Bipolar depression clinical trial,LSA,Bipolar depression,indication,{compound} {entity} clinical trial
disorder_02773,disorder,pair_core,LSA Bipolar depression randomized placebo,LSA,Bipolar depression,indication,{compound} {entity} randomized placebo
disorder_02774,disorder,pair_core,LSA Bipolar depression treatment outcome,LSA,Bipolar depression,indication,{compound} {entity} treatment outcome
disorder_02775,disorder,pair_core,LSA Persistent depressive disorder clinical trial,LSA,Persistent depressive disorder,indication,{compound} {entity} clinical trial
disorder_02776,disorder,pair_core,LSA Persistent depressive disorder randomized placebo,LSA,Persistent depressive disorder,indication,{compound} {entity} randomized placebo
disorder_02777,disorder,pair_core,LSA Persistent depressive disorder treatment outcome,LSA,Persistent depressive disorder,indication,{compound} {entity} treatment outcome
disorder_02778,disorder,pair_core,LSA Post-traumatic stress disorder clinical trial,LSA,Post-traumatic stress disorder,indication,{compound} {entity} clinical trial
disorder_02779,disorder,pair_core,LSA Post-traumatic stress disorder randomized placebo,LSA,Post-traumatic stress disorder,indication,{compound} {entity} randomized placebo
disorder_02780,disorder,pair_core,LSA Post-traumatic stress disorder treatment outcome,LSA,Post-traumatic stress disorder,indication,{compound} {entity} treatment outcome
disorder_02781,disorder,pair_core,LSA Complex post-traumatic stress disorder clinical trial,LSA,Complex post-traumatic stress disorder,indication,{compound} {entity} clinical trial
disorder_02782,disorder,pair_core,LSA Complex post-traumatic stress disorder randomized placebo,LSA,Complex post-traumatic stress disorder,indication,{compound} {entity} randomized placebo
disorder_02783,disorder,pair_core,LSA Complex post-traumatic stress disorder treatment outcome,LSA,Complex post-traumatic stress disorder,indication,{compound} {entity} treatment outcome
disorder_02784,disorder,pair_core,LSA Alcohol use disorder clinical trial,LSA,Alcohol use disorder,indication,{compound} {entity} clinical trial
disorder_02785,disorder,pair_core,LSA Alcohol use disorder randomized placebo,LSA,Alcohol use disorder,indication,{compound} {entity} randomized placebo
disorder_02786,disorder,pair_core,LSA Alcohol use disorder treatment outcome,LSA,Alcohol use disorder,indication,{compound} {entity} treatment outcome
disorder_02787,disorder,pair_core,LSA Tobacco use disorder clinical trial,LSA,Tobacco use disorder,indication,{compound} {entity} clinical trial
disorder_02788,disorder,pair_core,LSA Tobacco use disorder randomized placebo,LSA,Tobacco use disorder,indication,{compound} {entity} randomized placebo
disorder_02789,disorder,pair_core,LSA Tobacco use disorder treatment outcome,LSA,Tobacco use disorder,indication,{compound} {entity} treatment outcome
disorder_02790,disorder,pair_core,LSA Nicotine dependence clinical trial,LSA,Nicotine dependence,indication,{compound} {entity} clinical trial
disorder_02791,disorder,pair_core,LSA Nicotine dependence randomized placebo,LSA,Nicotine dependence,indication,{compound} {entity} randomized placebo
disorder_02792,disorder,pair_core,LSA Nicotine dependence treatment outcome,LSA,Nicotine dependence,indication,{compound} {entity} treatment outcome
disorder_02793,disorder,pair_core,LSA Opioid use disorder clinical trial,LSA,Opioid use disorder,indication,{compound} {entity} clinical trial
disorder_02794,disorder,pair_core,LSA Opioid use disorder randomized placebo,LSA,Opioid use disorder,indication,{compound} {entity} randomized placebo
disorder_02795,disorder,pair_core,LSA Opioid use disorder treatment outcome,LSA,Opioid use disorder,indication,{compound} {entity} treatment outcome
disorder_02796,disorder,pair_core,LSA Cannabis use disorder clinical trial,LSA,Cannabis use disorder,indication,{compound} {entity} clinical trial
disorder_02797,disorder,pair_core,LSA Cannabis use disorder randomized placebo,LSA,Cannabis use disorder,indication,{compound} {entity} randomized placebo
disorder_02798,disorder,pair_core,LSA Cannabis use disorder treatment outcome,LSA,Cannabis use disorder,indication,{compound} {entity} treatment outcome
disorder_02799,disorder,pair_core,LSA Cocaine use disorder clinical trial,LSA,Cocaine use disorder,indication,{compound} {entity} clinical trial
disorder_02800,disorder,pair_core,LSA Cocaine use disorder randomized placebo,LSA,Cocaine use disorder,indication,{compound} {entity} randomized placebo
disorder_02801,disorder,pair_core,LSA Cocaine use disorder treatment outcome,LSA,Cocaine use disorder,indication,{compound} {entity} treatment outcome
disorder_02802,disorder,pair_core,LSA Methamphetamine use disorder clinical trial,LSA,Methamphetamine use disorder,indication,{compound} {entity} clinical trial
disorder_02803,disorder,pair_core,LSA Methamphetamine use disorder randomized placebo,LSA,Methamphetamine use disorder,indication,{compound} {entity} randomized placebo
disorder_02804,disorder,pair_core,LSA Methamphetamine use disorder treatment outcome,LSA,Methamphetamine use disorder,indication,{compound} {entity} treatment outcome
disorder_02805,disorder,pair_core,LSA Stimulant use disorder clinical trial,LSA,Stimulant use disorder,indication,{compound} {entity} clinical trial
disorder_02806,disorder,pair_core,LSA Stimulant use disorder randomized placebo,LSA,Stimulant use disorder,indication,{compound} {entity} randomized placebo
disorder_02807,disorder,pair_core,LSA Stimulant use disorder treatment outcome,LSA,Stimulant use disorder,indication,{compound} {entity} treatment outcome
disorder_02808,disorder,pair_core,LSA Substance use disorder clinical trial,LSA,Substance use disorder,indication,{compound} {entity} clinical trial
disorder_02809,disorder,pair_core,LSA Substance use disorder randomized placebo,LSA,Substance use disorder,indication,{compound} {entity} randomized placebo
disorder_02810,disorder,pair_core,LSA Substance use disorder treatment outcome,LSA,Substance use disorder,indication,{compound} {entity} treatment outcome
disorder_02811,disorder,pair_core,LSA Generalized anxiety disorder clinical trial,LSA,Generalized anxiety disorder,indication,{compound} {entity} clinical trial
disorder_02812,disorder,pair_core,LSA Generalized anxiety disorder randomized placebo,LSA,Generalized anxiety disorder,indication,{compound} {entity} randomized placebo
disorder_02813,disorder,pair_core,LSA Generalized anxiety disorder treatment outcome,LSA,Generalized anxiety disorder,indication,{compound} {entity} treatment outcome
disorder_02814,disorder,pair_core,LSA Social anxiety disorder clinical trial,LSA,Social anxiety disorder,indication,{compound} {entity} clinical trial
disorder_02815,disorder,pair_core,LSA Social anxiety disorder randomized placebo,LSA,Social anxiety disorder,indication,{compound} {entity} randomized placebo
disorder_02816,disorder,pair_core,LSA Social anxiety disorder treatment outcome,LSA,Social anxiety disorder,indication,{compound} {entity} treatment outcome
disorder_02817,disorder,pair_core,LSA Distress associated with life-threatening disease clinical trial,LSA,Distress associated with life-threatening disease,indication,{compound} {entity} clinical trial
disorder_02818,disorder,pair_core,LSA Distress associated with life-threatening disease randomized placebo,LSA,Distress associated with life-threatening disease,indication,{compound} {entity} randomized placebo
disorder_02819,disorder,pair_core,LSA Distress associated with life-threatening disease treatment outcome,LSA,Distress associated with life-threatening disease,indication,{compound} {entity} treatment outcome
disorder_02820,disorder,pair_core,LSA Obsessive-compulsive disorder clinical trial,LSA,Obsessive-compulsive disorder,indication,{compound} {entity} clinical trial
disorder_02821,disorder,pair_core,LSA Obsessive-compulsive disorder randomized placebo,LSA,Obsessive-compulsive disorder,indication,{compound} {entity} randomized placebo
disorder_02822,disorder,pair_core,LSA Obsessive-compulsive disorder treatment outcome,LSA,Obsessive-compulsive disorder,indication,{compound} {entity} treatment outcome
disorder_02823,disorder,pair_core,LSA Eating disorders clinical trial,LSA,Eating disorders,indication,{compound} {entity} clinical trial
disorder_02824,disorder,pair_core,LSA Eating disorders randomized placebo,LSA,Eating disorders,indication,{compound} {entity} randomized placebo
disorder_02825,disorder,pair_core,LSA Eating disorders treatment outcome,LSA,Eating disorders,indication,{compound} {entity} treatment outcome
disorder_02826,disorder,pair_core,LSA Anorexia nervosa clinical trial,LSA,Anorexia nervosa,indication,{compound} {entity} clinical trial
disorder_02827,disorder,pair_core,LSA Anorexia nervosa randomized placebo,LSA,Anorexia nervosa,indication,{compound} {entity} randomized placebo
disorder_02828,disorder,pair_core,LSA Anorexia nervosa treatment outcome,LSA,Anorexia nervosa,indication,{compound} {entity} treatment outcome
disorder_02829,disorder,pair_core,LSA Bulimia nervosa clinical trial,LSA,Bulimia nervosa,indication,{compound} {entity} clinical trial
disorder_02830,disorder,pair_core,LSA Bulimia nervosa randomized placebo,LSA,Bulimia nervosa,indication,{compound} {entity} randomized placebo
disorder_02831,disorder,pair_core,LSA Bulimia nervosa treatment outcome,LSA,Bulimia nervosa,indication,{compound} {entity} treatment outcome
disorder_02832,disorder,pair_core,LSA Binge-eating disorder clinical trial,LSA,Binge-eating disorder,indication,{compound} {entity} clinical trial
disorder_02833,disorder,pair_core,LSA Binge-eating disorder randomized placebo,LSA,Binge-eating disorder,indication,{compound} {entity} randomized placebo
disorder_02834,disorder,pair_core,LSA Binge-eating disorder treatment outcome,LSA,Binge-eating disorder,indication,{compound} {entity} treatment outcome
disorder_02835,disorder,pair_core,LSA Autism spectrum disorder clinical trial,LSA,Autism spectrum disorder,indication,{compound} {entity} clinical trial
disorder_02836,disorder,pair_core,LSA Autism spectrum disorder randomized placebo,LSA,Autism spectrum disorder,indication,{compound} {entity} randomized placebo
disorder_02837,disorder,pair_core,LSA Autism spectrum disorder treatment outcome,LSA,Autism spectrum disorder,indication,{compound} {entity} treatment outcome
disorder_02838,disorder,pair_core,LSA Demoralization clinical trial,LSA,Demoralization,indication,{compound} {entity} clinical trial
disorder_02839,disorder,pair_core,LSA Demoralization randomized placebo,LSA,Demoralization,indication,{compound} {entity} randomized placebo
disorder_02840,disorder,pair_core,LSA Demoralization treatment outcome,LSA,Demoralization,indication,{compound} {entity} treatment outcome
disorder_02841,disorder,pair_core,LSA Suicidal ideation clinical trial,LSA,Suicidal ideation,indication,{compound} {entity} clinical trial
disorder_02842,disorder,pair_core,LSA Suicidal ideation randomized placebo,LSA,Suicidal ideation,indication,{compound} {entity} randomized placebo
disorder_02843,disorder,pair_core,LSA Suicidal ideation treatment outcome,LSA,Suicidal ideation,indication,{compound} {entity} treatment outcome
disorder_02844,disorder,pair_core,LSA Cluster headache clinical trial,LSA,Cluster headache,indication,{compound} {entity} clinical trial
disorder_02845,disorder,pair_core,LSA Cluster headache randomized placebo,LSA,Cluster headache,indication,{compound} {entity} randomized placebo
disorder_02846,disorder,pair_core,LSA Cluster headache treatment outcome,LSA,Cluster headache,indication,{compound} {entity} treatment outcome
disorder_02847,disorder,pair_core,LSA Headache disorders clinical trial,LSA,Headache disorders,indication,{compound} {entity} clinical trial
