TRIAGE_BUCKET,HAS_ACTIVE_KG_FINDINGS,KG_FINDING_COUNT,RETAINED_FOR_EXTRACTION_CANDIDATE,PRESCREEN_RETAINED_FOR_EXTRACTION_CANDIDATE,SEARCH_TARGET_DOI,SEARCH_TARGET_TITLE,ACTION_CATEGORY,PRIORITY_TIER,PRIORITY_REASON,PAPER_TYPE,PUBLICATION_TYPE,SOURCE_FAMILY,CURRENT_STATE,WHY_IN_QUEUE,OLD_ARTIFACT_PROBLEM,EXACT_PDF_URLS_TO_TRY_FIRST,OTHER_CANDIDATE_URLS_REQUIRING_VALIDATION,PMCID_IF_ANY,PMC_LANDING_IF_ANY,DOI_LANDING
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,True,True,10.1007/s11920-024-01577-2,Therapeutic Potential of MDMA- and Psychedelic-Assisted Psychotherapy for Adolescent Depression and Trauma,manual_identity_mismatch,P1_existing_kg_or_curated_signal,retained_for_extraction_candidate | flag_in_curated_claims,review,review,secondary_literature,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,identity_mismatch,,,,,https://doi.org/10.1007/s11920-024-01577-2
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,True,True,10.1038/s41380-018-0256-5,"Double-blind, placebo-controlled, dose-ranging trial of intravenous ketamine as adjunctive therapy in treatment-resistant depression (TRD)",manual_main_article_not_correction,P1_existing_kg_or_curated_signal,retained_for_extraction_candidate | flag_in_curated_claims,primary,article,primary,quarantined_no_active_artifact,"Acquire the requested main article; do not accept its correction, corrigendum, or erratum as a substitute.",main_article_points_to_correction | correction_or_erratum,,https://www.nature.com/articles/s41380-018-0256-5.pdf | https://www.ncbi.nlm.nih.gov/pmc/articles/8329695,PMC6447473,https://pmc.ncbi.nlm.nih.gov/articles/PMC6447473/,https://doi.org/10.1038/s41380-018-0256-5
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,True,True,10.1038/s41591-022-01744-z,Increased global integration in the brain after psilocybin therapy for depression,manual_identity_mismatch,P1_existing_kg_or_curated_signal,retained_for_extraction_candidate | flag_in_curated_claims,primary,article,primary,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,identity_mismatch,,,,,https://doi.org/10.1038/s41591-022-01744-z
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,True,True,10.1192/j.eurpsy.2021.886,How effective are ketamine or esketamine in treatment-resistant depression?,manual_exact_item_from_proceedings,P1_existing_kg_or_curated_signal,retained_for_extraction_candidate | flag_in_curated_claims,meta_analysis,journal-article,secondary_literature,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",unsegmented_proceedings_container | proceedings_container,,https://europepmc.org/api/getPdf?pmcid=PMC9471430 | https://www.cambridge.org/core/services/aop-cambridge-core/content/view/40DE5F09C7C72D040F972B853B8B5041/S0924933821008865a.pdf/div-class-title-how-effective-are-ketamine-or-esketamine-in-treatment-resistant-depression-div.pdf | https://doi.org/10.1192/j.eurpsy.2021.886,PMC9471430,https://pmc.ncbi.nlm.nih.gov/articles/PMC9471430/,https://doi.org/10.1192/j.eurpsy.2021.886
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,True,True,10.1192/j.eurpsy.2023.613,Knocking on the Doors of Perception: the role of psilocybin in substance use disorder treatment.,manual_exact_item_from_proceedings,P1_existing_kg_or_curated_signal,retained_for_extraction_candidate | flag_in_curated_claims,systematic_review,journal-article,secondary_literature,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",unsegmented_proceedings_container | proceedings_container,,https://europepmc.org/api/getPdf?pmcid=PMC10596667 | https://pmc.ncbi.nlm.nih.gov/articles/PMC10596667/pdf/S0924933823006132a.pdf | https://www.cambridge.org/core/services/aop-cambridge-core/content/view/9FC27A82131F370140DB66E2EB766BC1/S0924933823006132a.pdf/div-class-title-knocking-on-the-doors-of-perception-the-role-of-psilocybin-in-substance-use-disorder-treatment-div.pdf | http://dx.doi.org/10.1192/j.eurpsy.2023.613,PMC10596667,https://pmc.ncbi.nlm.nih.gov/articles/PMC10596667/,https://doi.org/10.1192/j.eurpsy.2023.613
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,True,True,10.1192/j.eurpsy.2023.903,"A 28-Day, Randomized, Controlled, Single-Blind, Phase 2 Study in Treatment-Resistant Major Depressive Disorder (TRD) Patients Receiving Intranasal Esketamine Comparing Addition of Almond Therapy TM with Treatment-as-Usual (TAU)",manual_exact_item_from_proceedings,P1_existing_kg_or_curated_signal,retained_for_extraction_candidate | flag_in_curated_claims,primary,article,primary,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",target_text_with_conflicting_doi | unsegmented_proceedings_container | proceedings_container,,https://pmc.ncbi.nlm.nih.gov/articles/PMC10434349/pdf/S0924933823009033a.pdf | https://www.cambridge.org/core/services/aop-cambridge-core/content/view/BCA6A69ED1154178D48998E9B606A655/S0924933823009033a.pdf/div-class-title-a-28-day-randomized-controlled-single-blind-phase-2-study-in-treatment-resistant-major-depressive-disorder-trd-patients-receiving-intranasal-esketamine-comparing-addition-of-almond-therapy-tm-with-treatment-as-usual-tau-div.pdf | https://europepmc.org/api/getPdf?pmcid=PMC10434349,PMC10434349,https://pmc.ncbi.nlm.nih.gov/articles/PMC10434349/,https://doi.org/10.1192/j.eurpsy.2023.903
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,True,True,10.1192/j.eurpsy.2024.1806,Use of psychedelic treatments in psychiatric clinical practice: an EPA policy paper.,manual_exact_item_from_proceedings,P1_existing_kg_or_curated_signal,retained_for_extraction_candidate | flag_in_curated_claims,guideline,journal-article,secondary_literature,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",unsegmented_proceedings_container | proceedings_container,,https://europepmc.org/api/getPdf?pmcid=PMC11795445 | https://pmc.ncbi.nlm.nih.gov/articles/PMC11795445/pdf/S0924933824018066a.pdf | https://www.cambridge.org/core/services/aop-cambridge-core/content/view/340B7D729CF69904BB989B24FA0D60F7/S0924933824018066a.pdf/div-class-title-use-of-psychedelic-treatments-in-psychiatric-clinical-practice-an-epa-policy-paper-div.pdf | https://doi.org/10.1192/j.eurpsy.2024.1806,PMC11795445,https://pmc.ncbi.nlm.nih.gov/articles/PMC11795445/,https://doi.org/10.1192/j.eurpsy.2024.1806
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,True,True,10.1192/j.eurpsy.2025.1415,Pharmacological treatments for eating disorders – How far are we from new solutions?,manual_exact_item_from_proceedings,P1_existing_kg_or_curated_signal,retained_for_extraction_candidate | flag_in_curated_claims,literature_review,journal-article,secondary_literature,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",unsegmented_proceedings_container | proceedings_container,,https://europepmc.org/api/getPdf?pmcid=PMC12437053 | https://www.cambridge.org/core/services/aop-cambridge-core/content/view/158C428E1C120E336324D2BFAF0080D0/S0924933825014154a.pdf/div-class-title-pharmacological-treatments-for-eating-disorders-how-far-are-we-from-new-solutions-div.pdf | https://doi.org/10.1192/j.eurpsy.2025.1415,PMC12437053,https://pmc.ncbi.nlm.nih.gov/articles/PMC12437053/,https://doi.org/10.1192/j.eurpsy.2025.1415
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,True,True,10.1192/j.eurpsy.2025.2107,Psychoplastogens – a risk-benefit analysis and perspectives for future research,manual_exact_item_from_proceedings,P1_existing_kg_or_curated_signal,retained_for_extraction_candidate | flag_in_curated_claims,literature_review,article,secondary_literature,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",identity_mismatch | unsegmented_proceedings_container | proceedings_container,,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/FE6D349F0085DE3F279E3DDD69EA0068/S0924933825021078a.pdf/div-class-title-psychoplastogens-a-risk-benefit-analysis-and-perspectives-for-future-research-div.pdf | https://europepmc.org/api/getPdf?pmcid=PMC12420062,PMC12420062,https://pmc.ncbi.nlm.nih.gov/articles/PMC12420062/,https://doi.org/10.1192/j.eurpsy.2025.2107
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,True,True,10.1192/j.eurpsy.2025.857,Top-line Results from ESCAPE-LTE: An Open-Label Extension Study to Assess Long-term Safety of Esketamine Nasal Spray in Treatment Resistant Depression.,manual_exact_item_from_proceedings,P1_existing_kg_or_curated_signal,retained_for_extraction_candidate | flag_in_curated_claims,primary,journal-article,primary,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",unsegmented_proceedings_container | proceedings_container,,https://europepmc.org/api/getPdf?pmcid=PMC12438016 | https://www.cambridge.org/core/services/aop-cambridge-core/content/view/15B01BA81C1C95CB4E7D812511837634/S0924933825008570a.pdf/div-class-title-top-line-results-from-escape-lte-an-open-label-extension-study-to-assess-long-term-safety-of-esketamine-nasal-spray-in-treatment-resistant-depression-div.pdf | https://doi.org/10.1192/j.eurpsy.2025.857,PMC12438016,https://pmc.ncbi.nlm.nih.gov/articles/PMC12438016/,https://doi.org/10.1192/j.eurpsy.2025.857
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,True,True,10.17992/lbl.2022.09.706,The use of psilocybin for treatment-resistant depression,manual_identity_unverified,P1_existing_kg_or_curated_signal,retained_for_extraction_candidate | flag_in_curated_claims,review,review,secondary_literature,quarantined_no_active_artifact,Acquire an independently verifiable source because the prior artifact lacked sufficient document-level identity evidence.,identity_unverified,,,,,https://doi.org/10.17992/lbl.2022.09.706
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,True,True,10.1007/s00216-023-04556-3,Understanding ayahuasca effects in major depressive disorder treatment through in vitro metabolomics and bioinformatics,manual_identity_mismatch,P1_existing_kg_or_curated_signal,retained_for_extraction_candidate | flag_in_claim_stubs,primary,article,primary,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,identity_mismatch,,,,,https://doi.org/10.1007/s00216-023-04556-3
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,True,True,10.1007/s00228-021-03216-8,Use of ketamine and esketamine for depression: an overview of systematic reviews with meta-analyses,manual_replace_wrong_or_ancillary_document,P1_existing_kg_or_curated_signal,retained_for_extraction_candidate | flag_in_claim_stubs,umbrella_review,review,secondary_literature,quarantined_no_active_artifact,"Acquire the main requested record and reject supplements, checklists, manuals, review forms, or unrelated documents.",identity_unverified | no_header_wrong_or_ancillary,,,,,https://doi.org/10.1007/s00228-021-03216-8
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,True,True,10.1007/s00228-023-03605-1,A systematic review and meta-analysis of the efficacy of ketamine and esketamine on suicidal ideation in treatment-resistant depression,manual_identity_mismatch,P1_existing_kg_or_curated_signal,retained_for_extraction_candidate | flag_in_claim_stubs,meta_analysis,review,secondary_literature,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,identity_mismatch,,,,,https://doi.org/10.1007/s00228-023-03605-1
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,True,True,10.1007/s00406-024-01920-x,Efficacy of racemic ketamine or esketamine monotherapy for reducing suicidal ideation in uni- or bipolar depression: a systematic review and meta-analysis,manual_identity_mismatch,P1_existing_kg_or_curated_signal,retained_for_extraction_candidate | flag_in_claim_stubs,meta_analysis,review,secondary_literature,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,identity_mismatch,,,,,https://doi.org/10.1007/s00406-024-01920-x
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,True,True,10.1007/s11916-023-01150-1,"Ketamine for Chronic Pain and Mental Health: Regulations, Legalities, and the Growth of Infusion Clinics",manual_identity_mismatch,P1_existing_kg_or_curated_signal,retained_for_extraction_candidate | flag_in_claim_stubs,review,review,secondary_literature,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,identity_mismatch,,,,,https://doi.org/10.1007/s11916-023-01150-1
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,True,True,10.1007/s11916-025-01437-5,Efficacy of Ketamine Infusion for Treatment of Opioid Use Disorder in Patients with Chronic Pain: a Narrative Review,manual_identity_mismatch,P1_existing_kg_or_curated_signal,retained_for_extraction_candidate | flag_in_claim_stubs,narrative_review,article,secondary_literature,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,identity_mismatch,,,,,https://doi.org/10.1007/s11916-025-01437-5
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,True,True,10.1007/s12325-025-03149-z,"A Real-World Study on the Use, Effectiveness, and Safety of Esketamine Nasal Spray in Patients with Treatment-Resistant Depression: INTEGRATE Study",manual_identity_mismatch,P1_existing_kg_or_curated_signal,retained_for_extraction_candidate | flag_in_claim_stubs,primary,article,primary,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,identity_mismatch,,,,,https://doi.org/10.1007/s12325-025-03149-z
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,True,True,10.1007/s12630-025-03031-0,Prospective preference assessment for the Ecstasy for Alleviating Severe Chronic Neuropathic Pain (EASE-Pain) trial,manual_identity_mismatch,P1_existing_kg_or_curated_signal,retained_for_extraction_candidate | flag_in_claim_stubs,primary,article,primary,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,identity_mismatch,,,,,https://doi.org/10.1007/s12630-025-03031-0
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,True,True,10.1007/s40261-022-01193-z,Efficacy and Safety of Subcutaneous Esketamine in the Treatment of Suicidality in Major Depressive Disorder and Bipolar Depression,manual_identity_mismatch,P1_existing_kg_or_curated_signal,retained_for_extraction_candidate | flag_in_claim_stubs,primary,article,primary,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,identity_mismatch,,,,,https://doi.org/10.1007/s40261-022-01193-z
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,True,True,10.1007/s40263-021-00877-y,Molecular Mechanisms of Psilocybin and Implications for the Treatment of Depression,manual_identity_mismatch,P1_existing_kg_or_curated_signal,retained_for_extraction_candidate | flag_in_claim_stubs,review,review,secondary_literature,quarantined_no_active_artifact,Acquire a replacement because the quarantined artifact belongs to a different document.,identity_mismatch,,,,,https://doi.org/10.1007/s40263-021-00877-y
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,True,True,10.1016/j.jpain.2016.01.394,(417) Oral ketamine for chronic pain: a 32-subject placebo-controlled trial in patients on chronic opioids.,manual_identity_unverified,P1_existing_kg_or_curated_signal,retained_for_extraction_candidate | flag_in_claim_stubs,primary,JournalArticle | Review,primary,quarantined_no_active_artifact,Acquire an independently verifiable source because the prior artifact lacked sufficient document-level identity evidence.,identity_unverified,,,,,https://doi.org/10.1016/j.jpain.2016.01.394
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,True,True,10.1136/rapm-2024-esra.582,G33 Psychedelic drugs for the treatment of chronic pain: is ketamine included?,manual_exact_item_from_proceedings,P1_existing_kg_or_curated_signal,retained_for_extraction_candidate | flag_in_claim_stubs,review,article,secondary_literature,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",identity_mismatch | unsegmented_proceedings_container | proceedings_container,,,,,https://doi.org/10.1136/rapm-2024-esra.582
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,True,True,10.1192/j.eurpsy.2021.1290,Psychedelics: A new era of treatment?,manual_exact_item_from_proceedings,P1_existing_kg_or_curated_signal,retained_for_extraction_candidate | flag_in_claim_stubs,literature_review,journal-article,secondary_literature,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",unsegmented_proceedings_container | proceedings_container,,https://europepmc.org/api/getPdf?pmcid=PMC9475866 | https://www.cambridge.org/core/services/aop-cambridge-core/content/view/894684647F06746073BEC797DDED310E/S0924933821012906a.pdf/div-class-title-psychedelics-a-new-era-of-treatment-div.pdf | https://doi.org/10.1192/j.eurpsy.2021.1290,PMC9475866,https://pmc.ncbi.nlm.nih.gov/articles/PMC9475866/,https://doi.org/10.1192/j.eurpsy.2021.1290
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,True,True,10.1192/j.eurpsy.2022.1879,The cognitive effects of esketamine: what do we know so far?,manual_exact_item_from_proceedings,P1_existing_kg_or_curated_signal,retained_for_extraction_candidate | flag_in_claim_stubs,review,journal-article,secondary_literature,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",unsegmented_proceedings_container | proceedings_container,,https://europepmc.org/api/getPdf?pmcid=PMC9567705 | https://www.cambridge.org/core/services/aop-cambridge-core/content/view/61A7318A065C0EE7D2612A74C93226CC/S092493382201879Xa.pdf/div-class-title-the-cognitive-effects-of-esketamine-what-do-we-know-so-far-div.pdf | https://doi.org/10.1192/j.eurpsy.2022.1879,PMC9567705,https://pmc.ncbi.nlm.nih.gov/articles/PMC9567705/,https://doi.org/10.1192/j.eurpsy.2022.1879
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,True,True,10.1192/j.eurpsy.2025.350,Response to Ketamine Therapy in Anxious and Non-Anxious Major Depressive Disorder: A Meta-Analysis of Clinical Trials.,manual_exact_item_from_proceedings,P1_existing_kg_or_curated_signal,retained_for_extraction_candidate | flag_in_claim_stubs,meta_analysis,journal-article,secondary_literature,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",unsegmented_proceedings_container | proceedings_container,,https://europepmc.org/api/getPdf?pmcid=PMC12437854 | https://www.cambridge.org/core/services/aop-cambridge-core/content/view/FE416A520FA70873D187661ED5691F4C/S0924933825003505a.pdf/div-class-title-response-to-ketamine-therapy-in-anxious-and-non-anxious-major-depressive-disorder-a-meta-analysis-of-clinical-trials-div.pdf | https://doi.org/10.1192/j.eurpsy.2025.350,PMC12437854,https://pmc.ncbi.nlm.nih.gov/articles/PMC12437854/,https://doi.org/10.1192/j.eurpsy.2025.350
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,True,True,10.1192/j.eurpsy.2025.466,Is there a risk of addiction to ketamine during the treatment of depression? A systematic review of available literature,manual_exact_item_from_proceedings,P1_existing_kg_or_curated_signal,retained_for_extraction_candidate | flag_in_claim_stubs,systematic_review,article,secondary_literature,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",identity_mismatch | unsegmented_proceedings_container | proceedings_container,,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/F5A76A1F668F8187D7874D1044CA27F6/S0924933825004663a.pdf/div-class-title-is-there-a-risk-of-addiction-to-ketamine-during-the-treatment-of-depression-a-systematic-review-of-available-literature-div.pdf | https://europepmc.org/api/getPdf?pmcid=PMC12437373,PMC12437373,https://pmc.ncbi.nlm.nih.gov/articles/PMC12437373/,https://doi.org/10.1192/j.eurpsy.2025.466
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,True,True,10.1192/j.eurpsy.2025.710,"Reconsidering evidence for psychedelic-induced psychosis: An overview of reviews, a systematic review, and meta-analysis of human studies.",manual_exact_item_from_proceedings,P1_existing_kg_or_curated_signal,retained_for_extraction_candidate | flag_in_claim_stubs,meta_analysis,journal-article,secondary_literature,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",unsegmented_proceedings_container | proceedings_container,,https://europepmc.org/api/getPdf?pmcid=PMC12437106 | https://www.cambridge.org/core/services/aop-cambridge-core/content/view/639BCF1D0B28F1D5DA839FF4245338DD/S0924933825007102a.pdf/div-class-title-reconsidering-evidence-for-psychedelic-induced-psychosis-an-overview-of-reviews-a-systematic-review-and-meta-analysis-of-human-studies-div.pdf | https://doi.org/10.1192/j.eurpsy.2025.710,PMC12437106,https://pmc.ncbi.nlm.nih.gov/articles/PMC12437106/,https://doi.org/10.1192/j.eurpsy.2025.710
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,False,False,10.1093/ijnp/pyaf052.093,631. PSILOCYBIN AND KETANSERIN VS RTMS IN TREATMENT-RESISTANT DEPRESSION: ENHANCING TOLERABILITY BY MITIGATING PSYCHEDELIC EFFECTS,manual_exact_item_from_proceedings,P1_existing_kg_or_curated_signal,flag_in_curated_claims | flag_in_claim_stubs,journal-article,journal-article,unknown,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",unsegmented_proceedings_container | proceedings_container,,https://europepmc.org/api/getPdf?pmcid=PMC12359594 | https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_pdf/16/f5/pyaf052.093.PMC12359594.pdf | https://doi.org/10.1093/ijnp/pyaf052.093,PMC12359594,https://pmc.ncbi.nlm.nih.gov/articles/PMC12359594/,https://doi.org/10.1093/ijnp/pyaf052.093
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,False,True,10.1093/ijnp/pyae059.087,NEW DEVELOPMENTS IN THE MULTI-OMICS PREDICTION OF TREATMENT RESPONSE PREDICTION IN PSYCHIATRY,manual_exact_item_from_proceedings,P1_existing_kg_or_curated_signal,flag_in_curated_claims,other_non_primary,article,non_primary_publication,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",target_text_with_conflicting_doi | unsegmented_proceedings_container | proceedings_container,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11814801/pdf/pyae059.087.pdf | https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_pdf/6d/b9/pyae059.087.PMC11814801.pdf | https://europepmc.org/api/getPdf?pmcid=PMC11814801,PMC11814801,https://pmc.ncbi.nlm.nih.gov/articles/PMC11814801/,https://doi.org/10.1093/ijnp/pyae059.087
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,False,True,10.1093/ijnp/pyae059.135,ADIPONECTIN ELICITS RAPID-ANTIDEPRESSANT EFFECTS IN CHRONICALLY STRESSED MICE IN ASSOCIATION WITH INCREASED GLUTAMATERGIC ACTIVITY IN THE MPFC,manual_exact_item_from_proceedings,P1_existing_kg_or_curated_signal,flag_in_curated_claims,primary,article,primary,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",target_text_with_conflicting_doi | unsegmented_proceedings_container | proceedings_container,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11815178/pdf/pyae059.135.pdf | https://doi.org/10.1093/ijnp/pyae059.135 | https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_pdf/26/49/pyae059.135.PMC11815178.pdf | https://europepmc.org/api/getPdf?pmcid=PMC11815178,PMC11815178,https://pmc.ncbi.nlm.nih.gov/articles/PMC11815178/,https://doi.org/10.1093/ijnp/pyae059.135
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,False,False,10.1093/ijnp/pyae059.247,CURRENT POST-TRAUMATIC STRESS-RELATED SYMPTOMS AND DEPRESSION OUTCOMES FROM REPETITIVE TRANSCRANIAL MAGNETIC STIMULATION IN CIVILIANS,manual_exact_item_from_proceedings,P1_existing_kg_or_curated_signal,flag_in_curated_claims,journal-article,journal-article,unknown,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",unsegmented_proceedings_container | proceedings_container,,https://europepmc.org/api/getPdf?pmcid=PMC11815267 | https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_pdf/58/f6/pyae059.247.PMC11815267.pdf | https://pmc.ncbi.nlm.nih.gov/articles/PMC11815267/pdf/pyae059.247.pdf | https://doi.org/10.1093/ijnp/pyae059.247,PMC11815267,https://pmc.ncbi.nlm.nih.gov/articles/PMC11815267/,https://doi.org/10.1093/ijnp/pyae059.247
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,False,True,10.1093/ijnp/pyae059.336,PREVALENCE AND BURDEN OF ANHEDONIA IN KOREAN PATIENTS WITH MAJOR DEPRESSIVE DISORDER,manual_exact_item_from_proceedings,P1_existing_kg_or_curated_signal,flag_in_curated_claims,primary,article,primary,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",target_text_with_conflicting_doi | unsegmented_proceedings_container | proceedings_container,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11814912/pdf/pyae059.336.pdf | https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_pdf/95/e2/pyae059.336.PMC11814912.pdf | https://europepmc.org/api/getPdf?pmcid=PMC11814912,PMC11814912,https://pmc.ncbi.nlm.nih.gov/articles/PMC11814912/,https://doi.org/10.1093/ijnp/pyae059.336
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,False,False,10.1093/ijnp/pyae059.605,A PRELIMINARY EXAMINATION ON TREATMENT EFFECTIVENESS OF AUGMENTATION WITH ATTENTION DEFICIT HYPERACTIVITY DISORDER (ADHD) AGENTS IN PATIENTS WITH OBSESSIVE-COMPULSIVE DISORDER AND COMORBID ADHD,manual_exact_item_from_proceedings,P1_existing_kg_or_curated_signal,flag_in_curated_claims,journal-article,journal-article,unknown,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",unsegmented_proceedings_container | proceedings_container,,https://europepmc.org/api/getPdf?pmcid=PMC11815247 | https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_pdf/7c/5b/pyae059.605.PMC11815247.pdf | https://pmc.ncbi.nlm.nih.gov/articles/PMC11815247/pdf/pyae059.605.pdf | https://doi.org/10.1093/ijnp/pyae059.605,PMC11815247,https://pmc.ncbi.nlm.nih.gov/articles/PMC11815247/,https://doi.org/10.1093/ijnp/pyae059.605
B_curated_or_claim_stub_signal_no_active_kg_claims,False,0,False,True,10.1093/ijnp/pyae059.626,"REMARKABLE EFFICACY OF EVENAMIDE, A GLUTAMATE ANTAGONIST, AS AN ADD-ON TO ANTIPSYCHOTICS IN PATIENTS WITH TREATMENT RESISTANT SCHIZOPHRENIA (TRS): RESULTS FROM A ONE-YEAR, OPEN- LABEL, DOSE-COMPARATIVE, RANDOMIZED, TREATMENT TRIAL",manual_exact_item_from_proceedings,P1_existing_kg_or_curated_signal,flag_in_curated_claims,primary,journal-article,primary,quarantined_no_active_artifact,"Retain the search record, but acquire an item-specific PDF/JATS record or slice the exact DOI/title item from the proceedings container.",unsegmented_proceedings_container | proceedings_container,,https://europepmc.org/api/getPdf?pmcid=PMC11814610 | https://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_pdf/94/96/pyae059.626.PMC11814610.pdf | https://pmc.ncbi.nlm.nih.gov/articles/PMC11814610/pdf/pyae059.626.pdf | https://doi.org/10.1093/ijnp/pyae059.626,PMC11814610,https://pmc.ncbi.nlm.nih.gov/articles/PMC11814610/,https://doi.org/10.1093/ijnp/pyae059.626
