doi,classification,relation_or_failure_subtype,confidence,requested_title,identity_status,identity_basis,document_doi,document_title,title_similarity_header,title_coverage_front,target_title_score_full_artifact,target_title_exact_in_artifact,target_doi_literal_in_artifact,best_backend,fulltext_source,artifact_path,artifact_pdf_path,artifact_pdf_exists,current_candidate_pdf_path,current_candidate_pdf_exists,manual_import_reports,local_correct_text_status,exact_doi_pmcid,direct_xml_availability,openalex_is_oa,openalex_pdf_url,openalex_landing_url,remote_correct_text_status,current_kg_finding_count,repair_method,availability_caveat
10.21275/v5i2.nov161215,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,A Placebo Controlled Trial to Evaluate Effectivity of Pain Relief Using Ketamine with Epidural Steroids for Chronic Low Back Pain,identity_unverified,insufficient document-level identifier or title evidence,,,,0.0,0.0,False,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_21275_v5i2_nov161215.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.21275_v5i2.nov161215__d7d207c706.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.21275_v5i2.nov161215__d7d207c706.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.2196/41013,no_header_wrong_or_ancillary,ancillary_file_instead_of_main_article,high,"Neural Correlates of the DEEPP (Anti-suicidal Response to Ketamine in Treatment-Resistant Bipolar Depression) Study: Protocol for a Pilot, Open-Label Clinical Trial.",identity_unverified,insufficient document-level identifier or title evidence,,SPIRIT 2013 Checklist: Recommended items to address in a clinical trial protocol and related documents* Section/item Item No Description,0.2326,0.2353,0.25,False,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_2196_41013.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.2196_41013__dfb8c16f63.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.2196_41013__dfb8c16f63.pdf,True,,main_article_not_available_in_current_artifact,PMC9919457,,True,https://jmir.org/api/download?alt_name=resprot_v12i1e41013_app2.pdf&filename=9b6647ce62e34e3f00e40f23bcaccc56.pdf,https://doi.org/10.2196/41013,exact_pmc_record_available_xml_needs_probe,0,Quarantine ancillary file as non-main text. Fetch exact JATS or DOI/title-validated publisher article; retain supplement separately only as context; abstract fallback if unavailable.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.2196/preprints.12125,benign_conflict,preprint_repository_version,high,Safety of Intranasal Ketamine for Reducing Uncontrolled Cancer-Related Pain: Protocol of a Phase I/II Clinical Trial (Preprint),target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.2196/12125,Safety of Intranasal Ketamine for Reducing Uncontrolled Cancer-Related Pain: Protocol of a Phase I/II Clinical Trial,0.9547,0.9231,0.9167,False,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_2196_preprints_12125.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.2196_preprints.12125__864a4d1f91.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.2196_preprints.12125__864a4d1f91.pdf,True,,correct_content_available_locally,,,False,,,no_open_fulltext_signal_found,0,Keep local text; register explicit preprint/repository-to-published relation and choose canonical display DOI; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.22215/etd/2022-15044,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,Psychedelic Architectures: Expanding Universal Care with the Integration of Plural Psychedelic Health Spaces,identity_unverified,insufficient document-level identifier or title evidence,,,,1.0,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_22215_etd_2022_15044.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.22215_etd_2022-15044__56926bbdf0.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.22215_etd_2022-15044__56926bbdf0.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.22374/jmhan.v4i1.40,no_header_wrong_or_ancillary,wrong_unrelated_document,high,Emerging Psychedelic-Assisted Therapies: Implications for Nursing Practice,identity_unverified,insufficient document-level identifier or title evidence,,Designing for DTG: Prep School File Type,0.2982,0.0,0.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_22374_jmhan_v4i1_40.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.22374_jmhan.v4i1.40__53dbf73653.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.22374_jmhan.v4i1.40__53dbf73653.pdf,True,,main_article_not_available_in_current_artifact,,,True,http://jmhan.org/index.php/JMHAN/article/download/40/43,https://doi.org/10.22374/jmhan.v4i1.40,oa_pdf_signal_requires_identity_validation,0,Quarantine wrong artifact/PDF. Reacquire from exact DOI with front-page DOI/title validation; otherwise use canonical abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.22541/au.170019739.91075425/v1,ambiguous_non_pmc_conflict,unresolved_version_or_nested_document,needs_manual_review,Wood-loving magic mushrooms from Australia are saprotrophic invaders in the northern hemisphere,identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.3114/fuse.2024.14.14,,,0.8,0.7778,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_22541_au_170019739_91075425_v1.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.22541_au.170019739.91075425_v1__fbc5d6c84b.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.22541_au.170019739.91075425_v1__fbc5d6c84b.pdf,True,,uncertain_quarantine,,,True,https://www.authorea.com/doi/pdf/10.22541/au.170019739.91075425,https://doi.org/10.22541/au.170019739.91075425/v1,oa_pdf_signal_requires_identity_validation,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.24108/preprints-3114287,unresolved_non_pmc_artifact,conflicting_doi_target_text_present,high,New Serotonergics with High Intracellular Bioavailability as Potentially Neuroplastic and Geroprotective Agents,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.5281/zenodo.18216431,New Serotonergics with High Intracellular Bioavailability as Potentially Neuroplastic and Geroprotective Agents,1.0,1.0,1.0,True,False,docling,mechanistic,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_24108_preprints_3114287.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.24108_preprints-3114287__dd9bda368b.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.24108_preprints-3114287__dd9bda368b.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,6,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.25040/ntsh2024.01.07,benign_conflict,doi_parse_truncation_or_suffix,high,"POST-TRAUMATIC STRESS DISORDER, INSOMNIA, HEART RATE VARIABILITY AND METABOLIC SYNDROME (NARRATIVE REVIEW)",target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.25040/ntsh,"POST-TRAUMATIC STRESS DISORDER, INSOMNIA, HEART RATE VARIABILITY AND METABOLIC SYNDROME (NARRATIVE REVIEW)",1.0,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_25040_ntsh2024_01_07.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.25040_ntsh2024.01.07__7600c3c01e.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.25040_ntsh2024.01.07__7600c3c01e.pdf,True,,correct_content_available_locally,,,True,https://mspsss.org.ua/index.php/journal/article/download/976/702,https://doi.org/10.25040/ntsh2024.01.07,oa_pdf_signal_requires_identity_validation,0,Keep local text; correct TEI/GROBID DOI parsing and store the requested DOI as document identity; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.25560/55900,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,The psychological and human brain effects of music in combination with psychedelic drugs,identity_unverified,insufficient document-level identifier or title evidence,,,,1.0,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_25560_55900.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.25560_55900__e535c5b7ef.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.25560_55900__e535c5b7ef.pdf,True,manual_pdf_import_report_after_direct_clicklike_20260618.json,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.26686/tvwc-80bg,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,Microdosing Psychedelics for Cognitive Enhancement: A Naturalistic Exploration of User Experiences,identity_unverified,insufficient document-level identifier or title evidence,,,,0.75,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_26686_tvwc_80bg.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.26686_tvwc-80bg__d8075759c9.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.26686_tvwc-80bg__d8075759c9.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.26686/wgtn.16969075.v1,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,Tolerance to the Behavioural and Neurochemical Effects of MDMA Following Repeated Exposure,identity_unverified,insufficient document-level identifier or title evidence,,"EFFECTS OF 5-HT 2C RECEPTOR ANTAGONIST PRETREATMENT ON MDMA, M-CPP AND",0.225,1.0,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_26686_wgtn_16969075_v1.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.26686_wgtn.16969075.v1__c19e06337f.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.26686_wgtn.16969075.v1__c19e06337f.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.26686/wgtn.16969174,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,The role of Dopamine in the Sensitised Locomotor Activating Effects of Methylenedioxymethamphetamine (MDMA) in Rats,identity_unverified,insufficient document-level identifier or title evidence,,EXPERIMENT 3: CHANGES IN POTENCY OF REINFORCEMENT OF MDMA AS MEASURED IN THE SELF-ADMINISTRATION PARADIGM FOLLOWING REPEATED INTERMITTENT EXPOSURE TO MDMA 95,0.3824,1.0,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_26686_wgtn_16969174.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.26686_wgtn.16969174__6b7baadf72.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.26686_wgtn.16969174__6b7baadf72.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.26686/wgtn.17008309,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,The Role of Serotonin in MDMA Self-administration in Rats,identity_unverified,insufficient document-level identifier or title evidence,,,,1.0,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_26686_wgtn_17008309.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.26686_wgtn.17008309__5b21c703fc.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.26686_wgtn.17008309__5b21c703fc.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.26686/wgtn.17011409.v1,ambiguous_non_pmc_conflict,unresolved_version_or_nested_document,needs_manual_review,Behavioural Pharmacology of Novel Kappa Opioid Compounds,identity_mismatch,document DOI differs and title evidence does not support the requested paper,10.1016/j.pbb.2009.09.002,,,1.0,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_26686_wgtn_17011409_v1.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.26686_wgtn.17011409.v1__28336a655c.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.26686_wgtn.17011409.v1__28336a655c.pdf,True,,uncertain_quarantine,,,True,https://openaccess.wgtn.ac.nz/articles/thesis/Behavioural_Pharmacology_of_Novel_Kappa_Opioid_Compounds/17011409/1/files/31465910.pdf,https://figshare.com/articles/thesis/Behavioural_Pharmacology_of_Novel_Kappa_Opioid_Compounds/17011409,oa_pdf_signal_requires_identity_validation,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.26686/wgtn.17013914,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,Kappa Opioid Receptor Agonists: New Targets In The Treatment Of Pain,identity_unverified,insufficient document-level identifier or title evidence,,,,1.0,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_26686_wgtn_17013914.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.26686_wgtn.17013914__4a5d360b90.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.26686_wgtn.17013914__4a5d360b90.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.26686/wgtn.17014775.v1,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,The role of 5-HT1A and 5-HT1B receptors in MDMA self-administration,identity_unverified,insufficient document-level identifier or title evidence,,,,0.7143,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_26686_wgtn_17014775_v1.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.26686_wgtn.17014775.v1__cfa3ac91bb.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.26686_wgtn.17014775.v1__cfa3ac91bb.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.26686/wgtn.17068457,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,ΔFosB: A Molecular Mechanism of MDMA Dependence,identity_unverified,insufficient document-level identifier or title evidence,,Table of Contents,0.2812,0.8,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_26686_wgtn_17068457.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.26686_wgtn.17068457__0c14092d23.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.26686_wgtn.17068457__0c14092d23.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.26686/wgtn.17148113,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,Investigating the anti-cocaine effects of novel kappa opioid receptor agonists: Behavioural and cellular actions of Salvinorin A analogues,identity_unverified,insufficient document-level identifier or title evidence,,,,0.9231,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_26686_wgtn_17148113.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.26686_wgtn.17148113__a76324230b.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.26686_wgtn.17148113__a76324230b.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.26686/wgtn.19579795,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,The Therapeutic Efficacy of Psilocybin in a Preclinical Model of Depressive- and Anxiety-Like Symptomology,identity_unverified,insufficient document-level identifier or title evidence,,,,1.0,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_26686_wgtn_19579795.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.26686_wgtn.19579795__1d8ba36d9b.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.26686_wgtn.19579795__1d8ba36d9b.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.26686/wgtn.24225145,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,Ibogaine as a Treatment For Alcohol Use Disorder: a Preclinical Investigation,identity_unverified,insufficient document-level identifier or title evidence,,,,0.8571,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_26686_wgtn_24225145.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.26686_wgtn.24225145__0d9870bf45.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.26686_wgtn.24225145__0d9870bf45.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31219/osf.io/pw8sm,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,Naturalistic use of psychedelics does not modulate processing of self-related stimuli (but it might modulate attentional mechanisms): an event-related potentials study comparing non-users and experienced users of classic psychedelics,identity_unverified,insufficient document-level identifier or title evidence,,Naturalistic use of psychedelics does not modulate processing of self-related stimuli (but it might modulate attentional mechanisms): an event-related potentials study,0.835,0.9524,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31219_osf_io_pw8sm.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31219_osf.io_pw8sm__fdad1377d0.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31219_osf.io_pw8sm__fdad1377d0.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31219/osf.io/qpx2z,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,Setting the Stage for the Inner Journey: Unraveling the Interplay of Contextual Factors and the Intensity of Ego-Dissolution in Naturalistic Psychedelic Experiences,identity_unverified,insufficient document-level identifier or title evidence,,Setting the Stage for the Inner Journey: Unraveling the Interplay of Contextual Factors and the Intensity of Psychedelic-induced Ego Dissolution,0.8571,1.0,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31219_osf_io_qpx2z.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31219_osf.io_qpx2z__cb1eee036c.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31219_osf.io_qpx2z__cb1eee036c.pdf,True,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31219/osf.io/qpx2z_v3,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,Setting the Stage for the Inner Journey: Unraveling the Interplay of Contextual Factors and the Intensity of Ego-Dissolution in Naturalistic Psychedelic Experiences,identity_unverified,insufficient document-level identifier or title evidence,,Setting the Stage for the Inner Journey: Unraveling the Interplay of Contextual Factors and the Intensity of Psychedelic-induced Ego Dissolution,0.8571,1.0,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31219_osf_io_qpx2z_v3.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31219_osf.io_qpx2z_v3__ec7392f492.pdf,True,,False,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.31219/osf.io/ujtpf_v2,unresolved_non_pmc_artifact,insufficient_identifier_or_title_evidence,high,Unmasking bias and MDMA-assisted therapy,identity_unverified,insufficient document-level identifier or title evidence,,Too big to fail? Comparing effect sizes of MDMA assisted therapy to unmasking bias,0.4918,1.0,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_31219_osf_io_ujtpf_v2.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.31219_osf.io_ujtpf_v2__d325243c4b.pdf,True,,False,,uncertain_quarantine,,,False,,,no_open_fulltext_signal_found,0,Quarantine pending manual identity resolution. Confirm explicit version/alias relation and first-page title/DOI; otherwise reacquire exact article or use abstract.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
