finding_id,study_doi,compound,entity_label,domain,evidence_type,entity_role,support,outcome_measure,population,study_design,graph_admission_status,kg_entity_kind_override,paper_type,endpoint_label_source,graph_overview_subjects_json,graph_parent_label,proposition_group_id,assessment,matching_edge_in_active_bootstrap,category,proposed_destination,rationale,assessment_basis,rules
finding:3babcde6bb44785ace,10.1080/09540261.2018.1482261,LSD,Distress associated with life-threatening disease,clinical_outcome,secondary_literature,condition,"Historical open-label trials suggest that LSD-based psychedelic therapy may improve cancer-related depression, anxiety, and fear of death.",,,,main_graph,condition_indication,systematic_review,,"[{""kind"": ""atomic_compound"", ""label"": ""LSD"", ""reason"": ""controlled_atomic_compound""}]",,proposition:de472294bd7290b5f6,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:2fb92ed215ca742b46,10.1080/10826084.2025.2604213,Ibogaine,Opioid use disorder,clinical_outcome,secondary_literature,condition,"Ibogaine is being investigated as a candidate for the treatment of opioid dependence, though further study is required to confirm efficacy and safety.",,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ibogaine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:f38ffff5ff36e4faf9,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:90e6680f5aa2034110,10.1080/14740338.2022.2049754,Ketamine,Treatment-resistant depression,clinical_outcome,secondary_literature,condition,"The review compares the safety, efficacy, and tolerability of ketamine and electroconvulsive therapy (ECT) as interventions for treatment-resistant depression.",,,,main_graph,condition_indication,narrative_review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:e7b86809e5d9b3410a,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:1f63114f77e1fb7dd3,10.1089/psymed.2023.0051,Psilocybin,Bipolar I disorder,clinical_outcome,secondary_literature,condition,Risk of adverse events from psilocybin is hypothesized to be higher for individuals with a first-degree relative with Bipolar I Disorder (BD1) compared to those with a second-degree relative or a relative with Bipolar II Disorder (BD2).,,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""Psilocybin"", ""reason"": ""controlled_atomic_compound""}]",,proposition:16edc9987a6b2f1712,high_confidence_semantic_misclassification,True,safety_in_conditions,Safety; cognitive findings may also support Cognition,"The reported endpoint is adverse events, safety/tolerability, risk, or absence of harm. A patient diagnosis or treatment setting has been promoted as the outcome. Preserve null safety results and distinguish transient effects from clinical harm.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_safety']
finding:26b835dad56a8c1999,10.1093/ijnp/pyab023,S-ketamine,Bipolar depression,clinical_outcome,secondary_literature,condition,"There is a lack of evidence regarding the efficacy and safety of intranasal esketamine specifically for bipolar depression, as current data is limited to the racemic IV formulation.",,,,main_graph,condition_indication,systematic_review,,"[{""kind"": ""atomic_compound"", ""label"": ""S-ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:32626d1f4c7c150b71,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:201d39766ba2635d97,10.1093/schbul/sbad094,MDMA,Schizophrenia,clinical_outcome,secondary_literature,condition,"MDMA reliably enhances social approach motivation and reduces social avoidance motivation in healthy volunteers, suggesting potential utility for asociality in schizophrenia.",,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""MDMA"", ""reason"": ""controlled_atomic_compound""}]",,proposition:83e9da4559ee20aeb2,not_confirmed_by_this_audit,True,,,,,['condition_context']
finding:399e47303d76dd46c8,10.1097/fbp.0000000000000459,MDMA,Post-traumatic stress disorder,clinical_outcome,secondary_literature,condition,MDMA may ameliorate PTSD symptoms by facilitating the learning of safety signals through 5-HT2A receptors and by inducing receptor downregulation to reverse stress-induced neuroadaptations.,,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""MDMA"", ""reason"": ""controlled_atomic_compound""}]",,proposition:8094cfea504621dde0,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:3ce419829ad8fe59b2,10.1097/hrp.0000000000000330,Ketamine,Obsessive-compulsive disorder,clinical_outcome,secondary_literature,condition,Ketamine is reported to have good tolerability when used for OCD.,,,,main_graph,condition_indication,systematic_review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:36147dc1e83c365d28,high_confidence_semantic_misclassification,True,safety_in_conditions,Safety; cognitive findings may also support Cognition,"The reported endpoint is adverse events, safety/tolerability, risk, or absence of harm. A patient diagnosis or treatment setting has been promoted as the outcome. Preserve null safety results and distinguish transient effects from clinical harm.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_safety']
finding:3678d420935cfae889,10.1097/jcma.0000000000001150,Psychedelics (broad or mixed),Autism spectrum disorder,clinical_outcome,secondary_literature,condition,There is a critical lack of randomized controlled trials investigating the safety and efficacy of psychedelics specifically for core autism symptoms and for autistic individuals at high risk of suicide.,,,,main_graph,condition_indication,systematic_review,,"[{""kind"": ""compound_class"", ""label"": ""Psychedelics (broad or mixed)"", ""reason"": ""controlled_broad_psychedelic_class""}]",,proposition:d80f8018fc15503334,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:5626ab5634b0ff689e,10.1108/17459265200400033,Ibogaine,Substance use disorder,clinical_outcome,secondary_literature,condition,"Ibogaine is reported by some sources to have up to 90% effectiveness as a treatment for addictions, though these claims are contrasted by reports of severe safety risks.",,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ibogaine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:125628a56f46aa5c70,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:d1770a7328943c4cc6,10.1111/dom.16248,Ketamine,Insulin resistance,clinical_outcome,secondary_literature,condition,"In patients with insulin resistance, ketamine's effects on glucose metabolism, mitochondrial function, and oxidative stress are exacerbated.",,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:b9eda5d92347c330fa,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:3856138e8ffcc7cc19,10.1111/ejn.16421,Psilocybin,Major depressive disorder,clinical_outcome,secondary_literature,condition,"Psilocybin-assisted therapy demonstrates rapid and sustained reduction in depressive symptoms, showing comparable efficacy to escitalopram but with fewer side effects like sexual dysfunction.",,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""Psilocybin"", ""reason"": ""controlled_atomic_compound""}]",,proposition:8a452379d77ceaaecb,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:f19a361435336563aa,10.1155/2020/5798285,Ketamine,Traumatic brain injury,clinical_outcome,secondary_literature,condition,Ketamine demonstrates neuroprotective potential in traumatic brain injury (TBI) by inhibiting spreading depolarizations and reducing glutamate excitotoxicity.,,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:2a27f9f4575597cfa3,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:57a5331b7e263bf3ef,10.1177/0269881107077712,NMDA receptor antagonists,Schizophrenia,clinical_outcome,secondary_literature,condition,The review evaluates whether NMDA receptor antagonist models (ketamine and phencyclidine) accurately predict the clinical efficacy of novel antipsychotic drugs.,,,,main_graph,condition_indication,review,,"[{""kind"": ""compound_class"", ""label"": ""NMDA receptor antagonists"", ""reason"": ""controlled_compound_class""}]",,proposition:fe340f20d8768e470e,high_confidence_semantic_misclassification,True,disease_model_in_conditions,Cognition / psychotomimetic effects,"Statement describes reproducing disease-like phenomena or validating a disease model, not treating the disease.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_safety']
finding:341eef6255171aca73,10.1177/02698811241286771,Psilocybin,Post-traumatic stress disorder,clinical_outcome,secondary_literature,condition,"Psilocybin is a potential treatment option for PTSD, particularly for patients who find conventional therapies inaccessible, ineffective, or intolerable.",,,,main_graph,condition_indication,narrative_review,,"[{""kind"": ""atomic_compound"", ""label"": ""Psilocybin"", ""reason"": ""controlled_atomic_compound""}]",,proposition:7d235d7fc9ffae5a4a,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:68b7f4ad4de02c39ab,10.1177/20451253251392429,Ketamine,Treatment-resistant depression,clinical_outcome,secondary_literature,condition,Ketamine has been successfully repositioned from a psychotomimetic tool for modeling psychosis to a rapidly acting antidepressant for treatment-resistant depression.,,,,main_graph,condition_indication,narrative_review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:0b12af4e6141d3dee9,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:0e441c939ad6a4d25f,10.1186/s40337-024-01005-z,Psilocybin,Anorexia nervosa,clinical_outcome,secondary_literature,condition,"Early evidence suggests that psilocybin therapy is well-tolerated in individuals with anorexia nervosa, with adverse effect rates and severity similar to other clinical populations.",,,,main_graph,condition_indication,narrative_review,,"[{""kind"": ""atomic_compound"", ""label"": ""Psilocybin"", ""reason"": ""focal_compound_with_exposure_detail""}]",,proposition:388e2f14a0bf2a8c07,high_confidence_semantic_misclassification,True,safety_in_conditions,Safety; cognitive findings may also support Cognition,"The reported endpoint is adverse events, safety/tolerability, risk, or absence of harm. A patient diagnosis or treatment setting has been promoted as the outcome. Preserve null safety results and distinguish transient effects from clinical harm.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_safety']
finding:e6eb4f2adcae8f428b,10.1192/apt.bp.111.010041,MDMA,Post-traumatic stress disorder,clinical_outcome,secondary_literature,condition,MDMA-assisted psychotherapy shows promising signs of efficacy and safety for PTSD by reducing fear activation and increasing therapeutic trust.,,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""MDMA"", ""reason"": ""focal_compound_with_exposure_detail""}]",,proposition:ea587ffc462a028f0c,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:a995141f97985f85ed,10.1002/cpt.3478,Ketamine,Major depressive disorder,clinical_outcome,secondary_literature,condition,"Sub-anesthetic doses of ketamine show therapeutic potential for neuropsychiatric conditions including major depression, schizophrenia, and bipolar disorder by addressing glutamate excitotoxicity and oxidative stress.",,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:50cbc1f9501b299acc,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:c1b22a53be6380ae61,10.1002/da.22505,Ketamine,Major depressive disorder,clinical_outcome,secondary_literature,condition,Concurrent adjunctive use of ketamine during electroconvulsive therapy (ECT) does not show evidence of improved efficacy or tolerability for depression.,,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""focal_compound_with_exposure_detail""}]",,proposition:b9049556ab549518b3,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:6ecf17f82305ac1267,10.1002/erv.3039,Psilocybin,Anorexia nervosa,clinical_outcome,secondary_literature,condition,"Psilocybin is hypothesized to treat anorexia nervosa by promoting neuroplasticity and improving cognitive flexibility, with initial studies supporting its safety and tolerability.",,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""Psilocybin"", ""reason"": ""controlled_atomic_compound""}]",,proposition:91a528ea4d121c428d,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:4581c011888b6934b0,10.1002/hup.2824,MDMA,Social anxiety disorder,clinical_outcome,secondary_literature,condition,MDMA-assisted therapy may enhance memory reconsolidation in SAD by activating negative autobiographical memories of shame while simultaneously providing a 'prediction error' of safety and peace.,,,,main_graph,condition_indication,narrative_review,,"[{""kind"": ""atomic_compound"", ""label"": ""MDMA"", ""reason"": ""controlled_atomic_compound""}]",,proposition:57fcb2f101102e7fd2,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:2fca0913c69f2705ac,10.1007/bf03033359,Ketamine,Schizophrenia,clinical_outcome,secondary_literature,condition,"Low doses of ketamine replicate positive, negative, and cognitive symptoms of schizophrenia in healthy volunteers.",,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:eae291a67ff01f83fc,high_confidence_semantic_misclassification,True,disease_model_in_conditions,Cognition / psychotomimetic effects,"Statement describes reproducing disease-like phenomena or validating a disease model, not treating the disease.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_context']
finding:161687afb5bca204e2,10.1007/s00213-017-4779-2,MDMA,Post-traumatic stress disorder,clinical_outcome,secondary_literature,condition,Phase 2 clinical trials of MDMA-assisted psychotherapy for PTSD demonstrate favorable safety outcomes and large effect sizes.,,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""MDMA"", ""reason"": ""controlled_atomic_compound""}]",,proposition:05fd7fe0d5ac91801c,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:f7d0319487e0df7265,10.1007/s11920-023-01446-4,MDMA,Post-traumatic stress disorder,clinical_outcome,secondary_literature,condition,"MDMA-assisted therapy and psilocybin-assisted therapy show promising efficacy, safety, and durability for PTSD and depression, respectively.",,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""MDMA"", ""reason"": ""controlled_atomic_compound""}]",,proposition:d59f379b7315dacc68,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:0d3e3d7889dccfb4b9,10.1007/s11920-024-01494-4,Ketamine,Treatment-resistant depression,clinical_outcome,secondary_literature,condition,Ketamine is non-inferior to Electroconvulsive Therapy (ECT) for non-psychotic TRD and is associated with fewer memory-related side effects but higher dissociation.,,,,main_graph,condition_indication,narrative_review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:b82195cf08b885b1ff,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:853d13fb439848c26a,10.1007/s40263-025-01248-7,Psilocybin,Anorexia nervosa,clinical_outcome,secondary_literature,condition,"Psilocybin is an emerging agent showing preliminary safety and feasibility for Anorexia Nervosa, though efficacy data from randomized controlled trials are still pending.",,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""Psilocybin"", ""reason"": ""controlled_atomic_compound""}]",,proposition:fc8785a75bfda0e5ed,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:8905a4c41b1fa207e6,10.1016/bs.apha.2020.05.003,Ketamine,Major depressive disorder,clinical_outcome,secondary_literature,condition,"Ketamine appears to normalize aberrant brain connectivity and restore synaptic homeostasis in individuals with depression, often showing opposite effects in healthy volunteers.",,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:4ec516ddb0f3c7a055,high_confidence_semantic_misclassification,True,mechanism_in_conditions,"Cognition, Brain or Molecular effects according to measured endpoint","The measured finding is cognition, brain activity/connectivity, neurotransmitter metabolism or endogenous analyte levels; diagnosis is population context.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_context']
finding:b29e5469287e913e5e,10.1016/j.bionps.2024.100104,S-ketamine,Treatment-resistant depression,clinical_outcome,secondary_literature,condition,"The review examines the efficacy, safety profile, and feasibility of acute and long-term continuation of intranasal esketamine for treatment-resistant depression.",,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""S-ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:15968743ad9e1b021b,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:93be8f3175f7896685,10.1016/j.biopsych.2021.01.013,Ketamine,Suicidality,clinical_outcome,secondary_literature,outcome,"Ketamine and esketamine demonstrate efficacy for the rapid reduction of suicidal ideation within 24 hours, though effects are often transient and limited by side effects.",suicidal ideation,,,main_graph,condition_indication,review,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:8ffa2d20bd252f3128,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:8f59ca4ff62c5d63ed,10.1016/j.biopsych.2025.02.903,S-ketamine,Bipolar depression,clinical_outcome,secondary_literature,condition,(Es)ketamine has demonstrated efficacy and safety in the treatment of bipolar depression.,,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""S-ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:188bfe7e406d3018a5,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:745da969e22062be69,10.1016/j.brainresrev.2008.07.006,Ketamine,Schizophrenia,clinical_outcome,secondary_literature,condition,"In healthy volunteers, ketamine induces transient cognitive dysfunction, perceptual aberrations, and symptoms reminiscent of the negative symptoms of schizophrenia.",,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:508dbc66f568ba9514,high_confidence_semantic_misclassification,True,disease_model_in_conditions,Cognition / psychotomimetic effects,"Statement describes reproducing disease-like phenomena or validating a disease model, not treating the disease.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_context']
finding:8c281c73f63dffc165,10.1016/j.jns.2022.120302,MDMA,Post-traumatic stress disorder,clinical_outcome,secondary_literature,condition,MDMA-assisted therapy results in significant improvement in PTSD symptoms with a good safety and side effect profile.,,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""MDMA"", ""reason"": ""controlled_atomic_compound""}]",,proposition:90c924cb45678ed7c4,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:78e93410d0702c9037,10.1016/j.neubiorev.2020.11.020,Ketamine,Treatment-resistant depression,clinical_outcome,secondary_literature,condition,A subanesthetic dose (0.5 mg/kg) of intravenous ketamine does not worsen cognitive function in patients with treatment-resistant depression.,,,,main_graph,condition_indication,systematic_review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:841d9ee3fa4c9d44b5,high_confidence_semantic_misclassification,True,safety_in_conditions,Safety; cognitive findings may also support Cognition,"The reported endpoint is adverse events, safety/tolerability, risk, or absence of harm. A patient diagnosis or treatment setting has been promoted as the outcome. Preserve null safety results and distinguish transient effects from clinical harm.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_safety']
finding:1006aa5acd1d6aa023,10.1016/j.psychres.2021.114231,Ketamine,Treatment-resistant depression,clinical_outcome,secondary_literature,condition,Case studies suggest that ketamine treatment may ameliorate mood and improve psychotic symptoms in patients with treatment-resistant depression and psychotic features.,,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:9892ce1cfc2712b930,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:42a462815ba353ac96,10.1016/s0074-7742(06)78003-5,NMDA receptor antagonists,Schizophrenia,clinical_outcome,secondary_literature,condition,Phencyclidine (PCP) and ketamine induce psychotic symptoms and neurocognitive disturbances similar to schizophrenia by blocking NMDA-type glutamate receptors.,,,,main_graph,condition_indication,review,,"[{""kind"": ""compound_class"", ""label"": ""NMDA receptor antagonists"", ""reason"": ""controlled_compound_class""}]",,proposition:53756151870ec1bb78,high_confidence_semantic_misclassification,True,disease_model_in_conditions,Cognition / psychotomimetic effects,"Statement describes reproducing disease-like phenomena or validating a disease model, not treating the disease.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_safety']
finding:22f94017f07c4ea974,10.7324/japs.2024.177533,Ketamine,Treatment-resistant depression,clinical_outcome,secondary_literature,condition,"The ketamine-depression research field is organized into four primary thematic clusters: cognitive effects, mechanisms of action, safety and tolerability, and anti-suicidal effects in TRD.",,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:90b87c66b0b3066976,high_confidence_semantic_misclassification,True,research_metadata_in_conditions,Paper detail / research-topic coverage,Finding concerns bibliometric research trends rather than a therapeutic outcome.,manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_safety']
finding:da19c1a1d66bba5029,10.14218/jerp.2024.00003,Ketamine,Treatment-resistant depression,clinical_outcome,secondary_literature,condition,"While ketamine is noninferior to ECT for non-psychotic TRD, ECT remains more effective for severe depression in inpatient settings, though ketamine offers better cognitive outcomes.",,,,main_graph,condition_indication,narrative_review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:028a955fd8a01ad004,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:5a244430070cdead6e,10.1556/2054.2019.026,Psilocybin,Active placebo,intervention_context,secondary_literature,comparator,"To address the inherent difficulty of blinding in psychedelic research, trials should use active placebos and employ independent raters who are not involved in the treatment sessions.",,,,main_graph,intervention_component,review,,"[{""kind"": ""atomic_compound"", ""label"": ""Psilocybin"", ""reason"": ""controlled_atomic_compound""}]",Control conditions,proposition:597eecce26cdc00eb6,not_confirmed_by_this_audit,True,,,,,['explicit_role_mismatch']
finding:9dc7485473b4983feb,10.17992/lbl.2024.05.793,MDMA,Currently approved psychotherapies,intervention_context,secondary_literature,comparator,There is an urgent need for head-to-head comparisons between MDMA-assisted psychotherapy and currently approved PTSD treatments.,,,,main_graph,intervention_component,review,,"[{""kind"": ""atomic_compound"", ""label"": ""MDMA"", ""reason"": ""controlled_atomic_compound""}]",Psychotherapy,proposition:862ba141a134a845a1,not_confirmed_by_this_audit,True,,,,,['explicit_role_mismatch']
finding:5db3badeffa26b0e59,10.2147/sar.s37258,MDMA,Post-traumatic stress disorder,clinical_outcome,secondary_literature,condition,"MDMA-assisted psychotherapy shows initial efficacy for reducing symptoms in patients with chronic, treatment-resistant PTSD, though more research is needed to confirm long-term safety and benefits.",,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""MDMA"", ""reason"": ""controlled_atomic_compound""}]",,proposition:79f2799a8c3eb4c7e5,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:1e6e96d79f0d93e7e1,10.2174/1570159x15666170320104237,Ketamine,Obsessive-compulsive disorder,clinical_outcome,secondary_literature,condition,"Ketamine may provide rapid reduction of OCD symptoms, though evidence for the sustainability of its effect is contradictory and its use is limited by adverse effects.",,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:0a4a8c8ff55baa5b43,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:e4b13e13032089c194,10.3389/fneur.2026.1786249,Ketamine,Huntington's disease,clinical_outcome,secondary_literature,condition,"Current human evidence is extremely limited and does not support ketamine as a clinical cognitive enhancer for neurological disorders, with the only identified study showing dose-dependent cognitive worsening in Huntington's disease.",,,,main_graph,condition_indication,systematic_review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:27917d0e616093f0f1,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:296beeca97c184af76,10.3389/fnins.2025.1606798,Classic psychedelics,Treatment-resistant depression,clinical_outcome,secondary_literature,condition,"Psychedelics typically decrease amygdala reactivity to negative stimuli in healthy volunteers, though an increase in reactivity to emotional faces has been observed in patients with treatment-resistant depression.",,,,main_graph,condition_indication,scoping_review,,"[{""kind"": ""compound_class"", ""label"": ""Classic psychedelics"", ""reason"": ""controlled_compound_class""}]",,proposition:d73381053ca7f8c543,high_confidence_semantic_misclassification,True,mechanism_in_conditions,"Cognition, Brain or Molecular effects according to measured endpoint","The measured finding is cognition, brain activity/connectivity, neurotransmitter metabolism or endogenous analyte levels; diagnosis is population context.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_context']
finding:27d336c2c73475eb4b,10.3389/fnut.2025.1616859,Ketamine,Mood disorders,clinical_outcome,secondary_literature,condition,"Ketamine and esketamine show inconsistent effects on appetite in treatment-resistant mood disorders, ranging from significant improvement in reduced appetite to neutral effects or paradoxical worsening.",,,,main_graph,condition_indication,systematic_review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:84c051e2468d4f771a,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:a7d80da184da307f75,10.3389/fpsyt.2019.00650,MDMA,Post-traumatic stress disorder,clinical_outcome,secondary_literature,condition,"MDMA-assisted psychotherapy has significantly lower dropout rates (6.8%) compared to sertraline (28%) and paroxetine (35.5%) trials, suggesting better tolerability.",,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""MDMA"", ""reason"": ""controlled_atomic_compound""}]",,proposition:6305bff439510157b6,high_confidence_semantic_misclassification,True,safety_in_conditions,Safety; cognitive findings may also support Cognition,"The reported endpoint is adverse events, safety/tolerability, risk, or absence of harm. A patient diagnosis or treatment setting has been promoted as the outcome. Preserve null safety results and distinguish transient effects from clinical harm.",manual semantic review of saved finding and metadata; not independent full-text re-extraction,['condition_safety']
finding:ec9e0c70914d5f69f3,10.3389/fpsyt.2024.1376646,Ketamine,Post-traumatic stress disorder,clinical_outcome,secondary_literature,condition,"Ketamine may alleviate relationship distress by directly treating comorbid mental health symptoms like depression and PTSD, which otherwise exacerbate relational dysfunction.",,,,main_graph,condition_indication,review,,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:fccaebce2bacdba04f,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:02cc209bc5a1aafb1e,10.3389/fpsyt.2024.1433348,Ketamine,Suicidality,clinical_outcome,secondary_literature,condition,"Preliminary evidence suggests ketamine provides rapid antidepressant and anti-suicidal effects in adolescents, but its use remains off-label and lacks long-term safety data.",,,,main_graph,condition_indication,review,clinical_condition_endpoint,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:a8e93e1fcde26c2c3d,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:5078ab7140cc1f6e25,10.3389/fpsyt.2025.1523269,Ketamine,Post-traumatic stress disorder,clinical_outcome,secondary_literature,condition,"Ketamine shows promising but inconsistent effects on eating disorder symptoms and trauma, with some patients achieving remission of binge-purge behaviors while others experience worsening PTSD symptoms.",,,,main_graph,condition_indication,systematic_review,condition_text_split,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:430dc6e14a13613792,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:bb920dc14bd095e69f,10.3389/fpsyt.2025.1523269,Ketamine,Eating disorders,clinical_outcome,secondary_literature,condition,"Ketamine shows promising but inconsistent effects on eating disorder symptoms and trauma, with some patients achieving remission of binge-purge behaviors while others experience worsening PTSD symptoms.",,,,main_graph,condition_indication,systematic_review,condition_text_split,"[{""kind"": ""atomic_compound"", ""label"": ""Ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:2d9da5d54075279129,not_confirmed_by_this_audit,True,,,,,['condition_safety']
finding:22592576274bc4d4ba,10.3389/fpsyt.2026.1777402,S-ketamine,Bipolar depression,clinical_outcome,secondary_literature,condition,"Intranasal esketamine shows comparable efficacy and safety in bipolar depression relative to unipolar depression, with additional benefits for comorbid anxiety.",,,,main_graph,condition_indication,narrative_review,,"[{""kind"": ""atomic_compound"", ""label"": ""S-ketamine"", ""reason"": ""controlled_atomic_compound""}]",,proposition:a4889032f97f2c2f3b,not_confirmed_by_this_audit,True,,,,,['condition_safety']
