dataset,row_index,study_doi,study_title,study_year,has_abstract,pdf_download_status,deterministic_prescreen_action,deterministic_prescreen_reason,retained_for_llm,candidate_context_count,heuristic_relevance,heuristic_screening_status,heuristic_matched_context_count
disorder,13168,10.1556/2054.2019.032,"Diversity, equity, and access in psychedelic medicine",2019,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13170,10.1556/2054.2020.00117,The Novelty of Ayahuasca Scale and the prediction of intentions to use,2020,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13181,10.1556/2054.2021.00157,"Exploring the relationship between microdosing, personality and emotional insight: A prospective study",2021,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13185,10.1556/2054.2021.00179,Ketamine-assisted psychotherapy for trauma-exposed patients in an outpatient setting: A clinical chart review study,2021,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13188,10.1556/2054.2022.00190,Can psychedelic-assisted psychotherapy play a role in enhancing motivation to change in addiction treatment settings?,2022,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13192,10.1556/2054.2022.00219,Reasonable expectations for replications of psychedelic-assisted therapy: The case for prediction intervals rather than P-values,2022,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13214,10.1556/2054.2024.00322,Subjective ibogaine experiences across intersecting social-ecological dimensions,2024,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13236,10.1556/2054.2025.00450,Beyond prohibition: A public health analysis of naturalistic psychedelic use,2025,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13243,10.1556/2054.2026.00491,The long roots of ibogaine: A journey from plant to pharmaceutical,2026,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13247,10.15562/jdmfs.v6i2.184,Perbedaan Kadar Kalsium Dalam Saliva Sebelum Dan Sesudah Mengkonsumsi Minuman Ringan Ringan yang mengandung asam Bikarbonat,2007,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13249,10.15584/johass.2022.3.1,Representations of the use of psychoactive substances in the beliefs and rituals of ancient societies: between the sacred and the profane,2022,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,13271,10.1590/0101-60830000000231,An analytical study of iboga alkaloids contained in Tabernanthe iboga-derived products offered by ibogaine treatment providers,2020,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13284,10.1590/1516-4446-2020-1543,Nitrous oxide as an adjunctive therapy in major depressive disorder: a randomized controlled double-blind pilot trial,2021,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13291,10.1590/2237-6089-2016-0081,Anxiety and depression symptoms in Brazilian sexual minority ecstasy and LSD users,2017,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13295,10.1590/s0100-879x2011007500046,"Differential behavioral outcomes of 3,4-methylenedioxymethamphetamine (MDMA-ecstasy) in anxiety-like responses in mice",2011,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13296,10.1590/s0102-695x2006000500016,Treatment of drug dependence with Brazilian herbal medicines,2006,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13297,10.1590/s0104-42302004000200039,"Validação da versão brasileira do teste de triagem do envolvimento com álcool, cigarro e outras substâncias (ASSIST)",2004,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
disorder,13298,10.1590/s0104-93132013000300005,A ayahuasca e o tratamento da dependência,2013,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13303,10.1631/jzus.2006.b0892,"Chronic morphine drinking establishes morphine tolerance, but not addiction in Wistar rats",2006,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,13309,10.17061/phrp3332321,“We don’t want to run before we walk”: the attitudes of Australian stakeholders towards using psychedelics for mental health conditions,2023,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13310,10.1708/3922.39072,Depressione resistente a trattamento. Dalla classificazione alle nuove terapie,2022,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13315,10.17151/culdr.2018.23.26.6,Plant based assisted therapy for the treatment of substance use disorders - part 1. The case of takiwasi center and other similar experiences,2018,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13316,10.17151/culdr.2019.24.28.2,Plant based assisted therapy for the treatment of substance use disorders part 2 : beyond blurred boundaries.,2019,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13324,10.17245/jdapm.2021.21.5.413,Efficacy of ketamine in the treatment of migraines and other unspecified primary headache disorders compared to placebo and other interventions: a systematic review,2021,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13338,10.17576/jsm-2019-4807-13,"Synthesis, Characterization and Biological Activities of Hydrazone Schiff Base and its Novel Metals Complexes",2019,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,13489,10.17711/sm.0185-3325.2017.010,An approach to the new psychoactive drugs phenomenon,2017,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13498,10.17795/ijpbs-1578,Antidepressant Effect of Combined Ketamine and Electroconvulsive Therapy on Patients With Major Depressive Disorder: A Randomized Trial,2015,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13532,10.18294/sc.2018.1539,"Prácticas en búsqueda de legitimidad: el uso contemporáneo de la ayahuasca, entre reivindicaciones terapéuticas y religiosas",2018,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13533,10.18311/jnr/2022/29962,&lt;i&gt;Tabernaemontana divaricata&lt;/i&gt;: A Herbal Panacea,2022,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,13560,10.18502/ohhp.v6i1.9364,Evaluating the Role of Exercise and Practicing Religious Beliefs on Medical Staff Anxiety Caused by Coronavirus,2022,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13582,10.1891/1933-3196.5.2.42,"Pretreatment, Intratreatment, and Posttreatment EEG Imaging of EMDR: Methodology and Preliminary Results From a Single Case",2011,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,13584,10.1901/jaba.1996.29-495,AN EXPERIMENTAL COMPARISON OF THREE DIFFERENT SCHEDULES OF REINFORCEMENT OF DRUG ABSTINENCE USING CIGARETTE SMOKING AS AN EXEMPLAR,1996,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,13588,10.19163/2307-9266-2021-9-2-149-160,PHARMACOKINETIC PROPERTIES OF A NEW KAPPA-OPIOID ANALGESIC RU-1205 COMPOUND AT A SINGLE PERORAL ADMINISTRATION,2021,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,13594,10.20319/pijss.2019.53.0111,WHAT KIND OF HEALING DOES PSYCHEDELIC-ASSISTED PSYCHOTHERAPY FOSTER?,2019,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13595,10.20408/jti.2025.0086,The impact of ketamine on posttraumatic stress disorder (PTSD) symptomatology in trauma-exposed populations: a narrative review,2026,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13606,10.20900/jpbs.20210012,Characterization of Comorbid Posttraumatic Stress Disorder and Major Depressive Disorder Using Ketamine as an Experimental Medicine Probe,2021,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13608,10.20944/preprints201901.0249.v1,Can Psychedelics be the Treatment for the Crisis in Psychopharmacology?,2019,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13623,10.20944/preprints202407.2400.v1,‘Psychedelic’ as Mind-Revealing: Psychological Processes in the Subjective Experience That Drive Positive Change,2024,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13627,10.20944/preprints202512.1958.v1,"An Oral Ketamine-Like Approach to Treatment-Resistant Obsessive-Compulsive Disorder—A Review of Mechanism, Clinical Experience, and Future Directions",2025,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13630,10.20944/preprints202604.0415.v1,"Altered States of Consciousness and the Subconscious Mind: A Comprehensive Comparative Review of Disciplines, Neurobiological Mechanisms, Clinical Applications, and Philosophical Frameworks — Including Life Between Lives and Transpersonal Hypnotherapy",2026,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13639,10.21037/apm.2019.09.09,The use of ketamine in the management of refractory cancer pain in a palliative care unit,2019,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13647,10.21037/tau.2016.04.02,Emerging and investigational drugs for premature ejaculation,2016,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,13665,10.21101/cejph.a7079,Use of psychedelics in the Czech Republic: results of recent population surveys,2022,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13670,10.21203/rs.3.rs-1241397/v1,Expert Opinion on Psychedelic-Assisted Psychotherapy for People with Psychotic Symptoms,2022,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13672,10.21203/rs.3.rs-1321542/v1,Psilocybin Combines Rapid Synaptogenic And Anti-Inflammatory Effects In Vitro,2022,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13673,10.21203/rs.3.rs-1374902/v1,Concerns among People who use Opioids during the COVID-19 Pandemic: A Natural Language Processing Analysis of Social Media Posts,2022,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
disorder,13686,10.21203/rs.3.rs-2605978/v1,The Acceptability and Feasibility of a Virtual Mantram Program for Patients with Posttraumatic Stress Disorder and Substance Use Disorders: Mixed Method results,2023,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
disorder,13709,10.21203/rs.3.rs-3582420/v1,Aesthetic Chills Mitigate Maladaptive Cognition In Depression,2023,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13712,10.21203/rs.3.rs-3714546/v1,Personality explains the relationship between psychedelic use and depression; a comparison study with non psychedelic users,2023,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13725,10.21203/rs.3.rs-513323/v1,Decreased brain modularity after psilocybin therapy for depression.,2021,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13747,10.21203/rs.3.rs-8022144/v1,A Thematic Analysis of the Subjective Effects and Phenomenology of Ibogaine Administered in a Clinical Setting,2025,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13755,10.21203/rs.3.rs-8544354/v1,The mushrooming of the psychedelic renaissance: A scoping review identifying trends in ongoing clinical trials,2026,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13757,10.21203/rs.3.rs-8960226/v1,Psychedelics are associated with changes in spiritual beliefs and orientations in US veterans,2026,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13759,10.21203/rs.3.rs-9283280/v1,Safety and Efficacy of Psilocybin in the Management of Treatment-Resistant Depression: A Systematic Review,2026,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13760,10.21203/rs.3.rs-9306429/v1,Methamphetamine-Fentanyl Polysubstance Administration Produces Social Deficits and Corticolimbic Stress-Reward Circuit Adaptations,2026,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13918,10.2147/jep.s124391,"Review about gabapentin misuse, interactions, contraindications and side effects",2017,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,13920,10.2147/jpr.s159146,&amp;alpha;7 Nicotinic acetylcholine receptor-mediated anti-inflammatory effect in a chronic migraine rat model via the attenuation of glial cell activation,2018,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,13923,10.2147/jpr.s311995,Impact of Ketamine on Opioid Use and Persistent Pain After Cytoreductive Surgery with Hyperthermic Chemotherapy.,2021,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13930,10.2147/ndt.s117146,"Efficacy of ketamine in the rapid treatment of major depressive disorder: a meta-analysis of randomized, double-blind, placebo-controlled studies",2016,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13931,10.2147/ndt.s167538,Addictive potential of novel treatments for refractory depression and anxiety,2018,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13936,10.2147/ndt.s476420,Impact of Altered Gut Microbiota on Ketamine-Induced Conditioned Place Preference in Mice.,2024,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13937,10.2147/ndt.s59958,Towards Horizon 2020: challenges and advances for clinical mental health research &amp;ndash; outcome of an expert survey,2014,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,13939,10.2147/oajc.s183193,&lt;p&gt;Contraception counseling for women with premenstrual dysphoric disorder (PMDD): current perspectives&lt;/p&gt;,2019,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,13948,10.2147/tacg.s206076,GM1 Gangliosidosis: Mechanisms and Management.,2021,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,13956,10.21577/1984-6835.20210055,An Overview of Alkaloids Derived from Tryptophan and Their Potential Antidepressant Action,2021,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13957,10.21577/1984-6835.20220053,Revisiting Forbidden Drugs: Chemical and Pharmacological Perspectives Over Psychedelic Indoleamines and Entactogens as Promising Therapeutic Agents,2022,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13991,10.2174/1570159x14666160225154812,D-cycloserine in Schizophrenia: New Strategies for Improving Clinical Outcomes by Enhancing Plasticity,2016,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13993,10.2174/1570159x15666170320104237,Glutamate-Modulating Drugs as a Potential Therapeutic Strategy in Obsessive-Compulsive Disorder,2017,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,13995,10.2174/1570159x16666180813155017,Psychopharmacological Treatment of Obsessive-Compulsive Disorder (OCD),2018,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
disorder,14000,10.2174/1570159x22666230927143106,"Half a Century of Research on Posttraumatic Stress Disorder: A
Scientometric Analysis",2023,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,14003,10.2174/157488411796151129,Designer Drugs on the Internet: A Phenomenon Out-of-Control? The Emergence of Hallucinogenic Drug Bromo-Dragonfly,2011,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,14036,10.2196/30334,Combining Ketamine and Internet-Based Cognitive Behavioral Therapy for the Treatment of Posttraumatic Stress Disorder: Protocol for a Randomized Controlled Trial,2021,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,14038,10.2196/33151,Four Decades of Military Posttraumatic Stress: Protocol for a Meta-analysis and Systematic Review of Treatment Approaches and Efficacy,2021,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
disorder,14041,10.2196/37207,Predicting Patient Satisfaction With Medications for Treating Opioid Use Disorder: Case Study Applying Natural Language Processing to Reviews of Methadone and Buprenorphine/Naloxone on Health-Related Social Media,2022,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
disorder,14065,10.2196/47210,Quality and Reliability of Liver Cancer–Related Short Chinese Videos on TikTok and Bilibili: Cross-Sectional Content Analysis Study,2023,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,14213,10.2196/publichealth.8997,Awareness of Prevention Strategies and Willingness to Use Preexposure Prophylaxis in Brazilian Men Who Have Sex With Men Using Apps for Sexual Encounters: Online Cross-Sectional Study,2018,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,14219,10.22114/ajem.v0i0.75,Intranasal Ketamine Administration for Narcotic Dose Decrement in Patients Suffering from Acute Limb Trauma in Emergency Department: a Double-Blind Randomized Placebo-Controlled Trial.,2018,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,14245,10.22271/phyto.2020.v9.i3k.11352,Newer Plant based drug molecules with theraputic potential to combat alcohol dependency,2020,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,14247,10.22289/2446-922x.v10a2a36,AVANÇOS NO TRATAMENTO DE TRANSTORNOS MENTAIS: Uma análise bibliométrica global da pesquisa sobre psicodélicos clássicos,2024,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,14250,10.22365/jpsych.2022.072,Substance use during the COVID-19 pandemic: What is really happening?,2022,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,14259,10.22374/jmhan.v4i1.40,Emerging Psychedelic-Assisted Therapies: Implications for Nursing Practice,2020,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,14268,10.22541/au.163575526.69995170/v1,Ketamine Treatment for Refractory Anxiety: A systematic review,2021,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,14275,10.22544/rcps.v44i01.10,The role of modern neuroscience in the renaissance of psychedelic research,2025,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,14278,10.2298/mpns0310439r,Ketamine: In the past thirty years and in the future,2003,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,14295,10.2344/anpr-67-04-02,Retrospective Comparison of Intramuscular Admixtures of Ketamine and Dexmedetomidine Versus Ketamine and Midazolam for Preoperative Sedation,2021,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,14306,10.23880/oajpr-16000288,A Comparative Approach Based on Molecular Docking Interaction of Citalopram and Tianeptine with Serotonin Transporter,2023,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,14316,10.23970/ahrqepccer235,Pharmacologic and Nonpharmacologic Treatments for Posttraumatic Stress Disorder: An Update of the PTSD-Repository Evidence Base,2020,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
disorder,14324,10.24310/espsiescpsi.v14i1.13657,Potencial terapéutico de los alucinógenos en las cefaleas: una revisión teórica,2021,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,14329,10.2460/ajvr.67.7.1136,"Effects of ketamine, diazepam, and their combination on intraocular pressures in clinically normal dogs",2006,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,14336,10.24839/2325-7342.jn27.3.197,Lysergic Acid Diethylamide Produces Anxiogenic Effects in the Rat Light/Dark Test and Elevated Plus Maze,2022,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,14352,10.25057/21452776.1627,"Craving: explanatory models, associated factors, and therapeutic approaches:  A systematic review",2024,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,14358,10.25145/j.pasos.2018.16.072,"Psychedelic tourism in Mexico, a thriving trend",2018,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,14362,10.25166/ijsrm/2022.20.3.2,"The Role ofPsychedelics in Managing Anxiety, Depression, and Flashbacks of Individuals withPost-Traumatic Stress Disorder",2022,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,14402,10.26434/chemrxiv-2023-0pdt6,Synthesis of α3β4 Nicotinic Acetylcholine Receptor Modulators Derived from Aristoquinoline that Reduce Reinstatement of Cocaine-Seeking Behavior,2023,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
disorder,14403,10.26434/chemrxiv-2023-0pdt6-v2,Synthesis of α3β4 Nicotinic Acetylcholine Receptor Modulators Derived from Aristoquinoline that Reduce Reinstatement of Cocaine-Seeking Behavior,2023,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
disorder,14420,10.26502/acbr.50170450,Impact of Antidepressants on Weight Gain: Underlying Mechanisms and Mitigation Strategies,2025,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
disorder,14427,10.26686/tvwc-80bg,Microdosing Psychedelics for Cognitive Enhancement: A Naturalistic Exploration of User Experiences,2025,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,14449,10.28931/riiad.2025.374,Therapeutic Potential of Herbalism for Opioid Use Disorder,2025,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; dataset entity terms present.,False,0,,,
disorder,14454,10.29052/2412-3188.v10.i2.2023.62-67,Evaluating Gustatory Changes in Long-Term Nicotine Users,2023,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,14464,10.29252/ijn.27.89.1,COMPARISON OF THE EFFECT OF GESTALT THERAPY AND ELLIS COGNITIVE-BEHAVIORAL THERAPY ON ASSERTIVENESS OF NURSING STUDENTS,2014,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,14473,10.2991/assehr.k.210423.007,The Impact of Self -Affirmation Towards Stress and Anxiety Levels of Pregnant Women,2021,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,14481,10.30574/wjarr.2022.16.2.1168,Continuous autonomic nervous system assessment using heart rate variability methodology during near-death and mystical experiences,2022,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,14489,10.30773/pi.2019.04.02.2,"Altered Plasma Levels of Glial Cell Line-Derived Neurotrophic Factor in Patients with Internet Gaming Disorder: A Case-Control, Pilot Study",2019,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,14510,10.31083/j.jin2003059,Perspectives on psychedelic treatment and research in eating disorders: a web-based questionnaire study of people with eating disorders,2021,True,no_pdf_url,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,14513,10.3109/00207454.2014.933834,Combination therapy utilizing ketamine and transcranial magnetic stimulation for treatment-resistant depression: a case report,2014,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,14525,10.31219/osf.io/2bxe8,"Repeated low doses of psilocybin reduces perceived symptom severity of obsessive-compulsive disorder, but fails to restore cognitive flexibility: A case study of identical twins",2024,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,14530,10.31219/osf.io/gey78,The Conceptual Framework for the Therapeutic Approach used in Phase 3 Trials of MDMA-AT for PTSD,2024,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,14538,10.31219/osf.io/ujtpf_v2,Unmasking bias and MDMA-assisted therapy,2025,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,14545,10.31234/osf.io/3j2kc,Psychosomadelics: The case for renaming psychedelics,2024,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,14557,10.31234/osf.io/7xyfq_v1,MDMA-assisted Acceptance and Commitment Therapy for Posttraumatic Stress Disorder: Rationale for a New Approach,2025,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,14558,10.31234/osf.io/85s9p,Yale Program for Psychedelic Science (YPPS) Manual for Psilocybin-OCD Session Monitors for Protocol HIC: 2000020355,2022,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,14572,10.31234/osf.io/ba42z,Yale Program for Psychedelic Science (YPPS) Manual for Psilocybin Combined with Non-Directive Support in the Treatment of OCD,2023,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,14578,10.31234/osf.io/dczw2_v1,Age and cannabis co-use moderate experience and perceived benefits of psilocybin,2025,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,14584,10.31234/osf.io/f5dmt,Set and Setting: A Randomized Study of Different Musical Genres in Supporting Psychedelic Therapy,2020,True,skipped,escalate,in-scope compound/intervention term appears in title or abstract,True,0,,,
disorder,14587,10.31234/osf.io/fpn4r,How to Form the Human Brain,2023,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
disorder,14591,10.31234/osf.io/ge93w,Update of the Altered States Database (ASDB): 2023-12-31,2024,True,skipped,exclude_obvious_irrelevant,No in-scope psychedelic/ketamine/entactogen/dissociative compound or intervention term appears in the title/abstract; no dataset entity terms found.,False,0,,,
