abstract,action_reason,authors,best_pdf_url,contexts,last_checked_utc,library_status,metadata_lookup_error,open_access_is_oa,open_access_status,open_access_url,openalex_id,pdf_download_status,pdf_local_path,pdf_sha256,pdf_size_bytes,study_doi,study_title,study_year
"Psilocybin is a plant alkaloid that is derived from precursors of tryptamine and is present in many different types of mushrooms. It has been utilized by indigenous peoples of Central and South America for centuries in a ceremonial setting to promote spiritual experiences. Indigenous societies have long employed psilocybin and other 5-HT 2A agonist classic psychedelics in their rites. They were a focus in psychiatry in the middle of the 20th century as both experimental medicines and tools for studying brain function. Due to the fact that traditional psychedelics were being used for purposes other than medical research and in connection with the burgeoning counterculture by the late 1960s and early 1970s, these scientific investigations fell out of favor. However, thanks to a number of encouraging studies that validated the earlier research, interest in traditional psychedelics has surged among scientists in the 21st century. In this review, we examine therapeutic studies on psilocybin, the traditional psychedelic that has received the lion's share of recent attention. According to three controlled studies, psilocybin may reduce symptoms of depression and anxiety in the context of cancer-related psychological discomfort for at least six months after a single acute treatment for mood and anxiety disorders. Three months after two acute doses, individuals in a small, open-label study with treatment-resistant depression reported fewer depressive and anxiety symptoms. Small, open-label pilot studies on addiction have demonstrated encouraging success rates for alcohol and cigarette addiction. The review also briefly discusses the synthesis, mechanism of action, effects, molecular pharmacology, adverse effects, and contraindications of psilocybin.",,Dev B Goel; Sarju Zilate,https://assets.cureus.com/uploads/review_article/pdf/110369/20221111-27561-b9f0tc.pdf,"[{""compound"": ""Psilocybin"", ""entity"": ""5-HT2A"", ""study_title"": ""Potential Therapeutic Effects of Psilocybin: A Systematic Review"", ""study_year"": ""2022""}]",2026-02-12T08:50:06.126164+00:00,in_database,,true,diamond,https://assets.cureus.com/uploads/review_article/pdf/110369/20221111-27561-b9f0tc.pdf,https://openalex.org/W4304690665,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/mechanistic/pdfs/10.7759_cureus.30214__21ce103adc.pdf,276f719d739e1a6c516a32ce7aaae0743b227abec65844e1492e07f495f9638f,411792,10.7759/cureus.30214,Potential Therapeutic Effects of Psilocybin: A Systematic Review,2022
"Parkinson's disease is the second most common neurodegenerative disorder after Alzheimer's disease.Understanding of Parkinson's disease in terms of Ayurveda can be done under the Vatavyadhi, to be specific, caused due to the Avarana of vata.By keeping all these points Madhu taillika basti was selected for study.To give preclinical support to this study Animal experimentation was carried out on Albino rats to determine the influence of Matra basti (MB) and Madhu tailika basti (MTB) on Psychoneuro-pharmacological activity profile.The present study aimed at assessing the anti-Parkinsonian activity of the test basti against well-known experimental models.Healthy Wistar albino rats of either sex weighing about 150-200 g were selected and divided into 4 groups.Group 1 Control group, Group 2 Standard group (activity specific), Group 3 Basti group (ordinary or non -Murchita tila taila) and Group 4 Test group (Madhu tailika basti).Animal experimentation revealed that both Matra basti and Madhu tailika basti have produced highly significant anti-depressant effect in behavioural 'despair' test.Both produced significant anti-anxiety activity, open field apparatus test a complex behavior pattern was observed.In the memory and learning related test both the test procedures did not affect the learning process significantly but both produced remarkable reversal of the amnesic effect of scopolamine, this indicates memory enhancing effect.Similarly, antiamnesic effect was observed in CAR based protocol also.Both improved the performance of the rats on the rota rod.Both the test procedures produced good anti-parkinsonian activity.Animal experimentation revealed that both Matra basti and Madhu tailika basti have no effect on general gross behavior.",,Niranjan Rao; B Basavrajeswari; B Ravishankar; U Shrikanth; Ashutosh Chaturvedi,https://doi.org/10.7897/2277-4343.0819,"[{""compound"": ""Ibogaine"", ""entity"": ""NMDA receptor"", ""study_title"": ""AN EXPERIMENTAL STUDY TO EVALUATE THE EFFECT OF BASTI KARMA OVER RATS: AN EVIDENCE BASED AYURVEDA THERAPY FOR PARKINSONS DISEASE"", ""study_year"": ""2017""}]",2026-02-12T08:50:12.137335+00:00,in_database,,true,bronze,https://doi.org/10.7897/2277-4343.0819,https://openalex.org/W2592414310,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/mechanistic/pdfs/10.7897_2277-4343.0819__f0d7f9c9c9.pdf,5740a8dd619b8e9e05dc6de8c91b68c56a985f4ece4c2e9bf9ec35877d1e0128,2242633,10.7897/2277-4343.0819,AN EXPERIMENTAL STUDY TO EVALUATE THE EFFECT OF BASTI KARMA OVER RATS: AN EVIDENCE BASED AYURVEDA THERAPY FOR PARKINSONS DISEASE,2017
"TO THE EDITOR

The N-methyl-D-aspartate (NMDA) receptor antagonist ketamine is one of the most attractive antidepressants for treatment-resistant major depression.1,2) I read the recent article by Murrough et al.3) about the rapid and robust antidepressant effects of a single intravenous infusion of ketamine in treatment-resistant patients with major depression with great interest. In the two-site randomized controlled trial, they used the anesthetic benzodiazepine midazolam as a control drug to optimize their design and mitigate the effects of nonspecific factors on the antidepressant-related outcome. Analysis of the primary outcome measure showed that the ketamine group experienced greater improvement in terms of Montgomery-Asberg depression rating scale (MADRS) scores than did the midazolam group. Furthermore, the response at 24 hours was also greater in the ketamine than in the midazolam group. Eight (17%) of the 47 patients receiving ketamine experienced significant dissociative symptoms immediately after the ketamine infusion, although these symptoms resolved by 2 hours post-infusion. The relationship between dissociative symptoms and the antidepressant effects of ketamine was not reported. Other common adverse events were observed in both groups. Because of dissociative side effects of ketamine, it is necessary to identify treatment-resistant patients who should not receive ketamine.4)

Ketamine (or RS (±)-ketamine) is a racemic mixture containing equal parts of R (-)-ketamine and S (+)-ketamine. S-ketamine has an approximately fourfold greater affinity for NMDA receptors than does R-stereoisomer.5) Furthermore, S-ketamine shows an approximately three-to-fourfold greater anesthetic potency and is associated with more undesirable psychotomimetic side effects compared with R-stereoisomer.5) Recently, we reported that R-ketamine showed greater potency and longer-lasting antidepressant effects than did S-ketamine in a rodent model of depression.6)

A positron emission tomography study in healthy volunteers demonstrated that psychotomimetic doses of S-ketamine markedly increased the cerebral metabolic rates of glucose (CMRglu).7) In contrast, equimolar doses of R-ketamine tended to decrease CMRglu across the brain, producing no psychotic symptoms but, instead, a state of relaxation and well being.7) Interestingly, at the doses tested, R-ketamine produced a state of relaxation and elation, which was correctly identified as a drug effect by all subjects, even though R-ketamine produced an only marginally significant change in mood scores.7)

Taken together, these data suggest that the R-stereoisomer of ketamine would be an alternative antidepressant for ketamine as R-ketamine may be free of psychotomimetic side effects.",,Kenji Hashimoto,https://www.cpn.or.kr/journal/download_pdf.php?doi=10.9758/cpn.2014.12.1.72,"[{""compound"": ""Ketamine"", ""entity"": ""NMDA receptor"", ""study_title"": ""The R-Stereoisomer of Ketamine as an Alternative for Ketamine for Treatment-resistant Major Depression"", ""study_year"": ""2014""}]",2026-02-12T01:47:36.880780+00:00,in_database,,true,diamond,https://www.cpn.or.kr/journal/download_pdf.php?doi=10.9758/cpn.2014.12.1.72,https://openalex.org/W1972853521,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/mechanistic/pdfs/10.9758_cpn.2014.12.1.72__2fcd27e8c5.pdf,d506d879707e95ac72cf03f9a9bb3554f6f17ad7a62b212ad02c33b3b7f3d7f0,244805,10.9758/cpn.2014.12.1.72,The R-Stereoisomer of Ketamine as an Alternative for Ketamine for Treatment-resistant Major Depression,2014
"The monoamine hypothesis has significantly improved our understanding of mood disorders and their treatment by linking monoaminergic abnormalities to the pathophysiology of mood disorders. Even 50 years after the monoamine hypothesis was established, some patients do not respond to treatments for depression, including selective serotonin reuptake drugs. Accumulating evidence shows that patients with treatment-resistant depression (TRD) have severe abnormalities in the neuroplasticity and neurotrophic factor pathways, indicating that different treatment approaches may be necessary. Therefore, the glutamate hypothesis is gaining attention as a novel hypothesis that can overcome monoamine restrictions. Glutamate has been linked to structural and maladaptive morphological alterations in several brain areas associated with mood disorders. Recently, ketamine, an N-methyl-D-aspartate receptor (NMDAR) antagonist, has shown efficacy in TRD treatment and has received the U.S. Food and Drug Administration approval, revitalizing psychiatry research. However, the mechanism by which ketamine improves TRD remains unclear. In this review, we re-examined the glutamate hypothesis, bringing the glutamate system onboard to join the modulation of the monoamine systems, emphasizing the most prominent ketamine antidepressant mechanisms, such as NMDAR inhibition and NMDAR disinhibition in GABAergic interneurons. Furthermore, we discuss the animal models used in preclinical studies and the sex differences in the effects of ketamine.",,Jeongseop Kim; Tae-Eun Kim; Seung‐Hwan Lee; Ja Wook Koo,https://www.cpn.or.kr/journal/download_pdf.php?doi=10.9758/cpn.22.1034,"[{""compound"": ""S-ketamine"", ""entity"": ""NMDA receptor"", ""study_title"": ""The Role of Glutamate Underlying Treatment-resistant Depression"", ""study_year"": ""2023""}]",2026-02-12T08:50:30.390338+00:00,in_database,,true,diamond,https://www.cpn.or.kr/journal/download_pdf.php?doi=10.9758/cpn.22.1034,https://openalex.org/W4383710285,downloaded,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/mechanistic/pdfs/10.9758_cpn.22.1034__200a5c90dc.pdf,a8070c5198bbfdf5fd295a5547fe587381106b7e5d658ee62178a102161358a0,4624350,10.9758/cpn.22.1034,The Role of Glutamate Underlying Treatment-resistant Depression,2023
Robust and rapid antidepressant effects resulted from a single intravenous dose of an N-methyl-D-aspartate antagonist; onset occurred within 2 hours postinfusion and continued to remain significant for 1 week.,HTTPError: HTTP Error 403: Forbidden,Carlos A. Zarate; Jaskaran Singh; Paul J. Carlson; Nancy E. Brutsché; Rezvan Ameli; David A. Luckenbaugh; Dennis S. Charney; Husseini K. Manji,https://jamanetwork.com/journals/jamapsychiatry/articlepdf/668195/yoa60007.pdf,"[{""compound"": ""Ketamine"", ""entity"": ""NMDA receptor"", ""study_title"": ""A Randomized Trial of an N-methyl-D-aspartate Antagonist in Treatment-Resistant Major Depression"", ""study_year"": ""2006""}]",2026-02-12T01:20:25.406965+00:00,needs_download,,true,bronze,https://jamanetwork.com/journals/jamapsychiatry/articlepdf/668195/yoa60007.pdf,https://openalex.org/W2109334244,download_failed,,,,10.1001/archpsyc.63.8.856,A Randomized Trial of an N-methyl-D-aspartate Antagonist in Treatment-Resistant Major Depression,2006
"Importance Postpartum depression (PPD) is one of the most common mental health conditions during the perinatal and postpartum periods, which can have adverse effects on both mother and infant. Objective To investigate the efficacy of perioperative adjunctive esketamine administration after cesarean deliveries in the prevention of PPD. Design, Setting, and Participants A single-center, double-blind, placebo-controlled, randomized clinical trial was conducted from January 1, 2022, to January 1, 2023, at Fujian Provincial Hospital among 298 women aged 18 to 40 years, with an American Society of Anesthesiologists grade I to III classification and singleton full-term pregnancies who were scheduled for elective cesarean deliveries. Primary analyses were performed on a modified intention-to-treat basis. Interventions Patients were randomly assigned to the esketamine (n = 148) and control (n = 150) groups. Those in the esketamine group received a single intravenous injection of 0.25 mg/kg of esketamine immediately after fetal delivery, followed by 50 mg of esketamine as an adjuvant in patient-controlled intravenous analgesia for 48 hours after surgery. Saline was given to the control group of patients. Main Outcomes and Measures The primary outcome was assessments of PPD symptoms by using the Edinburgh Postnatal Depression Scale (EPDS) at postpartum day 7. Positive screening for PPD was defined as a score of 10 or more points on the EPDS. In addition, the EPDS was analyzed as a continuous variable to evaluate depressive symptoms. Secondary outcomes included the Numeric Rating Scale (NRS) of postoperative pain, along with safety evaluations including adverse events and clinical assessments at postpartum days 14, 28, and 42. Results A total of 298 pregnant women were included, with 150 in the control group (median age, 31.0 years [IQR, 29.0-34.0 years]) and 148 in the esketamine group (median age, 31.0 years [IQR, 28.0-34.0 years]). The prevalence of depression symptoms was significantly lower among patients given esketamine compared with controls (23.0% [34 of 148] vs 35.3% [53 of 150]; odds ratio, 0.55; 95% CI, 0.33-0.91; P = .02) on postpartum day 7. In addition, the esketamine group also showed a significantly lower change in EPDS scores (difference of least-squares means [SE], −1.17 [0.44]; 95% CI, −2.04 to −0.31; effect size, 0.74; P = .008). However, there were no differences between the groups in the incidence of positive screening results for PPD or in changes from the baseline EPDS scores at postpartum days 14, 28, and 42. There were no differences in NRS scores at rest and on movement except on movement at 72 hours postoperatively, when scores were significantly lower in the esketamine group (median, 3.0 [IQR, 2.0-3.0] vs 3.0 [IQR, 3.0-3.5]; median difference, 0 [95% CI, 0-0]; P = .03). Conclusions and Relevance These results suggest that intravenous administration of esketamine during the perioperative period of elective cesarean delivery can improve depression symptoms during the early postpartum period. However, this antidepression effect may not be universally applicable to patients with low EPDS scores. Trial Registration Chinese Clinical Trial Registry Identifier: ChiCTR2100054199",HTTPError: HTTP Error 403: Forbidden,Yu Chen; Yu Guo; Han Wu; Yi-jie Tang; Suren R. Sooranna; Li Zhang; Ting Chen; Xiyuan Xie; Liangcheng Qiu; Xiaodan Wu,https://jamanetwork.com/journals/jamanetworkopen/articlepdf/2815768/chen_2024_oi_240067_1708699224.42506.pdf,"[{""compound"": ""S-ketamine"", ""entity"": ""NMDA receptor"", ""study_title"": ""Perioperative Adjunctive Esketamine for Postpartum Depression Among Women Undergoing Elective Cesarean Delivery"", ""study_year"": ""2024""}]",2026-02-12T08:07:15.262285+00:00,needs_download,,true,gold,https://jamanetwork.com/journals/jamanetworkopen/articlepdf/2815768/chen_2024_oi_240067_1708699224.42506.pdf,https://openalex.org/W4392505460,download_failed,,,,10.1001/jamanetworkopen.2024.0953,Perioperative Adjunctive Esketamine for Postpartum Depression Among Women Undergoing Elective Cesarean Delivery,2024
"Abstract Ligands that activate the serotonin 5‐HT 2C G protein‐coupled receptor (GPCR) may be therapeutic for psychoses, addiction, and other neuropsychiatric disorders. Ligands that are antagonists at the closely related 5‐HT 2A GPCR also may treat neuropsychiatric disorders; in contrast, 5‐HT 2A activation may cause hallucinations. 5‐HT 2C ‐specific agonist drug design is challenging because 5‐HT 2 GPCRs share 80% transmembrane (TM) homology, same second messenger signaling, and no crystal structures are reported. To help delineate molecular determinants underlying differential binding and activation of 5‐HT 2 GPCRs, 5‐HT 2A , and 5‐HT 2C homology models were built from the β 2 ‐adrenergic GPCR crystal structure and equilibrated in a lipid phosphatidyl choline bilayer performing molecular dynamics simulations. Ligand docking studies at the 5‐HT 2 receptor models were conducted with the (2 R , 4 S )‐ and (2 S , 4 R )‐enantiomers of the novel 5‐HT 2C agonist/5‐HT 2A/2B antagonist trans ‐4‐phenyl‐ N,N ‐dimethyl‐2‐aminotetralin (PAT) and its 4′‐chlorophenyl congners. Results indicate PAT–5‐HT 2 molecular interactions especially in TM domain V are important for the (2 R , 4 S ) enantiomer, whereas, TM domain VI and VII interactions are more important for the (2 S , 4 R ) enantiomer. © 2012 Wiley Periodicals, Inc.",open_access_but_no_direct_pdf_url,Tania Córdova; Rajeev Sakhuja; Krishnakanth Kondabolu; Clinton E. Canal; Raymond G. Booth,,"[{""compound"": ""Psilocin"", ""entity"": ""5-HT2A"", ""study_title"": ""Molecular Determinants for Ligand Binding at Serotonin 5-HT2A and 5-HT2C GPCRs: Experimental Affinity Results Analyzed by Molecular Modeling and Ligand Docking Studies."", ""study_year"": ""2012""}, {""compound"": ""LSD"", ""entity"": ""5-HT2C"", ""study_title"": ""Molecular Determinants for Ligand Binding at Serotonin 5-HT2A and 5-HT2C GPCRs: Experimental Affinity Results Analyzed by Molecular Modeling and Ligand Docking Studies."", ""study_year"": ""2012""}]",2026-02-12T08:07:15.906400+00:00,needs_download,,true,gold,https://www.ncbi.nlm.nih.gov/pmc/articles/3729958,https://openalex.org/W2020737518,no_pdf_url,,,,10.1002/QUA.24237,Molecular determinants for ligand binding at serotonin 5‐HT<sub>2A</sub> and 5‐HT<sub>2C</sub> GPCRs: Experimental affinity results analyzed by molecular modeling and ligand docking studies,2012
"Abstract Objective: To assess effects of chronic antidepressant drug treatment on serotonin type‐1A receptor (5‐HT 1A R) binding potential (BP) in major depressive disorder. Methods: Depressed subjects ( n = 27) were imaged using PET and [ 11 C]WAY‐100635 at baseline and following a median of 9.4 weeks of treatment with selective serotonin reuptake inhibitor or dual reuptake inhibitor antidepressant agents. Fifteen subjects had complete pre‐ and post‐treatment scan data. The 5‐HT 1A R BP was derived from the tissue time‐radioactivity concentrations from regions‐of‐interest defined a priori, using a simplified reference tissue model (SRTM), and in a subset of subjects, compartmental modeling (CMOD). Results: Chronic treatment had no effect on pre‐ or post‐synaptic 5‐HT 1A R BP, as confirmed by both the SRTM and CMOD analyses. These results were unaffected by treatment response status and were consistent across brain regions. Among the 22 subjects for whom the clinical response‐to‐treatment was established, the treatment nonresponders ( n = 7) had higher baseline BP values in the left ( P = 0.01) and right orbital cortex ( P = 0.02) than the responders ( n = 15). Conclusions: Chronic antidepressant drug treatment did not significantly change cerebral 5‐HT 1A R binding, consistent with preclinical evidence that the alterations in serotonergic function associated with antidepressant drug administration are not accompanied by changes in 5‐HT 1A R density. Higher baseline 5‐HT 1A R binding was associated with poorer response to treatment. Synapse 61:523–530, 2007. © 2007 Wiley‐Liss, Inc.",open_access_but_no_direct_pdf_url,Eydie L. Moses‐Kolko; Julie C. Price; Michael E. Thase; Carolyn C. Meltzer; David J. Kupfer; Chester A. Mathis; Wendy Bogers; Susan Berman; Patricia R. Houck; Trisha N. Schneider,,"[{""compound"": ""5-MeO-DMT"", ""entity"": ""5-HT1A"", ""study_title"": ""Measurement of 5‐HT1A receptor binding in depressed adults before and after antidepressant drug treatment using positron emission tomography and [11C]WAY‐100635"", ""study_year"": ""2007""}]",2026-02-12T01:20:30.202611+00:00,needs_download,,true,green,http://doi.org/10.1002/syn.20398,https://openalex.org/W2015142981,no_pdf_url,,,,10.1002/SYN.20398,Measurement of 5‐HT<sub>1A</sub> receptor binding in depressed adults before and after antidepressant drug treatment using positron emission tomography and [<sup>11</sup>C]WAY‐100635,2007
"ABSTRACT This study employed an affinity chromatography approach to investigate the potential molecular mechanism of the Albiziae Cortex and Polygoni Multiflori Caulis herbal pair, which is commonly used for treating insomnia. Briefly, the haloalkane dehalogenase and its substrate were fused separately onto the serotonin 1A receptor and amino microspheres. Receptors were bound onto chromatographic stationary phases specifically through biological orthogonal interactions. Subsequently, catechin, methyl‐O‐digalloyl‐hexose, 2,3,5,4′‐tetrahydroxystilbene‐2‐O‐β‐D‐glucoside (THSG), and julibroside J 35 were identified as active components in the herbal pair extract targeting the receptor. A mice model of insomnia was used to validate the anti‐insomnia effects. The herbal‐pair extract, catechin, and THSG significantly reduced sleep latency and increased sleep duration. Furthermore, on‐column analysis and molecular docking revealed the binding characteristic. Adsorption isotherm analysis indicated a homogeneous binding process, which was further supported by injection amount‐dependent analysis. The latter also provided binding constants of (5.70 ± 0.61) × 10 5 M −1 for catechin and (4.05 ± 0.20) × 10 5 M −1 for THSG. Molecular docking revealed critical binding residues (Asp116, Val117, Thr121, Lys191, Thr196, and Ser199), primarily via van der Waals forces and hydrogen bonds. Collectively, immobilizing the serotonin 1A receptor enables the screening of biologically active compounds from complex systems effectively and shows a degree of general applicability.",HTTPError: HTTP Error 403: Forbidden,Junni Fan; Yu Li; Ge Wang; Qian Li; Min‐Feng Fang,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/bmc.70278,"[{""compound"": ""5-MeO-DMT"", ""entity"": ""5-HT1A"", ""study_title"": ""Identification and Verification of the Anti-Insomnia Compounds From Herbal Pair Albiziae Cortex and Polygoni Multiflori Caulis Using Immobilized 5-HT1A Receptor Chromatography."", ""study_year"": ""2025""}]",2026-02-12T08:07:17.207898+00:00,needs_download,,true,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/bmc.70278,https://openalex.org/W4416947155,download_failed,,,,10.1002/bmc.70278,Identification and Verification of the Anti‐Insomnia Compounds From Herbal Pair Albiziae Cortex and Polygoni Multiflori Caulis Using Immobilized 5‐HT <sub>1A</sub> Receptor Chromatography,2025
"Abstract Background The breakthrough discovery has been made that a single dose of ketamine, an N‐methyl‐D‐aspartate receptor antagonist, achieves rapid and sustained (~7 days) antidepressant activity in patients with major depressive disorder (MDD). This discovery has ushered in an exciting era of research and brought new hope for patients with MDD. However, the mechanisms underlying the specific antidepressant actions of ketamine in humans remain to be elucidated. Objectives This study protocol was designed to test the main hypothesis that ketamine could rapidly reverse depression‐ and stress‐associated synaptic loss and deficits in resting‐state functional connectivity and that this action could be affected by circadian rhythm, in patients with treatment‐resistant depression. Methods/Study Design In this clinical study, adults (aged 18–65 years) with treatment‐resistant depression will be randomized to intravenous administration of placebo (control group) or ketamine (0.5 mg/kg body weight) at 11 a.m. (daytime group), or 6 p.m. (nighttime group) for 24 weeks. The primary outcome will be the change from baseline to 24 weeks in the total Montgomery‐Asberg Depression Rating Scale score. Brain imaging, sleep, and genetic studies, including functional magnetic resonance imaging, positron emission tomography, polysomnography, and genetic analyses, will be performed to examine whether and how ketamine can rapidly reverse deficits in synaptic function and to identify objective markers for the assessment of ketamine infusion therapy for treatment‐resistant depression. Conclusions This clinical study protocol is the first, to our knowledge, to describe the prospective testing of the hypothesis that daytime and nighttime administrations of ketamine would have different antidepressant effects. The brain imaging, sleep, and genetic findings from patients with treatment‐resistant depression are expected to shed new light on the mechanisms of ketamine and its interaction with target sites in the brain, which can be used for objective evaluation of the efficacy of ketamine.",HTTPError: HTTP Error 403: Forbidden,Chuanjun Zhuo; Hongjun Tian; Gongying Li; Min Chen; Deguo Jiang; Xiaodong Lin; Yong Xu; Wenqiang Wang,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/brb3.1423,"[{""compound"": ""S-ketamine"", ""entity"": ""NMDA receptor"", ""study_title"": ""Effects of ketamine on circadian rhythm and synaptic homeostasis in patients with treatment‐resistant depression: A protocol for mechanistic studies of its rapid and sustained antidepressant actions in humans"", ""study_year"": ""2019""}]",2026-02-12T08:07:18.459706+00:00,needs_download,,true,gold,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/brb3.1423,https://openalex.org/W2980914573,download_failed,,,,10.1002/brb3.1423,Effects of ketamine on circadian rhythm and synaptic homeostasis in patients with treatment‐resistant depression: A protocol for mechanistic studies of its rapid and sustained antidepressant actions in humans,2019
"Abstract The serotonin 2C (5‐HT 2C ) receptor has been identified as a potential drug target for the treatment of a variety of central nervous system (CNS) disorders, such as obesity, substance abuse, and schizophrenia. In this Viewpoint article, recent progress in developing selective 5‐HT 2C agonists for use in treating these disorders is summarized, including the work of our group. Challenges in this field and the possible future directions are described. Homology modeling as a method to predict the binding modes of 5‐HT 2C ligands to the receptor is also discussed. Compared to known ligands, the improved pharmacological profiles of the 2‐phenylcyclopropylmethylamine‐based 5‐HT 2C agonists make them preferred candidates for further studies.",open_access_but_no_direct_pdf_url,Jianjun Cheng; Alan P. Kozikowski,,"[{""compound"": ""LSD"", ""entity"": ""5-HT2C"", ""study_title"": ""We Need 2C but Not 2B: Developing Serotonin 2C (5‐HT2C) Receptor Agonists for the Treatment of CNS Disorders"", ""study_year"": ""2015""}]",2026-02-12T08:07:20.624636+00:00,needs_download,,true,green,https://www.ncbi.nlm.nih.gov/pmc/articles/4832415,https://openalex.org/W1823516397,no_pdf_url,,,,10.1002/cmdc.201500437,We Need 2C but Not 2B: Developing Serotonin 2C (5‐HT<sub>2C</sub>) Receptor Agonists for the Treatment of CNS Disorders,2015
"ABSTRACT We have developed 18 F‐ trans ‐Mefway ( 18 F‐Mefway) for positron emission tomography (PET) imaging studies of serotonin 5‐HT 1A receptors which are implicated in various brain functions. Translation of imaging the 5‐HT 1A receptor in animal models to humans will facilitate an understanding of the role of the receptor in human brain disorders. We report comparative brain distribution of 18 F‐Mefway in normal mice, rats, monkeys, and healthy human volunteers. Mefway was found to be very selective, with subnanomolar affinity for the 5‐HT 1A receptor. Affinities of &gt;55 nM were found for all other human‐cloned receptor subtypes tested. Mefway was found to be a poor substrate (&gt;30 μM) for the multidrug resistance 1 protein, suggesting low likelihood of brain uptake being affected by P‐glycoprotein. Cerebellum was used as a reference region in all imaging studies across all species due to the low levels of 18 F‐Mefway binding. Consistent binding of 18 F‐Mefway in cortical regions, hippocampus, and raphe was observed across all species. 18 F‐Mefway in the human brain regions correlated with the known postmortem distribution of 5‐HT 1A receptors. Quantitation of raphe was affected by the resolution of the PET scanners in rodents, whereas monkeys and humans showed a raphe to cerebellum ratio of approximately 3. 18 F‐Mefway appears to be an effective 5‐HT 1A receptor imaging agent in all models, including humans. 18 F‐Mefway therefore may be used to quantify 5‐HT 1A receptor distribution in brain regions for the study of various CNS disorders. J. Comp. Neurol. 524:1457–1471, 2016. © 2015 Wiley Periodicals, Inc.",open_access_but_no_direct_pdf_url,Jogeshwar Mukherjee; Alisha K. Bajwa; Dustin Wooten; Ansel T. Hillmer; Min‐Liang Pan; Suresh K. Pandey; Neil Saigal; Bradley T. Christian,,"[{""compound"": ""5-MeO-DMT"", ""entity"": ""5-HT1A"", ""study_title"": ""Comparative assessment of 18F‐Mefway as a serotonin 5‐HT1A receptor PET imaging agent across species: Rodents, nonhuman primates, and humans"", ""study_year"": ""2016""}]",2026-02-12T08:07:21.514592+00:00,needs_download,,true,green,http://doi.org/10.1002/cne.23919,https://openalex.org/W2154106770,no_pdf_url,,,,10.1002/cne.23919,"Comparative assessment of <sup>18</sup>F‐Mefway as a serotonin 5‐HT<sub>1A</sub> receptor PET imaging agent across species: Rodents, nonhuman primates, and humans",2015
"Abstract Detailed in this unit are protocols for studying the in vitro uptake of dopamine (DA) as a means for defining the functional characteristics of dopamine transporters. All assays are performed using commercially available cell lines that transiently express the transporter under investigation. The three main assays provided are: a kinetic assay to calculate the affinity ( K M ) and maximal velocity ( V max ) of radiolabeled DA uptake into cells; concentration‐response assays to measure the potencies (IC 50 / K i values) of test compounds as transport inhibitors; and an efflux assay to assess the ability and potency (EC 50 ) of a ligand to elicit reverse transport of DA accumulated in the cell. Although the methods are described using DAT and its ligands, the same procedure can be employed for studying serotonin and norepinephrine transporters as well. © 2017 by John Wiley &amp; Sons, Inc.",open_access_but_no_direct_pdf_url,Shaili Aggarwal; Ole V. Mortensen,,"[{""compound"": ""MDMA"", ""entity"": ""DAT (SLC6A3)"", ""study_title"": ""In Vitro Assays for the Functional Characterization of the Dopamine Transporter (DAT)"", ""study_year"": ""2017""}]",2026-02-12T08:07:22.170506+00:00,needs_download,,true,gold,https://www.ncbi.nlm.nih.gov/pmc/articles/5741089,https://openalex.org/W2888087982,no_pdf_url,,,,10.1002/cpph.33,In Vitro Assays for the Functional Characterization of the Dopamine Transporter (DAT),2017
