normalization_status,normalization_notes,compound,target,disorder,canonical_compound,canonical_entity,compound_original,target_original,disorder_original,graph_entity_original,raw_entity_label,entity_role,graph_entity_label,graph_entity_type,graph_include_candidate,study_doi,study_title,claim_type,clinical_context_condition,graph_exclusion_reason,outcome_type,outcome_domain,result_direction,outcome_measure,outcome_measure_normalized,population,system,authors,study_year,paper_type,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,supporting_quote,access_level,source_access_level,evidence_location,evidence_locator,study_design,funding,conflicts_of_interest,risk_of_bias_summary,notes,study_journal,publication_type,publication_date,journal_issn,journal_eissn,publisher,mesh_terms,keywords,funders,grant_ids,language,sample_size_total,comparator,intervention_or_exposure,dose,route,session_count_or_duration,timepoint,effect_size,p_value,confidence_interval,adverse_events,evidence_level,compound_match_type,entity_match_type,compound_registry_status,entity_registry_status,compound_ids,entity_ids,trial_registry_ids,related_dois,publication_relations,is_retracted,semantic_scholar_id,has_correction
normalized,compound and graph entity matched local registry,Psilocybin,,Alcohol use disorder,Psilocybin,Alcohol use disorder,psilocybin,,Alcohol use disorder,Alcohol use disorder,significant reduction in alcohol consumption,therapeutic_indication,Alcohol use disorder,indication,True,10.1177/0269881119845793,Cessation and reduction in alcohol consumption and misuse after psychedelic use,compound_disorder,individuals with prior AUD,not_reported,therapeutic effect,substance use,positive,reduction in alcohol consumption; meeting AUD criteria,,"343 respondents, mostly White (89%), males (78%), in the USA (60%) with prior AUD (72% meeting retrospective criteria for severe AUD)",clinical,Albert Garcia-Romeu; Alan K Davis; Fire Erowid; Earth Erowid; Roland R Griffiths; Matthew W Johnson,2019,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Most reported taking a moderate or high dose of LSD (38%) or psilocybin (36%), followed by significant reduction in alcohol consumption. After the psychedelic experience 83% no longer met AUD criteria.",abstract_only,abstract_only,abstract,abstract,"online survey, retrospective",NIDA NIH HHS,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Journal of Psychopharmacology,journal-article,2019-05-14,0269-8811,1461-7285,SAGE Publications,Adult | Alcohol Drinking / drug therapy | Cross-Sectional Studies | Ethanol / adverse effects | Female | Hallucinogens / therapeutic use | Humans | Lysergic Acid Diethylamide / therapeutic use | Male | Mysticism / psychology | Psilocybin / therapeutic use | Psychotropic Drugs / therapeutic use | Retrospective Studies | Substance-Related Disorders / drug therapy | Surveys and Questionnaires,Psychedelics | alcohol | hallucinogens | lysergic acid diethylamide (LSD) | psilocybin,NIDA NIH HHS,R01 DA003889,eng,343,not_applicable,naturalistic psychedelic use (psilocybin),moderate or high dose,not_reported,not_reported,after the psychedelic experience,,,,not_reported,low,label,label,needs_external_id_lookup,needs_external_id_lookup,{},{},,,,,,
normalized,compound and graph entity matched local registry,LSD,,Alcohol use disorder,LSD,Alcohol use disorder,LSD,,Alcohol use disorder,Alcohol use disorder,significant reduction in alcohol consumption,therapeutic_indication,Alcohol use disorder,indication,True,10.1177/0269881119845793,Cessation and reduction in alcohol consumption and misuse after psychedelic use,compound_disorder,individuals with prior AUD,not_reported,therapeutic effect,substance use,positive,reduction in alcohol consumption; meeting AUD criteria,,"343 respondents, mostly White (89%), males (78%), in the USA (60%) with prior AUD (72% meeting retrospective criteria for severe AUD)",clinical,Albert Garcia-Romeu; Alan K Davis; Fire Erowid; Earth Erowid; Roland R Griffiths; Matthew W Johnson,2019,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Most reported taking a moderate or high dose of LSD (38%) or psilocybin (36%), followed by significant reduction in alcohol consumption. After the psychedelic experience 83% no longer met AUD criteria.",abstract_only,abstract_only,abstract,abstract,"online survey, retrospective",NIDA NIH HHS,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Journal of Psychopharmacology,journal-article,2019-05-14,0269-8811,1461-7285,SAGE Publications,Adult | Alcohol Drinking / drug therapy | Cross-Sectional Studies | Ethanol / adverse effects | Female | Hallucinogens / therapeutic use | Humans | Lysergic Acid Diethylamide / therapeutic use | Male | Mysticism / psychology | Psilocybin / therapeutic use | Psychotropic Drugs / therapeutic use | Retrospective Studies | Substance-Related Disorders / drug therapy | Surveys and Questionnaires,Psychedelics | alcohol | hallucinogens | lysergic acid diethylamide (LSD) | psilocybin,NIDA NIH HHS,R01 DA003889,eng,343,not_applicable,naturalistic psychedelic use (LSD),moderate or high dose,not_reported,not_reported,after the psychedelic experience,,,,not_reported,low,label,label,needs_external_id_lookup,needs_external_id_lookup,{},{},,,,,,
normalized,compound and graph entity matched local registry,Psilocybin,,Anxiety,Psilocybin,Anxiety,Psilocybin,,anxiety,anxiety,anxiety,therapeutic_indication,Anxiety,indication,True,10.1177/28314425251404460,Group Retreat Psilocybin Therapy for People with Metastatic Cancer with Anxiety and Depression: A Rite of Passage Facilitation Model for a Phase 1/2 Study,compound_disorder,metastatic cancer,not_reported,therapeutic effect,mental health,positive,symptoms of anxiety,,people with metastatic cancer who had moderate or severe symptoms of anxiety or depression,clinical,Anthony L. Back; Bonnie A. McGregor; Lindsay Billingsley; Dianna Blom; George Callan; Susanna Myers; John Guy; Sameet Kumar; Melissa Layer; Jackie Levin,2026,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"Background: Psilocybin therapy is an emerging treatment for cancer-related anxiety, depression, and existential distress. ... Purpose: This technical report describes a group facilitation model developed for an food and drug administration (FDA)-approved Phase 1 to 2 clinical trial that recruited people with metastatic cancer who had moderate or severe symptoms of anxiety or depression",abstract_only,abstract_only,abstract,abstract,Phase 1 to 2 clinical trial,Steven and Alexandra Cohen Foundation,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Psychedelic Medicine,journal-article,2026-01-27,2831-4425,2831-4433,SAGE Publications,,,Steven and Alexandra Cohen Foundation,Psych 36,en,not_reported,not_reported,psilocybin therapy,not_reported,not_reported,"3-day, in-person retreat",not_reported,,,,not_reported,low,label,label,needs_external_id_lookup,broad_category_needs_external_id_lookup,{},{},,,,,,
normalized,compound and graph entity matched local registry,Psilocybin,,Depression,Psilocybin,Depression,Psilocybin,,depression,depression,depression,therapeutic_indication,Depression,indication,True,10.1177/28314425251404460,Group Retreat Psilocybin Therapy for People with Metastatic Cancer with Anxiety and Depression: A Rite of Passage Facilitation Model for a Phase 1/2 Study,compound_disorder,metastatic cancer,not_reported,therapeutic effect,mental health,positive,symptoms of depression,,people with metastatic cancer who had moderate or severe symptoms of anxiety or depression,clinical,Anthony L. Back; Bonnie A. McGregor; Lindsay Billingsley; Dianna Blom; George Callan; Susanna Myers; John Guy; Sameet Kumar; Melissa Layer; Jackie Levin,2026,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"Background: Psilocybin therapy is an emerging treatment for cancer-related anxiety, depression, and existential distress. ... Purpose: This technical report describes a group facilitation model developed for an food and drug administration (FDA)-approved Phase 1 to 2 clinical trial that recruited people with metastatic cancer who had moderate or severe symptoms of anxiety or depression",abstract_only,abstract_only,abstract,abstract,Phase 1 to 2 clinical trial,Steven and Alexandra Cohen Foundation,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Psychedelic Medicine,journal-article,2026-01-27,2831-4425,2831-4433,SAGE Publications,,,Steven and Alexandra Cohen Foundation,Psych 36,en,not_reported,not_reported,psilocybin therapy,not_reported,not_reported,"3-day, in-person retreat",not_reported,,,,not_reported,low,label,label,needs_external_id_lookup,broad_category_needs_external_id_lookup,{},{},,,,,,
normalized,compound and graph entity matched local registry,Psilocybin,,Distress associated with life-threatening disease,Psilocybin,Distress associated with life-threatening disease,Psilocybin,,existential distress,existential distress,existential distress,therapeutic_indication,Distress associated with life-threatening disease,indication,True,10.1177/28314425251404460,Group Retreat Psilocybin Therapy for People with Metastatic Cancer with Anxiety and Depression: A Rite of Passage Facilitation Model for a Phase 1/2 Study,compound_disorder,cancer,not_reported,therapeutic effect,mental health,positive,existential distress,,cancer patients,clinical,Anthony L. Back; Bonnie A. McGregor; Lindsay Billingsley; Dianna Blom; George Callan; Susanna Myers; John Guy; Sameet Kumar; Melissa Layer; Jackie Levin,2026,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.8,False,"Background: Psilocybin therapy is an emerging treatment for cancer-related anxiety, depression, and existential distress.",abstract_only,abstract_only,abstract,abstract,Phase 1 to 2 clinical trial,Steven and Alexandra Cohen Foundation,,,Projected from extraction_v1; support=supported; confidence=0.8; needs_human_review=False,Psychedelic Medicine,journal-article,2026-01-27,2831-4425,2831-4433,SAGE Publications,,,Steven and Alexandra Cohen Foundation,Psych 36,en,not_reported,not_reported,psilocybin therapy,not_reported,not_reported,not_reported,not_reported,,,,not_reported,low,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},{},,,,,,
normalized,compound and graph entity matched local registry,Ketamine,,Chronic pain,Ketamine,Chronic pain,ketamine,,chronic pain,chronic pain,utility for acute and chronic pain management,therapeutic_indication,Chronic pain,indication,True,10.1212/wnl.0000000000007238,NMDA receptor antagonists and pain relief,compound_disorder,not_reported,not_applicable,efficacy,pain management,positive,not_reported,,not_reported,clinical,Trevor Thompson; Fiona Whiter; Katy Gallop; Nicola Veronese; Marco Solmi; Paul Newton; Brendon Stubbs,2019,meta_analysis,doi,meta_analysis,evidence_synthesis,primary_evidence,uncertain,supported,1.0,False,"Findings provide robust evidence for analgesic and antihyperalgesic effects of ketamine, supporting its utility for acute and chronic pain management.",abstract_only,abstract_only,abstract,abstract,meta-analysis of controlled trials,Department of Health,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Neurology,journal-article,2019-03-07,0028-3878,1526-632X,Ovid Technologies (Wolters Kluwer Health),"Acute Pain / drug therapy | Dextromethorphan / therapeutic use | Excitatory Amino Acid Antagonists / therapeutic use | Humans | Hyperalgesia / drug therapy | Ketamine / therapeutic use | Models, Theoretical | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors",,Department of Health,ICA-CL-2017-03-001,eng,not_reported,not_reported,ketamine,not_reported,not_reported,not_reported,not_reported,,,,not_reported,low,label,label,needs_external_id_lookup,needs_external_id_lookup,{},{},,,,,,
normalized,compound and graph entity matched local registry,Psilocin,,Alcohol use disorder,Psilocin,Alcohol use disorder,Psilocin,,Alcohol use disorder,Alcohol use disorder,ethanol consumption,outcome_measure,Alcohol use disorder,indication,True,10.1523/jneurosci.0652-25.2025,The Psychedelic Psilocin Suppresses Activity of Central Amygdala Corticotropin-Releasing Factor Receptor 1 Neurons and Decreases Ethanol Drinking in Female Mice,compound_disorder,chronic ethanol exposure,not_applicable,behavioral,substance use behavior,positive,ethanol consumption,,female mice,preclinical,Sarah N. Magee; Allison C. Sereno; Maria Echeveste-Sanchez; Elizabeth G. Shannon; Abir Mohsin; Sarah E. Mott; Sara P. Faccidomo; Clyde W. Hodge; Melissa A. Herman,2025,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,Psilocin acutely decreased ethanol consumption in mice exposed to two different models of chronic ethanol exposure without producing changes in locomotor behavior.,abstract_only,abstract_only,abstract,abstract,experimental animal study,,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Journal of Neuroscience,journal-article,2025-11-10,0270-6474,1529-2401,Society for Neuroscience,"Animals | Female | Mice | Psilocybin / analogs & derivatives | Psilocybin / pharmacology | Psilocybin / therapeutic use | Receptors, Corticotropin-Releasing Hormone / metabolism | Receptors, Corticotropin-Releasing Hormone / antagonists & inhibitors | Central Amygdaloid Nucleus / drug effects | Central Amygdaloid Nucleus / metabolism | Alcohol Drinking / drug therapy | Alcohol Drinking / metabolism | Neurons / drug effects | Neurons / metabolism | CRF Receptor, Type 1 | Mice, Inbred C57BL | Hallucinogens / pharmacology | Ethanol / administration & dosage",CRF | alcohol | amygdala | drinking | female | psychedelics,NIAAA NIH HHS,R01 AA026858 | P60 AA011605,eng,not_reported,not_reported,Psilocin,not_reported,not_reported,acutely,not_reported,,,,not_reported,low,label,label,needs_external_id_lookup,needs_external_id_lookup,{},{},,,,,,
normalized,compound and graph entity matched local registry,Psilocybin,,Anxiety,Psilocybin,Anxiety,psilocybin,,anxiety,anxiety,anxiety,therapeutic_indication,Anxiety,indication,True,10.31234/osf.io/dczw2_v1,Age and cannabis co-use moderate experience and perceived benefits of psilocybin,compound_disorder,not_applicable,not_applicable,therapeutic outcome,mental health,positive,anxiety,,current psilocybin users (N=365),clinical,Jake Hooper; Sarah Williams; Raeghan Mueller; Kent Hutchison,2025,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"Cannabis co-use specifically was associated with greater improvements in quality of life, anxiety, depression, and alcohol abuse, suggesting potential synergies between psilocybin and THC.",abstract_only,abstract_only,abstract,abstract,cross-sectional study,,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,,posted-content,2025-05-22,,,Center for Open Science,,,,,,365,not_reported,psilocybin (with cannabis co-use),not_reported,not_reported,not_reported,not_reported,,,,not_reported,low,label,label,needs_external_id_lookup,broad_category_needs_external_id_lookup,{},{},,10.31234/osf.io/dczw2_v2,has-version doi:10.31234/osf.io/dczw2_v2 asserted-by:object,,,
normalized,compound and graph entity matched local registry,Psilocybin,,Depression,Psilocybin,Depression,psilocybin,,depression,depression,depression,therapeutic_indication,Depression,indication,True,10.31234/osf.io/dczw2_v1,Age and cannabis co-use moderate experience and perceived benefits of psilocybin,compound_disorder,not_applicable,not_applicable,therapeutic outcome,mental health,positive,depression,,current psilocybin users (N=365),clinical,Jake Hooper; Sarah Williams; Raeghan Mueller; Kent Hutchison,2025,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"Cannabis co-use specifically was associated with greater improvements in quality of life, anxiety, depression, and alcohol abuse, suggesting potential synergies between psilocybin and THC.",abstract_only,abstract_only,abstract,abstract,cross-sectional study,,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,,posted-content,2025-05-22,,,Center for Open Science,,,,,,365,not_reported,psilocybin (with cannabis co-use),not_reported,not_reported,not_reported,not_reported,,,,not_reported,low,label,label,needs_external_id_lookup,broad_category_needs_external_id_lookup,{},{},,10.31234/osf.io/dczw2_v2,has-version doi:10.31234/osf.io/dczw2_v2 asserted-by:object,,,
normalized,compound and graph entity matched local registry,Ketamine,,Bipolar depression,Ketamine,Bipolar depression,ketamine,,Bipolar depression,Bipolar depression,ketamine was superior to placebo,therapeutic_indication,Bipolar depression,indication,True,10.1007/s11920-013-0431-y,Options for Pharmacological Treatment of Refractory Bipolar Depression,compound_disorder,Treatment-resistant bipolar depression,not_reported,Efficacy,Depression severity,positive,superiority to placebo,,Patients with refractory bipolar depression,clinical,Leonardo Tondo; Gustavo H. Vázquez; Ross J. Baldessarini,2014,review,doi,review,evidence_synthesis,primary_evidence,uncertain,supported,0.9,False,"In two controlled trials, ketamine was superior to placebo but it is short-acting and not orally active",abstract_only,abstract_only,abstract,abstract,controlled trials,,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Current Psychiatry Reports,journal-article,2014-01-15,1523-3812,1535-1645,Springer Science and Business Media LLC,Antidepressive Agents / therapeutic use | Bipolar Disorder / drug therapy | Clinical Trials as Topic | Humans,,,,eng,not_reported,placebo,ketamine,not_reported,not_reported,not_reported,not_reported,,,,not_reported,low,label,label,needs_external_id_lookup,needs_external_id_lookup,{},{},,,,,,
normalized,compound and graph entity matched local registry,Psilocybin,,Anxiety,Psilocybin,Anxiety,psilocybin,,Anxiety,Anxiety,anxiolytic effects,therapeutic_indication,Anxiety,indication,True,10.1101/2023.04.13.536830,High-resolution tracking of unconfined zebrafish behavior reveals stimulatory and anxiolytic effects of psilocybin,compound_disorder,not_applicable,not_reported,Therapeutic effect,Behavioral,positive,Anxiolytic effects,,larval zebrafish,preclinical,Dotan Braun; Ayelet Rosenberg; Ravid Haruvi; Dorel Malamud; Rani Barbara; Takashi Kawashima,2023,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,psilocybin induces a brain state that is both stimulatory and anxiolytic,abstract_only,abstract_only,abstract,Abstract,experimental study,,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,bioRxiv (Cold Spring Harbor Laboratory),posted-content,2023-04-14,,,openRxiv,,,,,,not_reported,not_reported,acute psilocybin treatment,not_reported,not_reported,not_reported,not_reported,,,,not_reported,low,label,label,needs_external_id_lookup,broad_category_needs_external_id_lookup,{},{},,10.1038/s41380-023-02391-7,is-preprint-of doi:10.1038/s41380-023-02391-7 asserted-by:subject,,,
normalized,compound and graph entity matched local registry,Ketamine,,Major depressive disorder,Ketamine,Major depressive disorder,"(R,S)-Ketamine",,Major Depressive Disorder,Major Depressive Disorder,antidepressant effects,therapeutic_indication,Major depressive disorder,indication,True,10.1007/s00213-018-4992-7,Plasma metabolomic profiling of a ketamine and placebo crossover trial of major depressive disorder and healthy control subjects,compound_disorder,Major Depressive Disorder,not_reported,therapeutic effect,psychiatric symptoms,positive,antidepressant effects,,medication-free patients with major depressive disorder,clinical,Ruin Moaddel; Michelle Shardell; Mohammed Khadeer; Jacqueline Lovett; Bashkim Kadriu; Sarangan Ravichandran; Patrick J. Morris; Peixiong Yuan; Craig J. Thomas; Todd D. Gould,2018,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"(R,S)-Ketamine produces rapid, robust, and sustained antidepressant effects in major depressive disorder.",abstract_only,abstract_only,abstract,abstract,"double-blind, placebo-controlled crossover design",,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Psychopharmacology,journal-article,2018-08-16,0033-3158,1432-2072,Springer Science and Business Media LLC,"Adult | Amino Acids, Essential / metabolism | Antidepressive Agents / pharmacology | Biogenic Amines / metabolism | Carnitine / analogs & derivatives | Carnitine / metabolism | Cross-Over Studies | Major Depressive Disorder / drug therapy | Major Depressive Disorder / metabolism | Depressive Disorder, Treatment-Resistant / drug therapy | Depressive Disorder, Treatment-Resistant / metabolism | Double-Blind Method | Female | Glycerophospholipids / metabolism | Humans | Ketamine / pharmacology | Ketamine / therapeutic use | Lipids | Male | Metabolomics | Middle Aged | Sphingolipids / metabolism | Young Adult","(R,S)-ketamine | Global Arginine Bioavailability Ratio | Kynurenine metabolites | Metabolomics | Sphingomyelins",BLRD VA | NIMH NIH HHS | Intramural NIH HHS,I01 BX004062 | R01 MH107615 | ZIA MH002857,eng,29 subjects,placebo,"(R,S)-Ketamine",not_reported,infusion,not_reported,not_reported,,,,not_reported,low,alias,label,needs_external_id_lookup,needs_external_id_lookup,{},{},,,,,,
normalized,compound and graph entity matched local registry,Ayahuasca,,Cocaine use disorder,Ayahuasca,Cocaine use disorder,Ayahuasca,,Cocaine use disorder,Cocaine use disorder,cocaine-induced CPP reinstatement,outcome_measure,Cocaine use disorder,indication,True,10.1007/s00213-025-06946-0,Ayahuasca prevents the reinstatement of cocaine-induced rewarding effects in C57Bl/6 mice,compound_disorder,cocaine use disorder,not_reported,behavioral,addiction/substance use,positive,reinstatement of cocaine-induced conditioned place preference (CPP),,C57Bl/6 mice,preclinical,Vítor Bruno; Lídia Emmanuela Wiazowski Spelta; Matheus Lujan Pereira; Fabiane Dörr; Beatriz Aparecida Passos Bismara Paranhos; Fabiana Pereira Santos; Maurício Yonamine; Raphael Caio Tamborelli Garcia; Larissa Helena Torres; Roberto de Pasquale,2025,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Moreover, ayahuasca treatment effectively prevented the cocaine-induced CPP reinstatement. CONCLUSION: These findings support the therapeutic potential of ayahuasca in the context of cocaine use disorder.",abstract_only,abstract_only,abstract,"RESULTS, CONCLUSION",experimental animal study,Conselho Nacional de Desenvolvimento Científico e Tecnológico | Coordenação de Aperfeiçoamento de Pessoal de Nível Superior | Secretaria Nacional de Políticas sobre Drogas | Fundação de Amparo à Pesquisa do Estado de São Paulo,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Psychopharmacology,journal-article,2025-10-31,0033-3158,1432-2072,Springer Science and Business Media LLC,,Addiction | Ayahuasca | Cocaine use disorder | Conditioned place preference | Psychedelics | Rewarding,Conselho Nacional de Desenvolvimento Científico e Tecnológico | Coordenação de Aperfeiçoamento de Pessoal de Nível Superior | Secretaria Nacional de Políticas sobre Drogas | Fundação de Amparo à Pesquisa do Estado de São Paulo,"001 | Edital n°01, 26/05/2015 | 2019/19011-9",eng,not_reported,water,ayahuasca,12.5 or 15 mg DMT/kg,gavage,not_reported,following a cocaine challenge,,,,not_reported,low,label,label,mixture_needs_component_mapping,needs_external_id_lookup,{},{},,,,,,
normalized,compound and graph entity matched local registry,Ketamine,,Neuropathic pain,Ketamine,Neuropathic pain,Ketamine,,chronic neuropathic pain syndromes,neuropathic pain,temporary decrease in the rating of ongoing pain,outcome_measure,Neuropathic pain,indication,True,10.1016/0304-3959(94)90149-x,Response of chronic neuropathic pain syndromes to ketamine: a preliminary study,compound_disorder,chronic neuropathic pain syndromes,not_reported,therapeutic_effect,pain,positive,rating of ongoing pain,,6 patients with chronic neuropathic pain syndromes,clinical,Miroslav Backonja; George Arndt; Kathy A. Gombar; Bill Check; Mary Zimmermann,1994,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Ketamine (at 250 mcg/kg i.v. slow push) was administered to 6 patients for control of chronic neuropathic pain syndromes in double-blind placebo-controlled fashion. All 3 patients with peripheral nervous system (PNS) disease-related pain, and 2 of 3 patients with central pain and dysesthesia syndromes responded with a temporary decrease in the rating of ongoing pain.",abstract_only,abstract_only,abstract,abstract,double-blind placebo-controlled fashion,,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Pain,journal-article,1994-01-01,0304-3959,1872-6623,Ovid Technologies (Wolters Kluwer Health),"Adult | Aged | Chronic Disease | Dose-Response Relationship, Drug | Double-Blind Method | Female | Humans | Hyperalgesia / drug therapy | Injections, Subcutaneous | Ketamine / administration & dosage | Ketamine / adverse effects | Ketamine / therapeutic use | Male | Middle Aged | Pain / drug therapy | Pain / physiopathology | Receptors, N-Methyl-D-Aspartate / drug effects | Syndrome",,,,eng,6,placebo,Ketamine i.v. slow push,250 mcg/kg,intravenous,single-dose,not_reported,,,,not_reported,low,label,label,needs_external_id_lookup,needs_external_id_lookup,{},{},,,ErratumIn Pain 1994 Sep;58(3):433,,,true
normalized,compound and graph entity matched local registry,Ketamine,,Treatment-resistant depression,Ketamine,Treatment-resistant depression,ketamine,,Treatment-resistant depression,Treatment-resistant depression,antidepressant effects,therapeutic_indication,Treatment-resistant depression,indication,True,10.1016/j.jad.2019.08.022,"Antidepressant and antisuicidal effects of ketamine on the functional connectivity of prefrontal cortex-related circuits in treatment-resistant depression: A double-blind, placebo-controlled, randomized, longitudinal resting fMRI study",compound_disorder,Treatment-resistant depression (TRD),not_applicable,clinical_outcome,Mood/Affect,positive,antidepressant effects,,patients with treatment-resistant depression (TRD),clinical,Mu-Hong Chen; Wei-Chen Lin; Pei-Chi Tu; Cheng-Ta Li; Ya-Mei Bai; Shih-Jen Tsai; Tung-Ping Su,2019,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,Increasing evidence suggests that infusion of a subanesthetic dose of ketamine exerts antidepressant and antisuicidal effects in patients with treatment-resistant depression (TRD).,abstract_only,abstract_only,abstract,abstract,"double-blind, placebo-controlled, randomized, longitudinal resting fMRI study",,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Journal of Affective Disorders,journal-article,2019-08-14,0165-0327,1573-2517,Elsevier BV,"Adult | Antidepressive Agents / therapeutic use | Depressive Disorder, Treatment-Resistant / drug therapy | Depressive Disorder, Treatment-Resistant / pathology | Dose-Response Relationship, Drug | Double-Blind Method | Female | Gyrus Cinguli / pathology | Humans | Ketamine / therapeutic use | Longitudinal Studies | Magnetic Resonance Imaging | Male | Middle Aged | Prefrontal Cortex / drug effects | Prefrontal Cortex / pathology | Rest | Treatment Outcome",Anterior cingulate cortex | Functional connectivity | Ketamine | Prefrontal cortex | Suicide | Treatment-resistant depression,,,eng,Forty-eight patients,normal saline (a placebo infusion),ketamine infusion,"0.5 mg/kg (standard dose), 0.2 mg/kg (low dose)",infusion,not_reported,on the third day after ketamine infusion treatment,,,,not_reported,high,label,label,needs_external_id_lookup,needs_external_id_lookup,{},{},,,,,,
normalized,compound and graph entity matched local registry,Ketamine,,Suicidal ideation,Ketamine,Suicidal ideation,ketamine,,Suicidal ideation,Suicidal ideation,antisuicidal effects,therapeutic_indication,Suicidal ideation,indication,True,10.1016/j.jad.2019.08.022,"Antidepressant and antisuicidal effects of ketamine on the functional connectivity of prefrontal cortex-related circuits in treatment-resistant depression: A double-blind, placebo-controlled, randomized, longitudinal resting fMRI study",compound_disorder,Treatment-resistant depression (TRD),not_applicable,clinical_outcome,Suicidality,positive,reduction in suicidal ideation,,patients with treatment-resistant depression (TRD),clinical,Mu-Hong Chen; Wei-Chen Lin; Pei-Chi Tu; Cheng-Ta Li; Ya-Mei Bai; Shih-Jen Tsai; Tung-Ping Su,2019,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Increasing evidence suggests that infusion of a subanesthetic dose of ketamine exerts antidepressant and antisuicidal effects in patients with treatment-resistant depression (TRD). A negative correlation was observed between the reduction in suicidal ideation and the reduction in the FC between the left dACC and right ACC regions in the standard-dose group, whereas a positive correlation was observed between the reduction in suicidal ideation and the increase in the FC between the right dlPFC and left superior parietal region in the low-dose group.",abstract_only,abstract_only,abstract,abstract,"double-blind, placebo-controlled, randomized, longitudinal resting fMRI study",,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Journal of Affective Disorders,journal-article,2019-08-14,0165-0327,1573-2517,Elsevier BV,"Adult | Antidepressive Agents / therapeutic use | Depressive Disorder, Treatment-Resistant / drug therapy | Depressive Disorder, Treatment-Resistant / pathology | Dose-Response Relationship, Drug | Double-Blind Method | Female | Gyrus Cinguli / pathology | Humans | Ketamine / therapeutic use | Longitudinal Studies | Magnetic Resonance Imaging | Male | Middle Aged | Prefrontal Cortex / drug effects | Prefrontal Cortex / pathology | Rest | Treatment Outcome",Anterior cingulate cortex | Functional connectivity | Ketamine | Prefrontal cortex | Suicide | Treatment-resistant depression,,,eng,Forty-eight patients,normal saline (a placebo infusion),ketamine infusion,"0.5 mg/kg (standard dose), 0.2 mg/kg (low dose)",infusion,not_reported,on the third day after ketamine infusion treatment,,,,not_reported,high,label,label,needs_external_id_lookup,needs_external_id_lookup,{},{},,,,,,
