normalization_status,normalization_notes,compound,target,disorder,canonical_compound,canonical_entity,compound_original,target_original,disorder_original,graph_entity_original,raw_entity_label,entity_role,graph_entity_label,graph_entity_type,graph_include_candidate,study_doi,study_title,claim_type,clinical_context_condition,graph_exclusion_reason,mechanism_type,assay_type,assay_family,action_type,affinity_type,affinity_value,affinity_unit,result_direction,species,model_or_system,system,authors,study_year,paper_type,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,supporting_quote,access_level,evidence_location,evidence_locator,study_design,funding,conflicts_of_interest,risk_of_bias_summary,notes,study_journal,publication_type,publication_date,journal_issn,journal_eissn,publisher,mesh_terms,language,trial_registry_ids,sample_size_total,sample_size_by_arm,comparator,intervention_or_exposure,dose,route,session_count_or_duration,primary_outcome,outcome_measure,timepoint,effect_size,p_value,confidence_interval,adverse_events,evidence_level,compound_match_type,entity_match_type,compound_registry_status,entity_registry_status,compound_ids,entity_ids,keywords,funders,grant_ids,related_dois,publication_relations,semantic_scholar_id
normalized,compound and graph entity matched local registry,Salvinorin A,kappa opioid receptor (OPRK1),,Salvinorin A,kappa opioid receptor (OPRK1),Salvinorin-A,kappa-opioid receptor,,kappa-opioid receptor,kappa-opioid receptor,molecular_target,kappa opioid receptor (OPRK1),target,True,10.1093/ijnp/pyv065,"Salvinorin-A Induces Intense Dissociative Effects, Blocking External Sensory Perception and Modulating Interoception and Sense of Body Ownership in Humans.",compound_target,not_applicable,not_reported,agonist,functional assay,receptor pharmacology,agonist,,,,not_applicable,not_reported,not_reported,in_vitro,Maqueda AE; Valle M; Addy PH; Antonijoan RM; Puntes M; Coimbra J; Ballester MR; Garrido M; González M; Claramunt J,2015,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Salvinorin-A is a terpene with agonist properties at the kappa-opioid receptor, the binding site of endogenous dynorphins.",full_text_seen,abstract,Abstract,not_applicable,NIDA NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,The international journal of neuropsychopharmacology,"Journal Article | Research Support, Non-U.S. Gov't",2015-06-05,1461-1457,1469-5111,,"Adult | Auditory Perception / drug effects | Consciousness / drug effects | Diterpenes, Clerodane / administration & dosage | Dose-Response Relationship, Drug | Double-Blind Method | Female | Hallucinations / chemically induced | Humans | Interoception / drug effects | Male | Narration | Ownership | Psychotropic Drugs / administration & dosage | Self Concept | Visual Perception / drug effects | Young Adult",eng,,,,,,,,,,,,,,,,medium,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""OPRK1""}",Body ownership | dissociative effects | dynorphins | human | interoception | kappa opioid receptor | salvia divinorum. | salvinorin-A,NIDA NIH HHS,R01 DA003889,,,
normalized,compound and graph entity matched local registry,Ketamine,NMDA receptor,,Ketamine,NMDA receptor,ketamine,NMDA receptor,,NMDA receptor,NMDA receptor (NMDAr),molecular_target,NMDA receptor,target,True,10.1371/journal.pone.0006755,NMDA Receptor Hypofunction Leads to Generalized and Persistent Aberrant γ Oscillations Independent of Hyperlocomotion and the State of Consciousness,compound_target,not_applicable,not_reported,non-competitive antagonist,Electrocorticography (ECoG) and local field potential (LFP) recordings (measuring gamma oscillations),electrophysiology,non-competitive antagonist,,,,not_applicable,Rats,rodent CNS,in_vivo,Tahir Hakami; Nigel C. Jones; Elena A. Tolmacheva; Julien Gaudias; Joseph Chaumont; Michael Salzberg; Terence J. O'Brien; Didier Pinault,2009,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"The psychotomimetics ketamine and MK-801, non-competitive NMDA receptor (NMDAr) antagonists, induce cognitive impairment and aggravate schizophrenia symptoms.",full_text_seen,abstract,C001,experimental,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,PLoS ONE,journal-article,2009-08-24,1932-6203,1932-6203,Public Library of Science (PLoS),"Animals | Consciousness | Dizocilpine Maleate / pharmacology | Excitatory Amino Acid Antagonists / pharmacology | Ketamine / pharmacology | Locomotion | Rats | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Receptors, N-Methyl-D-Aspartate / physiology",eng,,,,,,,,,,,,,,,,medium,label,label,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},,,,,,
normalized,compound and graph entity matched local registry,Ketamine,NMDA receptor,,Ketamine,NMDA receptor,ketamine,NMDA receptor,,NMDA receptor,NMDA antagonist,molecular_target,NMDA receptor,target,True,10.1016/0006-3223(95)00046-1,Age-specific neurotoxicity in the rat associated with NMDA receptor blockade: Potential relevance to schizophrenia?,compound_target,not_applicable,not_reported,antagonist,psychotomimetic effects,functional assay,antagonist,,,,not_applicable,human,not_reported,clinical,Nuri B. Farber; David F. Wozniak; Madelon T. Price; Joann Labruyere; Janice Huss; Heidi St. Peter; John W. Olney,1995,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Susceptibility to the psychotomimetic effects of the NMDA antagonist, ketamine is minimal or absent in children and becomes maximal in early adulthood. ... NMDA receptor hypofunction, the mechanism underlying the neurotoxic and psychotomimetic actions of NMDA antagonists...",abstract_only,abstract,abstract,not_reported,NIDA NIH HHS | NIMH NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Biological Psychiatry,journal-article,1995-12-01,0006-3223,1873-2402,Elsevier BV,"Adolescent | Adult | Age Factors | Animals | Cerebral Cortex / drug effects | Cerebral Cortex / physiopathology | Child | Disease Models, Animal | Dizocilpine Maleate / pharmacology | Excitatory Amino Acid Antagonists / pharmacology | Female | Gyrus Cinguli / drug effects | Gyrus Cinguli / physiopathology | Humans | Ketamine / pharmacology | Limbic System / drug effects | Limbic System / physiopathology | Neurons / drug effects | Rats | Rats, Sprague-Dawley | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Receptors, N-Methyl-D-Aspartate / physiology | Schizophrenia / physiopathology",eng,not_reported,,,,,,,,,,,,,,,medium,label,label,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},,NIDA NIH HHS | NIMH NIH HHS,DA 05072 | MH 14677 | MH 38894,10.1016/0006-3223(95)00529-3,CommentIn PMID:8750035 Biol Psychiatry. 1995 Dec 15;38(12):783-7. doi: 10.1016/0006-3223(95)00529-3.,
normalized,compound and graph entity matched local registry,MDMA,SERT (SLC6A4),,MDMA,SERT (SLC6A4),"(±)-3,4-Methylenedioxymethamphetamine (MDMA)",Serotonin transporter,,Serotonin transporter,potency as SERT substrates,molecular_target,SERT (SLC6A4),target,True,10.1016/j.ejphar.2011.10.033,Effects of MDMA and related analogs on plasma 5-HT: Relevance to 5-HT transporters in blood and brain,compound_target,not_applicable,not_reported,substrate,correlation with potency as SERT substrates,functional assay,substrate,,,,not_applicable,rat,rat brain synaptosomes,in_vitro,Samanta Yubero-Lahoz; Mario A. Ayestas; Bruce E. Blough; John S. Partilla; Richard B. Rothman; Rafael de la Torre; Michael H. Baumann,2011,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,The ability of MDMA and related analogs to elevate plasma 5-HT is correlated with their potency as SERT substrates in rat brain synaptosomes.,abstract_only,abstract,abstract,in vitro correlation study,NIDA NIH HHS | Intramural NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,European Journal of Pharmacology,journal-article,2011-11-03,0014-2999,1879-0712,Elsevier BV,"Animals | Brain / drug effects | Brain / metabolism | Male | Microdialysis | N-Methyl-3,4-methylenedioxyamphetamine / administration & dosage | N-Methyl-3,4-methylenedioxyamphetamine / analogs & derivatives | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Protein Transport / drug effects | Rats | Rats, Sprague-Dawley | Serotonin / blood | Serotonin / metabolism | Serotonin Plasma Membrane Transport Proteins / blood | Serotonin Plasma Membrane Transport Proteins / metabolism",eng,,,,,,,,,,,,,,,,medium,alias,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",,NIDA NIH HHS | Intramural NIH HHS,R01 DA017987 | Z01 DA000523 | Z99 DA999999,,,
normalized,compound and graph entity matched local registry,MDMA,SERT (SLC6A4),,MDMA,SERT (SLC6A4),"(±)-3,4-Methylenedioxymethamphetamine (MDMA)",Serotonin transporter,,Serotonin transporter,increase plasma 5-HT by a SERT-dependent mechanism,molecular_target,SERT (SLC6A4),target,True,10.1016/j.ejphar.2011.10.033,Effects of MDMA and related analogs on plasma 5-HT: Relevance to 5-HT transporters in blood and brain,compound_target,not_applicable,not_reported,increases release,in vitro microdialysis,microdialysis,increases release,,,,not_applicable,rat,rat blood specimens,in_vitro,Samanta Yubero-Lahoz; Mario A. Ayestas; Bruce E. Blough; John S. Partilla; Richard B. Rothman; Rafael de la Torre; Michael H. Baumann,2011,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"The in vitro results show that test drugs evoke dose-related increases in plasma 5-HT ranging from two- to sevenfold above baseline, with MDMA and its metabolite, (±)-3,4-methylenedioxyamphetamine (MDA), producing the largest effects. Collectively, our findings indicate that MDMA and its metabolites increase plasma 5-HT by a SERT-dependent mechanism",abstract_only,abstract,abstract,in vitro microdialysis,NIDA NIH HHS | Intramural NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,European Journal of Pharmacology,journal-article,2011-11-03,0014-2999,1879-0712,Elsevier BV,"Animals | Brain / drug effects | Brain / metabolism | Male | Microdialysis | N-Methyl-3,4-methylenedioxyamphetamine / administration & dosage | N-Methyl-3,4-methylenedioxyamphetamine / analogs & derivatives | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Protein Transport / drug effects | Rats | Rats, Sprague-Dawley | Serotonin / blood | Serotonin / metabolism | Serotonin Plasma Membrane Transport Proteins / blood | Serotonin Plasma Membrane Transport Proteins / metabolism",eng,,,,,,,,,,,,,,,,medium,alias,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",,NIDA NIH HHS | Intramural NIH HHS,R01 DA017987 | Z01 DA000523 | Z99 DA999999,,,
normalized,compound and graph entity matched local registry,MDA,SERT (SLC6A4),,MDA,SERT (SLC6A4),"(±)-3,4-methylenedioxyamphetamine (MDA)",Serotonin transporter,,Serotonin transporter,increase plasma 5-HT by a SERT-dependent mechanism,molecular_target,SERT (SLC6A4),target,True,10.1016/j.ejphar.2011.10.033,Effects of MDMA and related analogs on plasma 5-HT: Relevance to 5-HT transporters in blood and brain,compound_target,not_applicable,not_reported,increases release,in vitro microdialysis,microdialysis,increases release,,,,not_applicable,rat,rat blood specimens,in_vitro,Samanta Yubero-Lahoz; Mario A. Ayestas; Bruce E. Blough; John S. Partilla; Richard B. Rothman; Rafael de la Torre; Michael H. Baumann,2011,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"The in vitro results show that test drugs evoke dose-related increases in plasma 5-HT ranging from two- to sevenfold above baseline, with MDMA and its metabolite, (±)-3,4-methylenedioxyamphetamine (MDA), producing the largest effects. Collectively, our findings indicate that MDMA and its metabolites increase plasma 5-HT by a SERT-dependent mechanism",abstract_only,abstract,abstract,in vitro microdialysis,NIDA NIH HHS | Intramural NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,European Journal of Pharmacology,journal-article,2011-11-03,0014-2999,1879-0712,Elsevier BV,"Animals | Brain / drug effects | Brain / metabolism | Male | Microdialysis | N-Methyl-3,4-methylenedioxyamphetamine / administration & dosage | N-Methyl-3,4-methylenedioxyamphetamine / analogs & derivatives | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Protein Transport / drug effects | Rats | Rats, Sprague-Dawley | Serotonin / blood | Serotonin / metabolism | Serotonin Plasma Membrane Transport Proteins / blood | Serotonin Plasma Membrane Transport Proteins / metabolism",eng,,,,,,,,,,,,,,,,medium,alias,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",,NIDA NIH HHS | Intramural NIH HHS,R01 DA017987 | Z01 DA000523 | Z99 DA999999,,,
normalized,compound and graph entity matched local registry,MDMA,SERT (SLC6A4),,MDMA,SERT (SLC6A4),MDMA,serotonin transporter (SERT),,serotonin transporter,serotonin transporter (SERT),molecular_target,SERT (SLC6A4),target,True,10.1016/j.neuro.2015.11.009,"Involvement of autophagy upregulation in 3,4-methylenedioxymethamphetamine (‘ecstasy’)-induced serotonergic neurotoxicity",compound_target,not_reported,not_reported,mediation,,,mediation,,,,not_applicable,rat,cultured serotonergic neurons,in_vitro,I-Hsun Li; Kuo-Hsing Ma; Tzu-Jen Kao; Yang-Yi Lin; Shao-Ju Weng; Ting-Yin Yen; Lih-Chi Chen; Yuahn-Sieh Huang,2015,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,MDMA-induced autophagy activation in cultured serotonergic neurons might be mediated by serotonin transporter (SERT).,abstract_only,abstract,abstract,experimental,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,NeuroToxicology,journal-article,2015-11-21,0161-813X,1872-9711,Elsevier BV,"Adenine / analogs & derivatives | Adenine / pharmacology | Animals | Autophagy / drug effects | Benzylamines / metabolism | Brain Stem / drug effects | Cells, Cultured | Citalopram / pharmacology | Dose-Response Relationship, Drug | Down-Regulation / drug effects | Fluorine Radioisotopes / metabolism | Functional Neuroimaging | Male | N-Methyl-3,4-methylenedioxyamphetamine / antagonists & inhibitors | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Nerve Degeneration / chemically induced | Nerve Degeneration / pathology | Neurites / pathology | Neuroprotective Agents / pharmacology | Phagosomes / metabolism | Positron-Emission Tomography | Rats | Serotonergic Neurons / drug effects | Serotonergic Neurons / pathology | Serotonin Plasma Membrane Transport Proteins / metabolism",eng,not_reported,,,,,,,,,,,,,,,medium,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",3-Methyladenine | Autophagy | LC3B | MDMA | Serotonergic neuron | Tryptophan hydroxylase,,,,,
normalized,compound and graph entity matched local registry,MDMA,SERT (SLC6A4),,MDMA,SERT (SLC6A4),MDMA,serotonin transporter (SERT),,serotonin transporter,downregulation of SERT,molecular_target,SERT (SLC6A4),target,True,10.1016/j.neuro.2015.11.009,"Involvement of autophagy upregulation in 3,4-methylenedioxymethamphetamine (‘ecstasy’)-induced serotonergic neurotoxicity",compound_target,not_reported,not_reported,downregulation,animal-PET with 4-[(18)F]-ADAM,imaging,downregulation,,,,not_applicable,animal,in vivo animal model,in_vivo,I-Hsun Li; Kuo-Hsing Ma; Tzu-Jen Kao; Yang-Yi Lin; Shao-Ju Weng; Ting-Yin Yen; Lih-Chi Chen; Yuahn-Sieh Huang,2015,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"In an in vivo animal model administered MDMA, neuroimaging showed that 3-MA protected the serotonin system against MDMA-induced downregulation of SERT evaluated by animal-PET with 4-[(18)F]-ADAM, a SERT radioligand.",abstract_only,abstract,abstract,experimental,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,NeuroToxicology,journal-article,2015-11-21,0161-813X,1872-9711,Elsevier BV,"Adenine / analogs & derivatives | Adenine / pharmacology | Animals | Autophagy / drug effects | Benzylamines / metabolism | Brain Stem / drug effects | Cells, Cultured | Citalopram / pharmacology | Dose-Response Relationship, Drug | Down-Regulation / drug effects | Fluorine Radioisotopes / metabolism | Functional Neuroimaging | Male | N-Methyl-3,4-methylenedioxyamphetamine / antagonists & inhibitors | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Nerve Degeneration / chemically induced | Nerve Degeneration / pathology | Neurites / pathology | Neuroprotective Agents / pharmacology | Phagosomes / metabolism | Positron-Emission Tomography | Rats | Serotonergic Neurons / drug effects | Serotonergic Neurons / pathology | Serotonin Plasma Membrane Transport Proteins / metabolism",eng,not_reported,,,,,,,,,,,,,,,medium,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",3-Methyladenine | Autophagy | LC3B | MDMA | Serotonergic neuron | Tryptophan hydroxylase,,,,,
normalized,compound and graph entity matched local registry,Mescaline,5-HT1A,,Mescaline,5-HT1A,mescaline,5-HT1A receptor,,5-HT1A receptor,5-HT 1A,molecular_target,5-HT1A,target,True,10.1021/acschemneuro.8b00215,Dark Classics in Chemical Neuroscience: Mescaline,compound_target,not_applicable,not_reported,binds,binding_assay,binding_assay,binds,,,,not_applicable,not_reported,not_reported,in_vitro,Bruce K. Cassels; Patricio Sáez-Briones,2018,review,doi,review,evidence_synthesis,primary_evidence,uncertain,supported,0.8,False,mescaline binds in a similar concentration range to 5-HT 1A and α 2A receptors,abstract_only,abstract,abstract,not_reported,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.8; needs_human_review=False,ACS Chemical Neuroscience,journal-article,2018-05-30,1948-7193,1948-7193,American Chemical Society (ACS),"Hallucinogens / chemistry | Hallucinogens / history | Hallucinogens / pharmacology | Hallucinogens / therapeutic use | History, 16th Century | History, 19th Century | History, 20th Century | History, 21st Century | History, Ancient | Humans | Mescaline / chemistry | Mescaline / history | Mescaline / pharmacology | Mescaline / therapeutic use | Structure-Activity Relationship",eng,not_reported,,,,,,,,,,,,,,,medium,label,target_variant,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR1A""}",Mescaline | biosynthesis | hallucinogen | metabolism | peyote | pharmacology | structure−activity relationships | synthesis | wachuma San Pedro,,,,,
normalized,compound and graph entity matched local registry,MDMA,SERT (SLC6A4),,MDMA,SERT (SLC6A4),MDMA,Serotonin transporter,,Serotonin transporter,SERT reductions,molecular_target,SERT (SLC6A4),target,True,10.1038/sj.npp.1300736,Quantitative PET Studies of the Serotonin Transporter in MDMA Users and Controls Using [11C]McN5652 and [11C]DASB,compound_target,MDMA users,not_reported,reduction,Positron emission tomography (PET) with [11C]McN5652 and [11C]DASB ligands,Binding assay,reduction,Other,reduced density,,not_applicable,Human,Brain (cortical and subcortical structures),clinical,U. Mccann; Z. Szabo; Esen Seckin; P. Rosenblatt; W. B. Mathews; H. Ravert; R. Dannals; G. Ricaurte,2005,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Global SERT reductions were found in MDMA users with both PET ligands, using all three of the above-mentioned SERT-binding parameters. Preplanned comparisons in 15 regions of interest demonstrated reductions in selected cortical and subcortical structures.",abstract_only,abstract,abstract,observational,National Center for Research Resources,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Neuropsychopharmacology,JournalArticle | Study | ClinicalTrial,2005-09-01,0893-133X,1740-634X,Springer Nature,"Adult | Benzylamines / pharmacokinetics | Brain / diagnostic imaging | Brain / anatomy & histology | Brain / drug effects | Carbon Radioisotopes / pharmacokinetics | Demography | Female | Hallucinogens / administration & dosage | Humans | Image Processing, Computer-Assisted / methods | Isoquinolines / pharmacokinetics | Magnetic Resonance Imaging / methods | Male | Membrane Glycoproteins / metabolism | Nerve Tissue Proteins / metabolism | Protein Binding | Radioligand Assay / methods | Serotonin Antagonists / pharmacokinetics | Statistics as Topic | Models, Statistical | N-Methyl-3,4-methylenedioxyamphetamine / administration & dosage | Radiopharmaceuticals / metabolism | Membrane Transport Proteins / metabolism | Positron-Emission Tomography / methods | Serotonin Plasma Membrane Transport Proteins",en,not_reported,,,,,,,,,,,,,,,medium,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",Psychology | Medicine | external | s2-fos-model,National Center for Research Resources,M01RR002719 | M01 RR002719 | Z01 DA000206 | R01 AG014400 | K02 DA000206 | R01 AA011653 | R01 DA010217 | AA11653 | DA10217,,,1f5f0407f5e33d394c30d730555a0df6a6e5fbf1
normalized,compound and graph entity matched local registry,Ketamine,NMDA receptor,,Ketamine,NMDA receptor,Ketamine,N-methyl-D-aspartate receptor,,N-methyl-D-aspartate receptor,NMDA receptor blocker,molecular_target,NMDA receptor,target,True,10.1016/j.seizure.2025.02.002,Apparent efficacy of NMDAR antagonist use as a targeted therapy for status epilepticus in an infant with ATP1A2-related developmental epileptic encephalopathy,compound_target,status epilepticus,not_reported,blocker,clinical observation,functional activity,blocker,,,,not_applicable,Human,infant patient,clinical,Leman Tekin Orgun; Adnan Deniz; Ayfer Sakarya Güneş; Deniz Akkoyunlu; Gökçe Cırdı; Anıl Gök; Bülent Kara,2025,case_report,doi,case_report,original_empirical,primary_evidence,uncertain,supported,0.9,False,"Her seizure was partially responsive to ketamine, and she became seizure-free when memantine, another NMDA receptor blocker, was added to the treatment.",abstract_only,abstract,CASE REPORT,case report,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Seizure,journal-article,2025-02-06,1059-1311,1532-2688,Elsevier BV,"Humans | Status Epilepticus / drug therapy | Status Epilepticus / genetics | Female | Infant | Sodium-Potassium-Exchanging ATPase / genetics | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Memantine / therapeutic use | Excitatory Amino Acid Antagonists / therapeutic use",eng,,,,,,,,,,,,,,,,medium,label,alias,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},ATP1A2 gene | Developmental epileptic encephalopathy | NMDAR antagonist | children | status epilepticus,,,,,
normalized,compound and graph entity matched local registry,Ketamine,NMDA receptor,,Ketamine,NMDA receptor,Ketamine,NMDA receptor,,NMDA receptor,NMDA receptor antagonist,molecular_target,NMDA receptor,target,True,10.1080/15360288.2024.2441794,Intravenous Magnesium Sulfate as an Adjunct to Intravenous Ketamine for Acute Pain: A Case Series,compound_target,not_reported,not_reported,antagonist,,,antagonist,,,,not_applicable,not_reported,not_reported,clinical,Nathan Smith; Sanny Juresic; Kia Lor; Carrie Schmidt; Annie Bell Howrigon; Oludare Olatoye,2024,case_report,doi,case_report,original_empirical,primary_evidence,uncertain,supported,0.9,False,"Notably, in the postoperative phase of care, it shares intriguing similarities with ketamine as an NMDA receptor antagonist.",abstract_only,abstract,abstract,Case Series,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Journal of Pain & Palliative Care Pharmacotherapy,journal-article,2024-12-13,1536-0288,1536-0539,Informa UK Limited,"Humans | Magnesium Sulfate / administration & dosage | Magnesium Sulfate / therapeutic use | Ketamine / administration & dosage | Ketamine / therapeutic use | Female | Acute Pain / drug therapy | Analgesics / administration & dosage | Analgesics / therapeutic use | Middle Aged | Postoperative Pain / drug therapy | Administration, Intravenous | Drug Therapy, Combination | Infusions, Intravenous | Male | Aged | Adult",eng,,,,,,,,,,,,,,,,medium,label,label,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},Acute Pain | Ketamine | Magnesium Sulfate | Pain,,,,,
normalized,compound and graph entity matched local registry,Ketamine,NMDA receptor,,Ketamine,NMDA receptor,ketamine,NMDA receptor,,NMDA receptor,NMDA receptor antagonist,molecular_target,NMDA receptor,target,True,10.1097/fbp.0b013e32835cf442,"Pre-exposure to related substances induced place preference and self-administration of the NMDA receptor antagonist–benzodiazepine combination, zoletil",compound_target,not_applicable,not_reported,antagonist,,,antagonist,,,,not_applicable,rat,in vivo rat model,in_vivo,June Bryan I. de la Peña; Seo Young Yoon; Ike C. de la Peña; Hye Lim Lee; Irene Joy I. de la Peña; Jae Hoon Cheong,2012,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"NMDA receptor antagonists (tiletamine, ketamine)",abstract_only,abstract,abstract,Preclinical animal study,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Behavioural Pharmacology,journal-article,2012-12-13,0955-8810,1473-5849,Ovid Technologies (Wolters Kluwer Health),"Anesthetics / administration & dosage | Anesthetics / adverse effects | Anesthetics / pharmacology | Anesthetics / therapeutic use | Animals | Behavior, Animal / drug effects | Dose-Response Relationship, Drug | Drug Combinations | Drug Interactions | Ketamine / adverse effects | Ketamine / pharmacology | Locomotion / drug effects | Male | Nerve Tissue Proteins / antagonists & inhibitors | Neurons / drug effects | Neurons / metabolism | Rats | Rats, Sprague-Dawley | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Reinforcement, Psychology | Reward | Self Administration | Spatial Behavior / drug effects | Substance-Related Disorders / drug therapy | Substance-Related Disorders / metabolism | Tiletamine / administration & dosage | Tiletamine / adverse effects | Tiletamine / pharmacology | Tiletamine / therapeutic use | Zolazepam / administration & dosage | Zolazepam / adverse effects | Zolazepam / pharmacology | Zolazepam / therapeutic use",eng,,,,,,,,,,,,,,,,medium,label,label,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},,,,,,
