normalization_status,normalization_notes,compound,target,disorder,canonical_compound,canonical_entity,compound_original,target_original,disorder_original,graph_entity_original,raw_entity_label,entity_role,graph_entity_label,graph_entity_type,graph_include_candidate,study_doi,study_title,claim_type,clinical_context_condition,graph_exclusion_reason,mechanism_type,assay_type,assay_family,action_type,affinity_type,affinity_value,affinity_unit,result_direction,species,model_or_system,system,authors,study_year,paper_type,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,supporting_quote,access_level,evidence_location,evidence_locator,study_design,funding,conflicts_of_interest,risk_of_bias_summary,notes,study_journal,publication_type,publication_date,journal_issn,journal_eissn,mesh_terms,keywords,language,sample_size_total,sample_size_by_arm,comparator,intervention_or_exposure,dose,route,session_count_or_duration,primary_outcome,outcome_measure,timepoint,effect_size,p_value,confidence_interval,adverse_events,evidence_level,normalization_dataset,normalization_entity_category,compound_match_type,entity_match_type,compound_match_value,entity_match_value,compound_registry_status,entity_registry_status,compound_ids,entity_ids,entity_candidate_label,entity_candidate_score,publisher,trial_registry_ids,funders,grant_ids,related_dois,publication_relations,semantic_scholar_id
entity_unmapped,graph entity `alpha1-adrenoceptors` did not match registry,Lisuride,alpha1-adrenoceptors,,Lisuride,,,,,,alpha1-adrenoceptors,molecular_target,alpha1-adrenoceptors,target,True,10.1016/j.ejphar.2006.02.010,Potential vascular α1-adrenoceptor blocking properties of an array of 5-HT receptor ligands in the rat,compound_target,not_applicable,not_reported,antagonist,phenylephrine-induced vasopressor response antagonism,functional assay,antagonist,,,,not_applicable,rat,pithed rat systemic vasculature,in_vivo,David Centurión; Suneet Mehotra; Araceli Sánchez-López; Saurabh Gupta; Antoinette MaassenVanDenBrink; Carlos M. Villalón,2006,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"These results show that methiothepin, ketanserin, clozapine, lisuride and buspirone can block alpha1-adrenoceptors in the rat systemic vasculature.",abstract_only,abstract,abstract,in vivo pharmacological study,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,European Journal of Pharmacology,journal-article,2006-03-01,0014-2999,1879-0712,"8-Hydroxy-2-(di-n-propylamino)tetralin / pharmacology | Adrenergic alpha-1 Receptor Agonists | Adrenergic alpha-1 Receptor Antagonists | Adrenergic alpha-Agonists / pharmacology | Adrenergic alpha-Antagonists | Animals | Blood Pressure / drug effects | Blood Pressure / physiology | Buspirone / pharmacology | Clozapine / pharmacology | Decerebrate State | Dose-Response Relationship, Drug | Drug Interactions | Ergotamine / pharmacology | Heart Rate / drug effects | Heart Rate / physiology | Ketanserin / pharmacology | Lisuride / pharmacology | Male | Metergoline / pharmacology | Methiothepin / pharmacology | Methysergide / pharmacology | Phenylephrine / pharmacology | Piperazines / pharmacology | Pizotyline / pharmacology | Prazosin / pharmacology | Pyridines / pharmacology | Rats | Rats, Wistar | Receptors, Adrenergic, alpha-1 / physiology | Serotonin Antagonists / pharmacology | Serotonin Receptor Agonists / pharmacology | Yohimbine / pharmacology",,eng,,,,,,,,,,,,,,,medium,mechanistic,targets,label,,Lisuride,alpha1-adrenoceptors,needs_external_id_lookup,,{},{},,0.0,Elsevier BV,not_reported,,,,,
compound_unmapped,compound `Buspirone` did not match registry,Buspirone,alpha1-adrenoceptors,,,,,,,,alpha1-adrenoceptors,molecular_target,alpha1-adrenoceptors,target,True,10.1016/j.ejphar.2006.02.010,Potential vascular α1-adrenoceptor blocking properties of an array of 5-HT receptor ligands in the rat,compound_target,not_applicable,not_reported,antagonist,phenylephrine-induced vasopressor response antagonism,functional assay,antagonist,,,,not_applicable,rat,pithed rat systemic vasculature,in_vivo,David Centurión; Suneet Mehotra; Araceli Sánchez-López; Saurabh Gupta; Antoinette MaassenVanDenBrink; Carlos M. Villalón,2006,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"These results show that methiothepin, ketanserin, clozapine, lisuride and buspirone can block alpha1-adrenoceptors in the rat systemic vasculature.",abstract_only,abstract,abstract,in vivo pharmacological study,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,European Journal of Pharmacology,journal-article,2006-03-01,0014-2999,1879-0712,"8-Hydroxy-2-(di-n-propylamino)tetralin / pharmacology | Adrenergic alpha-1 Receptor Agonists | Adrenergic alpha-1 Receptor Antagonists | Adrenergic alpha-Agonists / pharmacology | Adrenergic alpha-Antagonists | Animals | Blood Pressure / drug effects | Blood Pressure / physiology | Buspirone / pharmacology | Clozapine / pharmacology | Decerebrate State | Dose-Response Relationship, Drug | Drug Interactions | Ergotamine / pharmacology | Heart Rate / drug effects | Heart Rate / physiology | Ketanserin / pharmacology | Lisuride / pharmacology | Male | Metergoline / pharmacology | Methiothepin / pharmacology | Methysergide / pharmacology | Phenylephrine / pharmacology | Piperazines / pharmacology | Pizotyline / pharmacology | Prazosin / pharmacology | Pyridines / pharmacology | Rats | Rats, Wistar | Receptors, Adrenergic, alpha-1 / physiology | Serotonin Antagonists / pharmacology | Serotonin Receptor Agonists / pharmacology | Yohimbine / pharmacology",,eng,,,,,,,,,,,,,,,medium,mechanistic,targets,,,Buspirone,alpha1-adrenoceptors,,,{},{},,0.0,Elsevier BV,not_reported,,,,,
compound_unmapped,compound `Mephedrone` did not match registry,Mephedrone,Dopamine transporter (DAT),,,DAT (SLC6A3),,,,,"dopamine (i.e., DAT)",molecular_target,Dopamine transporter (DAT),target,True,10.1016/j.ejphar.2012.11.020,Psychoactive “bath salts”: Not so soothing,compound_target,not_applicable,not_applicable,substrate,transporter activity assay,functional assay,substrate,,,,not_applicable,rat,in vitro / in vivo brain,mixed,Michael H. Baumann; John S. Partilla; Kurt R. Lehner,2012,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"Mephedrone and methylone act as non-selective transporter substrates, thereby stimulating non-exocytotic release of dopamine, norepinephrine and serotonin. Administration of mephedrone or methylone to rats increases extracellular concentrations of dopamine and serotonin in the brain",abstract_only,abstract,abstract,not_reported,Intramural NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,European Journal of Pharmacology,journal-article,2012-11-22,0014-2999,1879-0712,Alkaloids / adverse effects | Alkaloids / pharmacology | Alkaloids / toxicity | Animals | Baths | Catecholamine Plasma Membrane Transport Proteins / metabolism | Central Nervous System Stimulants / adverse effects | Central Nervous System Stimulants / pharmacology | Central Nervous System Stimulants / toxicity | Humans | Psychotropic Drugs / adverse effects | Psychotropic Drugs / pharmacology | Psychotropic Drugs / toxicity,,eng,,,,,,,,,,,,,,,medium,mechanistic,targets,,alias,Mephedrone,Dopamine transporter (DAT),,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A3""}",DAT (SLC6A3),1.0,Elsevier BV,not_reported,Intramural NIH HHS,Z99 DA999999,,,
compound_unmapped,compound `Mephedrone` did not match registry,Mephedrone,Norepinephrine transporter (NET),,,NET (SLC6A2),,,,,"norepinephrine (i.e., NET)",molecular_target,Norepinephrine transporter (NET),target,True,10.1016/j.ejphar.2012.11.020,Psychoactive “bath salts”: Not so soothing,compound_target,not_applicable,not_applicable,substrate,transporter activity assay,functional assay,substrate,,,,not_applicable,not_reported,in vitro,in_vitro,Michael H. Baumann; John S. Partilla; Kurt R. Lehner,2012,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"Mephedrone and methylone act as non-selective transporter substrates, thereby stimulating non-exocytotic release of dopamine, norepinephrine and serotonin.",abstract_only,abstract,abstract,not_reported,Intramural NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,European Journal of Pharmacology,journal-article,2012-11-22,0014-2999,1879-0712,Alkaloids / adverse effects | Alkaloids / pharmacology | Alkaloids / toxicity | Animals | Baths | Catecholamine Plasma Membrane Transport Proteins / metabolism | Central Nervous System Stimulants / adverse effects | Central Nervous System Stimulants / pharmacology | Central Nervous System Stimulants / toxicity | Humans | Psychotropic Drugs / adverse effects | Psychotropic Drugs / pharmacology | Psychotropic Drugs / toxicity,,eng,,,,,,,,,,,,,,,medium,mechanistic,targets,,alias,Mephedrone,Norepinephrine transporter (NET),,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A2""}",NET (SLC6A2),1.0,Elsevier BV,not_reported,Intramural NIH HHS,Z99 DA999999,,,
compound_unmapped,compound `Mephedrone` did not match registry,Mephedrone,Serotonin transporter (SERT),,,SERT (SLC6A4),,,,,"serotonin (i.e, SERT)",molecular_target,Serotonin transporter (SERT),target,True,10.1016/j.ejphar.2012.11.020,Psychoactive “bath salts”: Not so soothing,compound_target,not_applicable,not_applicable,substrate,transporter activity assay,functional assay,substrate,,,,not_applicable,rat,in vitro / in vivo brain,mixed,Michael H. Baumann; John S. Partilla; Kurt R. Lehner,2012,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"Mephedrone and methylone act as non-selective transporter substrates, thereby stimulating non-exocytotic release of dopamine, norepinephrine and serotonin. Administration of mephedrone or methylone to rats increases extracellular concentrations of dopamine and serotonin in the brain",abstract_only,abstract,abstract,not_reported,Intramural NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,European Journal of Pharmacology,journal-article,2012-11-22,0014-2999,1879-0712,Alkaloids / adverse effects | Alkaloids / pharmacology | Alkaloids / toxicity | Animals | Baths | Catecholamine Plasma Membrane Transport Proteins / metabolism | Central Nervous System Stimulants / adverse effects | Central Nervous System Stimulants / pharmacology | Central Nervous System Stimulants / toxicity | Humans | Psychotropic Drugs / adverse effects | Psychotropic Drugs / pharmacology | Psychotropic Drugs / toxicity,,eng,,,,,,,,,,,,,,,medium,mechanistic,targets,,alias,Mephedrone,Serotonin transporter (SERT),,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",SERT (SLC6A4),1.0,Elsevier BV,not_reported,Intramural NIH HHS,Z99 DA999999,,,
compound_unmapped,compound `Methylone` did not match registry,Methylone,Dopamine transporter (DAT),,,DAT (SLC6A3),,,,,"dopamine (i.e., DAT)",molecular_target,Dopamine transporter (DAT),target,True,10.1016/j.ejphar.2012.11.020,Psychoactive “bath salts”: Not so soothing,compound_target,not_applicable,not_applicable,substrate,transporter activity assay,functional assay,substrate,,,,not_applicable,rat,in vitro / in vivo brain,mixed,Michael H. Baumann; John S. Partilla; Kurt R. Lehner,2012,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"Mephedrone and methylone act as non-selective transporter substrates, thereby stimulating non-exocytotic release of dopamine, norepinephrine and serotonin. Administration of mephedrone or methylone to rats increases extracellular concentrations of dopamine and serotonin in the brain",abstract_only,abstract,abstract,not_reported,Intramural NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,European Journal of Pharmacology,journal-article,2012-11-22,0014-2999,1879-0712,Alkaloids / adverse effects | Alkaloids / pharmacology | Alkaloids / toxicity | Animals | Baths | Catecholamine Plasma Membrane Transport Proteins / metabolism | Central Nervous System Stimulants / adverse effects | Central Nervous System Stimulants / pharmacology | Central Nervous System Stimulants / toxicity | Humans | Psychotropic Drugs / adverse effects | Psychotropic Drugs / pharmacology | Psychotropic Drugs / toxicity,,eng,,,,,,,,,,,,,,,medium,mechanistic,targets,,alias,Methylone,Dopamine transporter (DAT),,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A3""}",DAT (SLC6A3),1.0,Elsevier BV,not_reported,Intramural NIH HHS,Z99 DA999999,,,
compound_unmapped,compound `Methylone` did not match registry,Methylone,Norepinephrine transporter (NET),,,NET (SLC6A2),,,,,"norepinephrine (i.e., NET)",molecular_target,Norepinephrine transporter (NET),target,True,10.1016/j.ejphar.2012.11.020,Psychoactive “bath salts”: Not so soothing,compound_target,not_applicable,not_applicable,substrate,transporter activity assay,functional assay,substrate,,,,not_applicable,not_reported,in vitro,in_vitro,Michael H. Baumann; John S. Partilla; Kurt R. Lehner,2012,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"Mephedrone and methylone act as non-selective transporter substrates, thereby stimulating non-exocytotic release of dopamine, norepinephrine and serotonin.",abstract_only,abstract,abstract,not_reported,Intramural NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,European Journal of Pharmacology,journal-article,2012-11-22,0014-2999,1879-0712,Alkaloids / adverse effects | Alkaloids / pharmacology | Alkaloids / toxicity | Animals | Baths | Catecholamine Plasma Membrane Transport Proteins / metabolism | Central Nervous System Stimulants / adverse effects | Central Nervous System Stimulants / pharmacology | Central Nervous System Stimulants / toxicity | Humans | Psychotropic Drugs / adverse effects | Psychotropic Drugs / pharmacology | Psychotropic Drugs / toxicity,,eng,,,,,,,,,,,,,,,medium,mechanistic,targets,,alias,Methylone,Norepinephrine transporter (NET),,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A2""}",NET (SLC6A2),1.0,Elsevier BV,not_reported,Intramural NIH HHS,Z99 DA999999,,,
compound_unmapped,compound `Methylone` did not match registry,Methylone,Serotonin transporter (SERT),,,SERT (SLC6A4),,,,,"serotonin (i.e, SERT)",molecular_target,Serotonin transporter (SERT),target,True,10.1016/j.ejphar.2012.11.020,Psychoactive “bath salts”: Not so soothing,compound_target,not_applicable,not_applicable,substrate,transporter activity assay,functional assay,substrate,,,,not_applicable,rat,in vitro / in vivo brain,mixed,Michael H. Baumann; John S. Partilla; Kurt R. Lehner,2012,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"Mephedrone and methylone act as non-selective transporter substrates, thereby stimulating non-exocytotic release of dopamine, norepinephrine and serotonin. Administration of mephedrone or methylone to rats increases extracellular concentrations of dopamine and serotonin in the brain",abstract_only,abstract,abstract,not_reported,Intramural NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,European Journal of Pharmacology,journal-article,2012-11-22,0014-2999,1879-0712,Alkaloids / adverse effects | Alkaloids / pharmacology | Alkaloids / toxicity | Animals | Baths | Catecholamine Plasma Membrane Transport Proteins / metabolism | Central Nervous System Stimulants / adverse effects | Central Nervous System Stimulants / pharmacology | Central Nervous System Stimulants / toxicity | Humans | Psychotropic Drugs / adverse effects | Psychotropic Drugs / pharmacology | Psychotropic Drugs / toxicity,,eng,,,,,,,,,,,,,,,medium,mechanistic,targets,,alias,Methylone,Serotonin transporter (SERT),,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",SERT (SLC6A4),1.0,Elsevier BV,not_reported,Intramural NIH HHS,Z99 DA999999,,,
compound_unmapped,compound `MDPV` did not match registry,MDPV,Dopamine transporter (DAT),,,DAT (SLC6A3),,,,,DAT,molecular_target,Dopamine transporter (DAT),target,True,10.1016/j.ejphar.2012.11.020,Psychoactive “bath salts”: Not so soothing,compound_target,not_applicable,not_applicable,blocker,transporter binding/uptake inhibition assay,receptor/transporter binding,blocker,,,,not_applicable,not_reported,in vitro,in_vitro,Michael H. Baumann; John S. Partilla; Kurt R. Lehner,2012,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"By contrast, MDPV acts as a potent blocker at DAT and NET, with little effect at SERT.",abstract_only,abstract,abstract,not_reported,Intramural NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,European Journal of Pharmacology,journal-article,2012-11-22,0014-2999,1879-0712,Alkaloids / adverse effects | Alkaloids / pharmacology | Alkaloids / toxicity | Animals | Baths | Catecholamine Plasma Membrane Transport Proteins / metabolism | Central Nervous System Stimulants / adverse effects | Central Nervous System Stimulants / pharmacology | Central Nervous System Stimulants / toxicity | Humans | Psychotropic Drugs / adverse effects | Psychotropic Drugs / pharmacology | Psychotropic Drugs / toxicity,,eng,,,,,,,,,,,,,,,medium,mechanistic,targets,,alias,MDPV,Dopamine transporter (DAT),,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A3""}",DAT (SLC6A3),1.0,Elsevier BV,not_reported,Intramural NIH HHS,Z99 DA999999,,,
compound_unmapped,compound `MDPV` did not match registry,MDPV,Norepinephrine transporter (NET),,,NET (SLC6A2),,,,,NET,molecular_target,Norepinephrine transporter (NET),target,True,10.1016/j.ejphar.2012.11.020,Psychoactive “bath salts”: Not so soothing,compound_target,not_applicable,not_applicable,blocker,transporter binding/uptake inhibition assay,receptor/transporter binding,blocker,,,,not_applicable,not_reported,in vitro,in_vitro,Michael H. Baumann; John S. Partilla; Kurt R. Lehner,2012,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"By contrast, MDPV acts as a potent blocker at DAT and NET, with little effect at SERT.",abstract_only,abstract,abstract,not_reported,Intramural NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,European Journal of Pharmacology,journal-article,2012-11-22,0014-2999,1879-0712,Alkaloids / adverse effects | Alkaloids / pharmacology | Alkaloids / toxicity | Animals | Baths | Catecholamine Plasma Membrane Transport Proteins / metabolism | Central Nervous System Stimulants / adverse effects | Central Nervous System Stimulants / pharmacology | Central Nervous System Stimulants / toxicity | Humans | Psychotropic Drugs / adverse effects | Psychotropic Drugs / pharmacology | Psychotropic Drugs / toxicity,,eng,,,,,,,,,,,,,,,medium,mechanistic,targets,,alias,MDPV,Norepinephrine transporter (NET),,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A2""}",NET (SLC6A2),1.0,Elsevier BV,not_reported,Intramural NIH HHS,Z99 DA999999,,,
compound_unmapped,compound `MDPV` did not match registry,MDPV,Serotonin transporter (SERT),,,SERT (SLC6A4),,,,,SERT,molecular_target,Serotonin transporter (SERT),target,True,10.1016/j.ejphar.2012.11.020,Psychoactive “bath salts”: Not so soothing,compound_target,not_applicable,not_applicable,no effect,transporter binding/uptake assay,receptor/transporter binding,no effect,,,,not_applicable,not_reported,in vitro,in_vitro,Michael H. Baumann; John S. Partilla; Kurt R. Lehner,2012,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"By contrast, MDPV acts as a potent blocker at DAT and NET, with little effect at SERT.",abstract_only,abstract,abstract,not_reported,Intramural NIH HHS,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,European Journal of Pharmacology,journal-article,2012-11-22,0014-2999,1879-0712,Alkaloids / adverse effects | Alkaloids / pharmacology | Alkaloids / toxicity | Animals | Baths | Catecholamine Plasma Membrane Transport Proteins / metabolism | Central Nervous System Stimulants / adverse effects | Central Nervous System Stimulants / pharmacology | Central Nervous System Stimulants / toxicity | Humans | Psychotropic Drugs / adverse effects | Psychotropic Drugs / pharmacology | Psychotropic Drugs / toxicity,,eng,,,,,,,,,,,,,,,medium,mechanistic,targets,,alias,MDPV,Serotonin transporter (SERT),,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",SERT (SLC6A4),1.0,Elsevier BV,not_reported,Intramural NIH HHS,Z99 DA999999,,,
entity_unmapped,graph entity `5-HT2 receptor` did not match registry,DOI,5-HT2 receptor,,DOI,,,,,,5-HT(2) agonist DOI,molecular_target,5-HT2 receptor,target,True,10.1016/j.neuropharm.2004.10.011,Serotonergic modulation of carbachol-induced rhythmic activity in hippocampal slices,compound_target,not_applicable,not_applicable,agonist,modulation of carbachol-induced rhythmic activity (spectral power),functional assay,agonist,,,,not_applicable,Rats,hippocampal area CA3 slices,in_vitro,M KRAUSE; Y JIA,2005,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,The 5-HT(2) agonist DOI increases spectral power and prevents the reduction of spectral power by 5-HT.,abstract_only,abstract,abstract,in vitro experiment,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Neuropharmacology,journal-article,2005-01-27,0028-3908,1873-7064,"Action Potentials / drug effects | Action Potentials / physiology | Animals | Carbachol / pharmacology | Dose-Response Relationship, Drug | Hippocampus / drug effects | Hippocampus / physiology | Male | Periodicity | Rats | Rats, Sprague-Dawley | Receptor, Serotonin, 5-HT1A / physiology | Serotonin / pharmacology | Serotonin 5-HT1 Receptor Agonists | Serotonin 5-HT1 Receptor Antagonists | Serotonin Agents / pharmacology | Serotonin Antagonists / pharmacology | Serotonin Receptor Agonists / pharmacology",,eng,,,,,,,,,,,,,,,medium,mechanistic,targets,label,,DOI,5-HT2 receptor,needs_external_id_lookup,,{},{},,0.0,Elsevier BV,not_reported,,,,,
compound_unmapped,compound `WAY-100635` did not match registry,WAY-100635,5-HT1A receptor,,,5-HT1A,,,,,selective 5-HT(1A) receptor antagonist WAY-100635 (1 microM),molecular_target,5-HT1A receptor,target,True,10.1016/j.neuropharm.2004.10.011,Serotonergic modulation of carbachol-induced rhythmic activity in hippocampal slices,compound_target,not_applicable,not_applicable,antagonist,modulation of carbachol-induced rhythmic activity (spectral power),functional assay,antagonist,,,,not_applicable,Rats,hippocampal area CA3 slices,in_vitro,M KRAUSE; Y JIA,2005,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,the selective 5-HT(1A) receptor antagonist WAY-100635 (1 microM) significantly prevents the effect of 5-HT.,abstract_only,abstract,abstract,in vitro experiment,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Neuropharmacology,journal-article,2005-01-27,0028-3908,1873-7064,"Action Potentials / drug effects | Action Potentials / physiology | Animals | Carbachol / pharmacology | Dose-Response Relationship, Drug | Hippocampus / drug effects | Hippocampus / physiology | Male | Periodicity | Rats | Rats, Sprague-Dawley | Receptor, Serotonin, 5-HT1A / physiology | Serotonin / pharmacology | Serotonin 5-HT1 Receptor Agonists | Serotonin 5-HT1 Receptor Antagonists | Serotonin Agents / pharmacology | Serotonin Antagonists / pharmacology | Serotonin Receptor Agonists / pharmacology",,eng,,,,,,,,,,,,,,,medium,mechanistic,targets,,target_variant,WAY-100635,5-HT1A receptor,,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR1A""}",5-HT1A,1.0,Elsevier BV,not_reported,,,,,
compound_unmapped,compound `Ritanserin` did not match registry,Ritanserin,5-HT2 receptor,,,,,,,,5-HT(2) antagonist ritanserin (10 microM),molecular_target,5-HT2 receptor,target,True,10.1016/j.neuropharm.2004.10.011,Serotonergic modulation of carbachol-induced rhythmic activity in hippocampal slices,compound_target,not_applicable,not_applicable,antagonist,modulation of carbachol-induced rhythmic activity (spectral power),functional assay,antagonist,,,,not_applicable,Rats,hippocampal area CA3 slices,in_vitro,M KRAUSE; Y JIA,2005,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"Likewise, the 5-HT(2) antagonist ritanserin (10 microM) does not affect rhythmic activity, or its reduction by 5-HT.",abstract_only,abstract,abstract,in vitro experiment,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Neuropharmacology,journal-article,2005-01-27,0028-3908,1873-7064,"Action Potentials / drug effects | Action Potentials / physiology | Animals | Carbachol / pharmacology | Dose-Response Relationship, Drug | Hippocampus / drug effects | Hippocampus / physiology | Male | Periodicity | Rats | Rats, Sprague-Dawley | Receptor, Serotonin, 5-HT1A / physiology | Serotonin / pharmacology | Serotonin 5-HT1 Receptor Agonists | Serotonin 5-HT1 Receptor Antagonists | Serotonin Agents / pharmacology | Serotonin Antagonists / pharmacology | Serotonin Receptor Agonists / pharmacology",,eng,,,,,,,,,,,,,,,medium,mechanistic,targets,,,Ritanserin,5-HT2 receptor,,,{},{},,0.0,Elsevier BV,not_reported,,,,,
compound_unmapped,compound `8-OH-DPAT` did not match registry,8-OH-DPAT,5-HT1A receptor,,,5-HT1A,,,,,5-HT(1A) agonists 8-OH-DPAT,molecular_target,5-HT1A receptor,target,True,10.1016/j.neuropharm.2004.10.011,Serotonergic modulation of carbachol-induced rhythmic activity in hippocampal slices,compound_target,not_applicable,not_applicable,agonist,modulation of carbachol-induced rhythmic activity (spectral power),functional assay,agonist,,,,not_applicable,Rats,hippocampal area CA3 slices,in_vitro,M KRAUSE; Y JIA,2005,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,The 5-HT(1A) agonists 8-OH-DPAT and buspirone mimic the effect of 5-HT,abstract_only,abstract,abstract,in vitro experiment,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Neuropharmacology,journal-article,2005-01-27,0028-3908,1873-7064,"Action Potentials / drug effects | Action Potentials / physiology | Animals | Carbachol / pharmacology | Dose-Response Relationship, Drug | Hippocampus / drug effects | Hippocampus / physiology | Male | Periodicity | Rats | Rats, Sprague-Dawley | Receptor, Serotonin, 5-HT1A / physiology | Serotonin / pharmacology | Serotonin 5-HT1 Receptor Agonists | Serotonin 5-HT1 Receptor Antagonists | Serotonin Agents / pharmacology | Serotonin Antagonists / pharmacology | Serotonin Receptor Agonists / pharmacology",,eng,,,,,,,,,,,,,,,medium,mechanistic,targets,,target_variant,8-OH-DPAT,5-HT1A receptor,,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR1A""}",5-HT1A,1.0,Elsevier BV,not_reported,,,,,
compound_unmapped,compound `Buspirone` did not match registry,Buspirone,5-HT1A receptor,,,5-HT1A,,,,,5-HT(1A) agonists buspirone,molecular_target,5-HT1A receptor,target,True,10.1016/j.neuropharm.2004.10.011,Serotonergic modulation of carbachol-induced rhythmic activity in hippocampal slices,compound_target,not_applicable,not_applicable,agonist,modulation of carbachol-induced rhythmic activity (spectral power),functional assay,agonist,,,,not_applicable,Rats,hippocampal area CA3 slices,in_vitro,M KRAUSE; Y JIA,2005,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,The 5-HT(1A) agonists 8-OH-DPAT and buspirone mimic the effect of 5-HT,abstract_only,abstract,abstract,in vitro experiment,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Neuropharmacology,journal-article,2005-01-27,0028-3908,1873-7064,"Action Potentials / drug effects | Action Potentials / physiology | Animals | Carbachol / pharmacology | Dose-Response Relationship, Drug | Hippocampus / drug effects | Hippocampus / physiology | Male | Periodicity | Rats | Rats, Sprague-Dawley | Receptor, Serotonin, 5-HT1A / physiology | Serotonin / pharmacology | Serotonin 5-HT1 Receptor Agonists | Serotonin 5-HT1 Receptor Antagonists | Serotonin Agents / pharmacology | Serotonin Antagonists / pharmacology | Serotonin Receptor Agonists / pharmacology",,eng,,,,,,,,,,,,,,,medium,mechanistic,targets,,target_variant,Buspirone,5-HT1A receptor,,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR1A""}",5-HT1A,1.0,Elsevier BV,not_reported,,,,,
