study_doi,notes,study_title,evidence_location,study_year,source,source_type,evidence_locator,authors,access_level,disorder,compound,openalex_id,evidence_level,study_design,system,population,outcome_type,outcome_measure,paper_type,result_direction,demoted_from,cleanup_bucket,recommended_action,cleanup_issues,original_row_index,demoted_at
10.3389/fpsyt.2025.1552084,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields,Ketamine in treating opioid use disorder and opioid withdrawal: a scoping review,mixed,2025,doi,primary_study,"Abstract snippet: Introduction Opioid use disorder (OUD) continues to be a public health crisis in the United States, with mortality having doubled over the last twenty years, leading to s",Mary R. Shen; D Campbell; A Kopczyński; Samuel Maddams; Naomi Rosenblum; Kabir Nigam; Joji Suzuki,full_text_seen,Opioid use disorder,Ketamine,,low,preclinical_study,preclinical,adolescents with opioid use disorder,improves clinical symptoms,Abstinence rate,protocol,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is protocol; source_type says primary_study but paper_type is weak; full_text_seen still points to abstract snippet,711,2026-03-12T15:16:48.883038+00:00
10.3389/fpsyt.2025.1614076,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields,New insights into the mechanisms of electroconvulsive therapy in treatment-resistant depression,mixed,2025,doi,primary_study,"Abstract snippet: Electroconvulsive therapy (ECT) remains one of the most effective interventions for treatment-resistant depression (TRD), particularly in cases involving severe symptomat",Ana C. Ruiz; Abdul Haseeb; William A. Baumgartner; Edison Leung; Giselli Scaini; João Quevedo,full_text_seen,Treatment-resistant depression,S-ketamine,,low,preclinical_study,preclinical,adolescents with treatment-resistant depression,reduces depressive symptoms,MADRS,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; source_type says primary_study but paper_type is weak; full_text_seen still points to abstract snippet,712,2026-03-12T15:16:48.883038+00:00
10.3390/pharmaceutics16081091,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,"Pharmacogenomics of 3,4-Methylenedioxymethamphetamine (MDMA): A Narrative Review of the Literature",abstract,2024,doi,primary_study,"Abstract snippet: 3,4-Methylenedioxymethamphetamine (MDMA) is a synthetic amphetamine derivative with notable psychoactive properties and emerging therapeutic potential, particularly for t",Guillaume Drevin; María Celsa Peña-Martín; Aurélien Bauduin; Antoine Baudriller; Marie Briet; Chadi Abbara,abstract_only,Post-traumatic stress disorder,MDMA,,low,preclinical_study,preclinical,,reduces PTSD severity,,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; source_type says primary_study but paper_type is weak; abstract_only,717,2026-03-12T15:16:48.883038+00:00
10.47611/jsrhs.v13i4.8211,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata,Biological Mechanisms of Major Depressive Disorder: Exploring Neural Circuits and Neurotransmitter Systems in Diagnosis and Treatment,abstract,2024,doi,primary_study,"Abstract snippet: Major Depressive Disorder (MDD) is a severe mental illness characterized by persistent low mood, impaired cognitive function, and disrupted emotional regulation. The deve",Veda Prathipati; Jobin Varkey; Virgel Torremocha; Jothsna Kethar,abstract_only,Major depressive disorder,Ketamine,,low,preclinical_study,preclinical,,reduces depressive symptoms,,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; source_type says primary_study but paper_type is weak; abstract_only,721,2026-03-12T15:16:48.883038+00:00
10.64719/pb.4414,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Manual-review high-impact resolver: title/abstract matched review pattern,MDMA to Treat PTSD in Adults,abstract,2025,doi,review,Abstract snippet: Post-traumatic stress disorder (PTSD) has become one of the most common psychiatric diagnosis in the United States specifically within the veteran population. The current,Dustin Latimer; Michael D Stocker; Kia Sayers; Jackson Green; Adam M. Kaye; Alaa Abd‐Elsayed; Elyse M. Cornett; Alan D. Kaye; Giustino Varrassi; Omar Viswanath,abstract_only,Post-traumatic stress disorder,MDMA,,medium,randomized_controlled_trial,clinical,adults with post-traumatic stress disorder,reduces PTSD severity,,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; abstract_only,19,2026-03-12T15:40:35.556664+00:00
10.30574/wjarr.2025.28.2.3931,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Manual-review high-impact resolver: title/abstract matched review pattern,Oxytocin receptor polymorphisms and pharmacogenetic tailoring: Enhancing Social Reward Deficits in Post-Traumatic Stress Disorder (PTSD),abstract,2025,doi,review,"Abstract snippet: In the shadowed aftermath of trauma, where social bonds fracture and anhedonia calcifies into isolation, oxytocin emerges not merely as a neuropeptide but as a molecular",Ifeoma Nwamaka Monago; Chibuike Stephen Nzereogu; Chioma Ezioma Monago; Mohammed Mubarak Bello; Idowu Temitope Orogbemi; Adetunbosun Adekoya,abstract_only,Post-traumatic stress disorder,MDMA,,medium,randomized_controlled_trial,preclinical,,reduces PTSD severity,,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; abstract_only,23,2026-03-12T15:40:35.556664+00:00
10.1038/s41398-024-03180-8,Auto-generated stub from DOI queue; Full-text PDF autofill for disorder fields; Manual-review high-impact resolver: title/abstract matched review pattern,Personalized use of ketamine and esketamine for treatment-resistant depression,table,2024,doi,review,Metadata/title snippet: Personalized use of ketamine and esketamine for treatment-resistant depression,Gustavo C. Medeiros; Isabella Demo; Fernando S. Goes; Carlos A. Zarate; Todd D. Gould,full_text_seen,Major depressive disorder,S-ketamine,,medium,randomized_controlled_trial,preclinical,adults with major depressive disorder,reduces depressive symptoms,MADRS,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review,40,2026-03-12T15:40:35.556664+00:00
10.1016/j.cct.2022.106976,Auto-generated stub from DOI queue; Manual-review high-impact resolver: title matched protocol pattern,Psilocybin for alcohol use disorder: Rationale and design considerations for a randomized controlled trial,unknown,2022,doi,other,Metadata/title snippet: Psilocybin for alcohol use disorder: Rationale and design considerations for a randomized controlled trial,Kelley C. O’Donnell; Sarah E. Mennenga; Lindsey T. Owens; Samantha K. Podrebarac; Tara Baron; John Rotrosen; Stephen Ross; Alyssa A. Forcehimes; Michael P. Bogenschutz,secondary_summary,Alcohol use disorder,Psilocybin,,low,randomized_controlled_trial,preclinical,,reduces heavy drinking outcomes,,protocol,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is protocol; secondary_summary,89,2026-03-12T15:40:35.556664+00:00
10.1176/appi.focus.20180030,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Manual-review high-impact resolver: title/abstract matched review pattern,Ketamine for Treatment-Resistant Mood Disorders,abstract,2019,doi,review,"Abstract snippet: Strong evidence supports the rapid, although temporary, antidepressant effects of a single intravenous ketamine infusion for treatment-resistant major depressive disorder",Lawrence T. Park; Tolulope B. Falodun; Carlos A. Zarate,abstract_only,Major depressive disorder,S-ketamine,,medium,phase_3_trial,preclinical,,reduces depressive symptoms,,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; abstract_only,125,2026-03-12T15:40:35.556664+00:00
10.31887/dcns.2019.21.2/dnutt,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Manual-review high-impact resolver: title/abstract matched review pattern,Psychedelic drugs—a new era in psychiatry?,abstract,2019,doi,review,"Abstract snippet: This article covers the renaissance of classical psychedelic drugs such as psilocybin and LSD plus 3,4-methylene dioxymethamphetamine (MDMA-ecstasy) in psychiatric resear",David Nutt,abstract_only,Post-traumatic stress disorder,MDMA,,medium,phase_3_trial,preclinical,,reduces PTSD severity,,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; abstract_only,126,2026-03-12T15:40:35.556664+00:00
10.1007/s40267-024-01106-4,Auto-generated stub from DOI queue; Full-text PDF autofill for disorder fields; Manual-review high-impact resolver: title/abstract matched review pattern,Adis summary of research: Efficacy and safety of esketamine nasal spray in patients with treatment-resistant depression who completed a second induction period: analysis of the ongoing SUSTAIN-3 study,table,2024,doi,review,Metadata/title snippet: Adis summary of research: Efficacy and safety of esketamine nasal spray in patients with treatment-resistant depression who completed a second inducti,Sheridan M. Hoy,full_text_seen,Treatment-resistant depression,S-ketamine,,medium,randomized_controlled_trial,clinical,adults with treatment-resistant depression,reduces depressive symptoms,MADRS,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review,159,2026-03-12T15:40:35.556664+00:00
10.2147/NDT.S548944,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields; Manual-review high-impact resolver: title/abstract matched review pattern,Spravato for Treatment-Resistant Depression: Efficacy and Sexual Side Effect Profile,mixed,2025,doi,review,"Abstract snippet: Spravato (esketamine) is an innovative and effective treatment option for TRD and severe MDD, offering rapid symptom relief and a favorable sexual side effect profile. De",Ahmed Asad Raza; Ghazi Uddin Ahmed; Habiba Zafar; Syed Owais Akhtar; Muhammad Bin Mobin; Abedin Samadi,full_text_seen,Treatment-resistant depression,S-ketamine,,medium,randomized_controlled_trial,clinical,adults with treatment-resistant depression,reduces depressive symptoms,MADRS,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; full_text_seen still points to abstract snippet,277,2026-03-12T15:40:35.556664+00:00
10.1038/s41398-024-03180-8,Auto-generated stub from DOI queue; Full-text PDF autofill for disorder fields; Manual-review high-impact resolver: title/abstract matched review pattern,Personalized use of ketamine and esketamine for treatment-resistant depression,table,2024,doi,review,Metadata/title snippet: Personalized use of ketamine and esketamine for treatment-resistant depression,Gustavo C. Medeiros; Isabella Demo; Fernando S. Goes; Carlos A. Zarate; Todd D. Gould,full_text_seen,Treatment-resistant depression,S-ketamine,,medium,randomized_controlled_trial,preclinical,adults with treatment-resistant depression,reduces depressive symptoms,MADRS,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review,327,2026-03-12T15:40:35.556664+00:00
10.22215/cujs.v5i1.5285,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields; Manual-review high-impact resolver: title/abstract matched review pattern,The Psychedelic Reset: How Psychedelics May Reshape the Corticostriatal Circuit in Anorexia Nervosa,text,2025,doi,review,"Abstract snippet: Anorexia nervosa (AN) is an eating disorder characterized by compulsive eating restrictions and cognitive inflexibility, which is linked to dysregulation within the corti",Maham Khurram,full_text_seen,Anorexia nervosa,Psilocybin,,medium,randomized_controlled_trial,clinical,adolescents with anorexia nervosa,improves clinical symptoms,,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; full_text_seen still points to abstract snippet,336,2026-03-12T15:40:35.556664+00:00
10.3389/fphar.2023.1221719,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields; Manual-review high-impact resolver: title/abstract matched review pattern,Hallucinogenic potential: a review of psychoplastogens for the treatment of opioid use disorder,table,2023,doi,review,Abstract snippet: The United States is entering its fourth decade of the opioid epidemic with no clear end in sight. At the center of the epidemic is an increase in opioid use disorder (OU,Mary G. Hornick; Ashley Stefanski,full_text_seen,Opioid use disorder,Ibogaine,,medium,randomized_controlled_trial,preclinical,adults with opioid use disorder,improves clinical symptoms,BDI,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; full_text_seen still points to abstract snippet,337,2026-03-12T15:40:35.556664+00:00
10.61833/jnst.2024.0002,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields; Manual-review high-impact resolver: title/abstract matched review pattern,Psilocybin Therapy for Depression: A Review of Current Molecular Knowledge,figure,2024,doi,review,"Abstract snippet: Depression, affecting over 264 million people globally, presents significant treatment challenges, often due to the limited efficacy and adverse effects of traditional an",Marcha Verheijen,full_text_seen,Treatment-resistant depression,Psilocybin,,medium,randomized_controlled_trial,clinical,adults with treatment-resistant depression,reduces depressive symptoms,,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; full_text_seen still points to abstract snippet,468,2026-03-12T15:40:35.556664+00:00
10.1017/S1092852925100333,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields; Manual-review high-impact resolver: title/abstract matched review pattern,Ketamine in Clinical Practice: Transitioning from Anesthetic Agent to Psychiatric Therapeutic,mixed,2025,doi,review,"Abstract snippet: Ketamine, originally synthesized in 1962, has gained increasing attention due to its rapid and sustained antidepressant effects in treatment-resistant depression (TRD). U",Javier Quintero; Rosa‐Helena Bustos; Sharon Lechtig-Wassermann; Sandra Beltrán; Carlos A. Zarate,full_text_seen,Bipolar depression,Ketamine,,medium,randomized_controlled_trial,preclinical,adolescents with bipolar depression,reduces depressive symptoms,BDI,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; full_text_seen still points to abstract snippet,470,2026-03-12T15:40:35.556664+00:00
10.3390/ph18040555,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Manual-review title resolver: title/abstract matched review pattern,The Emergence of Psilocybin in Psychiatry and Neuroscience,abstract,2025,doi,review,"Abstract snippet: Psilocybin, a naturally occurring psychedelic compound, has garnered renewed scientific interest for its potential in treating psychiatric and neurological disorders. Thi",Hossein Omidian; Alborz Omidian,abstract_only,Alcohol use disorder,Psilocybin,,medium,preclinical_study,preclinical,,reduces heavy drinking outcomes,,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; abstract_only,29,2026-03-13T20:40:34.284789+00:00
10.1146/annurev-med-050423-095712,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Manual-review title resolver: title/abstract matched review pattern,"Transformative Therapies for Depression: Postpartum Depression, Major Depressive Disorder, and Treatment-Resistant Depression",abstract,2024,doi,review,Abstract snippet: Depressive disorders present an enormous global public health burden. A notable treatment gap exists between the prevalence of depression and our ability to provide rapid,Elizabeth Richardson; Riah Patterson; Samantha Meltzer‐Brody; Robert W. McClure; Amanda C. Tow,abstract_only,Treatment-resistant depression,Psilocybin,,medium,preclinical_study,preclinical,,reduces depressive symptoms,,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; abstract_only,46,2026-03-13T20:40:34.284789+00:00
10.1007/s00213-024-06644-3,Auto-generated stub from DOI queue; Full-text PDF autofill for disorder fields; Manual-review title resolver: title matched preclinical/animal-model pattern,Unraveling psilocybin’s therapeutic potential: behavioral and neuroplasticity insights in Wistar-Kyoto and Wistar male rat models of treatment-resistant depression,mixed,2024,doi,other,Metadata/title snippet: Unraveling psilocybin’s therapeutic potential: behavioral and neuroplasticity insights in Wistar-Kyoto and Wistar male rat models of treatment-resista,Magdalena Kolasa; Agnieszka Nikiforuk; Agata Korlatowicz; Joanna Solich; Agnieszka Potasiewicz; Marta Dziedzicka‐Wasylewska; Ryszard Bugno; Adam S. Hogendorf; Andrzej J. Bojarski; Agata Faron‐Górecka,full_text_seen,Treatment-resistant depression,Psilocybin,,low,preclinical_study,preclinical,adolescents with treatment-resistant depression,reduces depressive symptoms,STAI,other,unclear,disorder,auto_demote,demote_from_main_kg,title matched obvious non-countable pattern,47,2026-03-13T20:40:34.284789+00:00
10.56367/oag-042-10690,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Manual-review title resolver: title matched non-countable analysis/editorial pattern,Who will staff the psychedelic resurgence?,abstract,2024,doi,other,"Abstract snippet: Who will staff the psychedelic resurgence? Who will staff the psychedelic resurgence? Erika Dyck, Professor and Canada Research Chair in History of Health &amp; Social Ju",Erika Dyck,abstract_only,Alcohol use disorder,Psilocybin,,low,pending_curation,clinical,,reduces heavy drinking outcomes,,other,unclear,disorder,auto_demote,demote_from_main_kg,title matched obvious non-countable pattern; abstract_only,48,2026-03-13T20:40:34.284789+00:00
10.1007/s13670-023-00389-1,Auto-generated stub from DOI queue; Manual-review title resolver: title/abstract matched review pattern,A New Solution to an Age-old Problem: A Review of Ketamine and Esketamine for Treatment-resistant Depression in Late Life,unknown,2023,doi,review,Metadata/title snippet: A New Solution to an Age-old Problem: A Review of Ketamine and Esketamine for Treatment-resistant Depression in Late Life,Kripa Balaram; Laura I. van Dyck; Kirsten M. Wilkins; Phelan E. Maruca-Sullivan,secondary_summary,Major depressive disorder,S-ketamine,,medium,pending_curation,unknown,,reduces depressive symptoms,,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; secondary_summary,49,2026-03-13T20:40:34.284789+00:00
10.3390/ph16111572,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Manual-review title resolver: title/abstract matched review pattern,Pharmacotherapies Targeting GABA-Glutamate Neurotransmission for Treatment-Resistant Depression,abstract,2023,doi,review,"Abstract snippet: Treatment-resistant depression (TRD) is a term used to describe a particular type of major depressive disorder (MDD). There is no consensus about what defines TRD, with v",Courtney M. Vecera; Alan C. Courtes; Gregory Jones; Jair C. Soares; Rodrigo Machado‐Vieira,abstract_only,Major depressive disorder,S-ketamine,,medium,preclinical_study,preclinical,,reduces depressive symptoms,,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; abstract_only,66,2026-03-13T20:40:34.284789+00:00
10.2147/ndt.s198774,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Manual-review title resolver: title/abstract matched review pattern,&lt;p&gt;Management of Treatment-Resistant Depression: Challenges and Strategies&lt;/p&gt;,abstract,2020,doi,review,Abstract snippet: Treatment-resistant depression (TRD) is a subset of Major Depressive Disorder which does not respond to traditional and first-line therapeutic options. There are several,Daphne Voineskos; Zafiris J. Daskalakis; Daniel M. Blumberger,abstract_only,Treatment-resistant depression,Psilocybin,,medium,preclinical_study,preclinical,adults with treatment-resistant depression,reduces depressive symptoms,,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; abstract_only,103,2026-03-13T20:40:34.284789+00:00
10.1007/s40273-022-01220-z,Auto-generated stub from DOI queue; Full-text PDF autofill for disorder fields; Manual-review title resolver: title matched non-countable analysis/editorial pattern,Cost-Utility Analysis of Esketamine for Patients with Treatment-Resistant Depression in Italy,mixed,2023,doi,other,Metadata/title snippet: Cost-Utility Analysis of Esketamine for Patients with Treatment-Resistant Depression in Italy,Carla Rognoni; Camilla Falivena; Francesco Costa; Patrizio Armeni,full_text_seen,Treatment-resistant depression,S-ketamine,,low,randomized_controlled_trial,clinical,adults with treatment-resistant depression,reduces depressive symptoms,MADRS,other,unclear,disorder,auto_demote,demote_from_main_kg,title matched obvious non-countable pattern,153,2026-03-13T20:40:34.284789+00:00
10.1016/j.euroneuro.2023.04.011,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields; Manual-review title resolver: title/abstract matched review pattern,Esketamine in treatment-resistant depression patients comorbid with substance-use disorder: A viewpoint on its safety and effectiveness in a subsample of patients from the REAL-ESK study,text,2023,doi,review,"Abstract snippet: Esketamine, the S-enantiomer of ketamine, has recently emerged as a therapy for treatment-resistant depression (TRD), showing both rapid antidepressant action and good ef",Stefania Chiappini; Giacomo d’Andrea; Sergio De Filippis; Marco Di Nicola; Ileana Andriola; Roberta Bassetti; Sergio Barlati; Mauro Pettorruso; Stefano L. Sensi; Massimo Clerici,full_text_seen,Treatment-resistant depression,S-ketamine,,medium,observational_study,preclinical,adults with treatment-resistant depression,reduces depressive symptoms,MADRS,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; full_text_seen still points to abstract snippet,158,2026-03-13T20:40:34.284789+00:00
10.1017/jme.2025.10109,Auto-generated stub from DOI queue; Disorder normalized from `distress associated with life-threatening disease`; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields; Manual-review title resolver: title matched non-countable analysis/editorial pattern,Psychedelic Treatment with Psilocybin: Addressing Medical Malpractice Risk and Physicians’ Concerns,text,2025,doi,other,"Abstract snippet: Abstract Psychedelic treatment with psilocybin is receiving increased attention following clinical trials showing it may help treat end-of-life anxiety, depression, and s",Katherine Cheung; M J Brodie; Sue-Ling Chang; P. Deschamps; Jean‐Sébastien Fallu; Houman Farzin; Johanne Hébert; Jean-François Stephan; Michel Dorval; Yann Joly,full_text_seen,Distress associated with life-threatening disease,Psilocybin,,low,preclinical_study,preclinical,adults with distress associated with life-threatening disease,reduces anxiety/depression symptoms,STAI,other,unclear,disorder,auto_demote,demote_from_main_kg,title matched obvious non-countable pattern; full_text_seen still points to abstract snippet,174,2026-03-13T20:40:34.284789+00:00
10.1101/2023.12.12.571374,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Manual-review title resolver: title matched preclinical/animal-model pattern,Psilocybin prevents activity-based anorexia in female rats by enhancing cognitive flexibility: contributions from 5-HT1A and 5-HT2A receptor mechanisms,abstract,2023,doi,other,"Abstract snippet: Abstract Psilocybin has shown promise for alleviating symptoms of depression and is currently in clinical trials for the treatment of anorexia nervosa (AN), a condition t",Kyna‐Anne Conn; LK Milton; Kaixin Huang; Hermany Munguba; Janika Ruuska; M. B. Lemus; Erin Greaves; Jihane Homman‐Ludiye; Brian J. Oldfield; Claire J. Foldi,abstract_only,Anorexia nervosa,Psilocybin,,low,preclinical_study,preclinical,,improves clinical symptoms,,other,unclear,disorder,auto_demote,demote_from_main_kg,title matched obvious non-countable pattern; abstract_only,221,2026-03-13T20:40:34.284789+00:00
10.1176/appi.ajp.20231023,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Manual-review title resolver: title/abstract matched review pattern,"The Neurocircuitry of Substance Use Disorder, Treatment, and Change: A Resource for Clinical Psychiatrists",abstract,2024,doi,review,"Abstract snippet: Substance use disorder (SUD) is common in psychiatric patients and has a negative impact on health and well-being. However, SUD often goes untreated, and there is a need",Caesar G. Imperio; Frances R. Levin; Diana Martínez,abstract_only,Substance use disorder,Psilocybin,,medium,pending_curation,clinical,adults with substance use disorder,improves clinical symptoms,,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; abstract_only,235,2026-03-13T20:40:34.284789+00:00
10.1177/20420986241310685,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Manual-review title resolver: title/abstract matched review pattern,Is there a risk of esketamine misuse in clinical practice?,abstract,2025,doi,review,"Abstract snippet: In 2019, intranasal esketamine gained approval as a promising therapy for those individuals grappling with treatment-resistant depression. Both clinical trials and real-w",Carlos Roncero; Milton Merizalde Torres; Néstor Szerman; Marta Torrens; Pablo Vega; P. Andres-Olivera; E. Alvarez,abstract_only,Alcohol use disorder,Ketamine,,medium,preclinical_study,preclinical,,reduces heavy drinking outcomes,STAI,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; abstract_only,248,2026-03-13T20:40:34.284789+00:00
10.3389/fpsyt.2024.1394787,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields; Manual-review title resolver: title/abstract matched review pattern,Facts and myths about use of esketamine for treatment-resistant depression: a narrative clinical review,table,2024,doi,review,"Abstract snippet: Introduction and aims Treatment-resistant depression (TRD) occurs when at least two different antidepressants, taken at the right dosage, for adequate period of time and",Matteo Di Vincenzo; Vassilis Martiadis; Bianca Della Rocca; Eleonora Arsenio; Andrea D’Arpa; Antonio Volpicelli; Mario Luciano; Gaia Sampogna; Andrea Fiorillo,full_text_seen,Treatment-resistant depression,S-ketamine,,medium,preclinical_study,preclinical,adults with treatment-resistant depression,reduces depressive symptoms,BDI,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; full_text_seen still points to abstract snippet,280,2026-03-13T20:40:34.284789+00:00
10.3389/fpsyt.2025.1623659,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields; Manual-review title resolver: title/abstract matched review pattern,Treatment-resistant depression and intranasal esketamine: Spanish consensus on theoretical aspects,figure,2025,doi,review,Abstract snippet: Introduction Depression is a highly prevalent disease that severely impacts the life of patients. Inadequate response to at least two antidepressants despite adequacy of,Fernando Mora; Josep Antoni Ramos‐Quiroga; Enrique Baca‐García; José Manuel Crespo; Luís Gutiérrez-Rojas; Aránzazu Madrazo; Lucía Pérez-Costillas; Pilar A. Sáiz; Vicente Tordera; Eduard Vieta,full_text_seen,Treatment-resistant depression,S-ketamine,,medium,preclinical_study,preclinical,adults with treatment-resistant depression,reduces depressive symptoms,HAM-D,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; full_text_seen still points to abstract snippet,284,2026-03-13T20:40:34.284789+00:00
10.1007/s13670-023-00389-1,Auto-generated stub from DOI queue; Manual-review title resolver: title/abstract matched review pattern,A New Solution to an Age-old Problem: A Review of Ketamine and Esketamine for Treatment-resistant Depression in Late Life,unknown,2023,doi,review,Metadata/title snippet: A New Solution to an Age-old Problem: A Review of Ketamine and Esketamine for Treatment-resistant Depression in Late Life,Kripa Balaram; Laura I. van Dyck; Kirsten M. Wilkins; Phelan E. Maruca-Sullivan,secondary_summary,Treatment-resistant depression,S-ketamine,,medium,pending_curation,unknown,,reduces depressive symptoms,,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; secondary_summary,309,2026-03-13T20:40:34.284789+00:00
10.1017/s109285292400213x,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields; Manual-review title resolver: title/abstract matched review pattern,"Ayahuasca: pharmacology, safety, and therapeutic effects",mixed,2024,doi,review,Abstract snippet: Abstract Ayahuasca is a botanical hallucinogen traditionally used for therapeutic and ritual purposes by indigenous groups from Northwestern Amazonian countries such as B,Rafael G. dos Santos; Jaime E. C. Hallak,full_text_seen,Major depressive disorder,Ayahuasca,,medium,observational_study,observational,adults with major depressive disorder,reduces depressive symptoms,MADRS,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; full_text_seen still points to abstract snippet,316,2026-03-13T20:40:34.284789+00:00
10.1017/s1092852924002268,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for disorder fields; Manual-review title resolver: title/abstract matched review pattern,"The revival of psilocybin between scientific excitement, evidence of efficacy, and real-world challenges",table,2024,doi,review,"Abstract snippet: Abstract The revival of psilocybin in psychopharmacological research heralds a potential paradigm shift for treating mood and anxiety disorders, and other psychiatric con",Mauro Scala; Chiara Fabbri; Paolo Fusar‐Poli; Giorgio Di Lorenzo; Maria Ferrara; Andrea Amerio; Laura Fusar‐Poli; Anna Pichiecchio; Carlo Asteggiano; Marco Menchetti,full_text_seen,Obsessive-compulsive disorder,Psilocybin,,medium,preclinical_study,preclinical,adults with obsessive-compulsive disorder,improves clinical symptoms,MADRS,review,unclear,disorder,auto_demote,demote_from_main_kg,paper_type is review; full_text_seen still points to abstract snippet,317,2026-03-13T20:40:34.284789+00:00
10.1038/s41380-024-02575-9,Auto-generated stub from DOI queue; Full-text PDF autofill for disorder fields; Manual-review title resolver: title matched preclinical/animal-model pattern,Psilocybin restrains activity-based anorexia in female rats by enhancing cognitive flexibility: contributions from 5-HT1A and 5-HT2A receptor mechanisms,table,2024,doi,other,Metadata/title snippet: Psilocybin restrains activity-based anorexia in female rats by enhancing cognitive flexibility: contributions from 5-HT1A and 5-HT2A receptor mechanis,Kyna‐Anne Conn; Laura K Milton; Kaixin Huang; Hermany Munguba; Janika Ruuska; M. B. Lemus; Erin Greaves; Jihane Homman‐Ludiye; Brian J. Oldfield; Claire J. Foldi,full_text_seen,Anorexia nervosa,Psilocybin,,low,preclinical_study,preclinical,adolescents with anorexia nervosa,improves clinical symptoms,STAI,other,unclear,disorder,auto_demote,demote_from_main_kg,title matched obvious non-countable pattern,318,2026-03-13T20:40:34.284789+00:00
